entry(00000,begin_of_process,engaged,video414081016,start,1).
entry(02202,begin_of_activity,engaged,video414081016,au07,7).
entry(02203,end_of_activity,engaged,video414081016,au25,4).
entry(02300,begin_of_activity,engaged,video414081016,au04,5).
entry(02301,end_of_activity,engaged,video414081016,au07,7).
entry(02400,end_of_activity,engaged,video414081016,au04,5).
entry(02401,begin_of_activity,engaged,video414081016,au23,1).
entry(02500,begin_of_activity,engaged,video414081016,au10,2).
entry(02501,end_of_activity,engaged,video414081016,au23,1).
entry(02600,begin_of_activity,engaged,video414081016,au02,11).
entry(02601,begin_of_activity,engaged,video414081016,au05,4).
entry(02602,begin_of_activity,engaged,video414081016,au07,8).
entry(02603,end_of_activity,engaged,video414081016,au10,2).
entry(02700,end_of_activity,engaged,video414081016,au02,11).
entry(02701,end_of_activity,engaged,video414081016,au05,4).
entry(02702,end_of_activity,engaged,video414081016,au07,8).
entry(02800,begin_of_activity,engaged,video414081016,au02,12).
entry(02801,begin_of_activity,engaged,video414081016,au07,9).
entry(02802,begin_of_activity,engaged,video414081016,au23,2).
entry(02900,end_of_activity,engaged,video414081016,au02,12).
entry(02901,end_of_activity,engaged,video414081016,au07,9).
entry(02902,end_of_activity,engaged,video414081016,au23,2).
entry(03000,begin_of_activity,engaged,video414081016,au02,13).
entry(03001,begin_of_activity,engaged,video414081016,au04,6).
entry(03002,begin_of_activity,engaged,video414081016,au43,1).
entry(03100,end_of_activity,engaged,video414081016,au02,13).
entry(03101,end_of_activity,engaged,video414081016,au04,6).
entry(03102,begin_of_activity,engaged,video414081016,au07,10).
entry(03103,begin_of_activity,engaged,video414081016,au17,3).
entry(03104,begin_of_activity,engaged,video414081016,au23,3).
entry(03105,end_of_activity,engaged,video414081016,au43,1).
entry(03200,begin_of_activity,engaged,video414081016,au02,14).
entry(03201,end_of_activity,engaged,video414081016,au07,10).
entry(03202,end_of_activity,engaged,video414081016,au17,3).
entry(03203,end_of_activity,engaged,video414081016,au23,3).
entry(03300,end_of_activity,engaged,video414081016,au02,14).
entry(03301,begin_of_activity,engaged,video414081016,au04,7).
entry(03302,begin_of_activity,engaged,video414081016,au17,4).
entry(03400,begin_of_activity,engaged,video414081016,au02,15).
entry(03401,end_of_activity,engaged,video414081016,au04,7).
entry(03402,end_of_activity,engaged,video414081016,au17,4).
entry(03500,end_of_activity,engaged,video414081016,au02,15).
entry(03501,begin_of_activity,engaged,video414081016,au07,11).
entry(03600,begin_of_activity,engaged,video414081016,au02,16).
entry(03601,end_of_activity,engaged,video414081016,au07,11).
entry(03602,begin_of_activity,engaged,video414081016,au10,3).
entry(03603,begin_of_activity,engaged,video414081016,au23,4).
entry(03700,end_of_activity,engaged,video414081016,au02,16).
entry(03701,begin_of_activity,engaged,video414081016,au07,12).
entry(03702,end_of_activity,engaged,video414081016,au10,3).
entry(03703,begin_of_activity,engaged,video414081016,au15,4).
entry(03704,end_of_activity,engaged,video414081016,au23,4).
entry(03705,begin_of_activity,engaged,video414081016,au25,5).
entry(03800,begin_of_activity,engaged,video414081016,au04,8).
entry(03801,end_of_activity,engaged,video414081016,au07,12).
entry(03802,end_of_activity,engaged,video414081016,au15,4).
entry(03803,begin_of_activity,engaged,video414081016,au23,5).
entry(03804,end_of_activity,engaged,video414081016,au25,5).
entry(03900,end_of_activity,engaged,video414081016,au04,8).
entry(03901,end_of_activity,engaged,video414081016,au23,5).
entry(04000,begin_of_activity,engaged,video414081016,au02,17).
entry(04001,begin_of_activity,engaged,video414081016,au04,9).
entry(04100,end_of_activity,engaged,video414081016,au02,17).
entry(04101,end_of_activity,engaged,video414081016,au04,9).
entry(04102,begin_of_activity,engaged,video414081016,au07,13).
entry(04200,begin_of_activity,engaged,video414081016,au02,18).
entry(04201,end_of_activity,engaged,video414081016,au07,13).
entry(04202,begin_of_activity,engaged,video414081016,au15,5).
entry(04300,end_of_activity,engaged,video414081016,au02,18).
entry(04301,begin_of_activity,engaged,video414081016,au07,14).
entry(04302,end_of_activity,engaged,video414081016,au15,5).
entry(04303,begin_of_activity,engaged,video414081016,au17,5).
entry(04400,begin_of_activity,engaged,video414081016,au02,19).
entry(04401,begin_of_activity,engaged,video414081016,au04,10).
entry(04402,end_of_activity,engaged,video414081016,au07,14).
entry(04403,end_of_activity,engaged,video414081016,au17,5).
entry(04500,end_of_activity,engaged,video414081016,au02,19).
entry(04501,end_of_activity,engaged,video414081016,au04,10).
entry(04600,begin_of_activity,engaged,video414081016,au02,20).
entry(04601,begin_of_activity,engaged,video414081016,au20,1).
entry(04700,end_of_activity,engaged,video414081016,au02,20).
entry(04701,begin_of_activity,engaged,video414081016,au07,15).
entry(04702,end_of_activity,engaged,video414081016,au20,1).
entry(04800,begin_of_activity,engaged,video414081016,au02,21).
entry(04801,end_of_activity,engaged,video414081016,au07,15).
entry(04802,begin_of_activity,engaged,video414081016,au17,6).
entry(04900,end_of_activity,engaged,video414081016,au02,21).
entry(04901,end_of_activity,engaged,video414081016,au17,6).
entry(05000,begin_of_activity,engaged,video414081016,au02,22).
entry(05001,begin_of_activity,engaged,video414081016,au07,16).
entry(05002,begin_of_activity,engaged,video414081016,au23,6).
entry(05100,end_of_activity,engaged,video414081016,au02,22).
entry(05101,end_of_activity,engaged,video414081016,au07,16).
entry(05102,begin_of_activity,engaged,video414081016,au15,6).
entry(05103,end_of_activity,engaged,video414081016,au23,6).
entry(05200,begin_of_activity,engaged,video414081016,au02,23).
entry(05201,end_of_activity,engaged,video414081016,au15,6).
entry(05300,end_of_activity,engaged,video414081016,au02,23).
entry(05301,begin_of_activity,engaged,video414081016,au04,11).
entry(05400,begin_of_activity,engaged,video414081016,au02,24).
entry(05401,end_of_activity,engaged,video414081016,au04,11).
entry(05402,begin_of_activity,engaged,video414081016,au25,6).
entry(05500,end_of_activity,engaged,video414081016,au02,24).
entry(05501,end_of_activity,engaged,video414081016,au25,6).
entry(05700,begin_of_activity,engaged,video414081016,au02,25).
entry(05701,begin_of_activity,engaged,video414081016,au04,12).
entry(05800,end_of_activity,engaged,video414081016,au02,25).
entry(05801,end_of_activity,engaged,video414081016,au04,12).
entry(05802,begin_of_activity,engaged,video414081016,au10,4).
entry(05803,begin_of_activity,engaged,video414081016,au17,7).
entry(05900,begin_of_activity,engaged,video414081016,au02,26).
entry(05901,begin_of_activity,engaged,video414081016,au04,13).
entry(05902,end_of_activity,engaged,video414081016,au10,4).
entry(05903,end_of_activity,engaged,video414081016,au17,7).
entry(06000,end_of_activity,engaged,video414081016,au02,26).
entry(06001,end_of_activity,engaged,video414081016,au04,13).
entry(06100,begin_of_activity,engaged,video414081016,au02,27).
entry(06101,begin_of_activity,engaged,video414081016,au04,14).
entry(06102,begin_of_activity,engaged,video414081016,au17,8).
entry(06103,begin_of_activity,engaged,video414081016,au23,7).
entry(06200,end_of_activity,engaged,video414081016,au02,27).
entry(06201,end_of_activity,engaged,video414081016,au04,14).
entry(06202,begin_of_activity,engaged,video414081016,au07,17).
entry(06203,end_of_activity,engaged,video414081016,au17,8).
entry(06204,end_of_activity,engaged,video414081016,au23,7).
entry(06205,begin_of_activity,engaged,video414081016,au25,7).
entry(06300,end_of_activity,engaged,video414081016,au07,17).
entry(06301,begin_of_activity,engaged,video414081016,au15,7).
entry(06302,begin_of_activity,engaged,video414081016,au23,8).
entry(06303,end_of_activity,engaged,video414081016,au25,7).
entry(06400,begin_of_activity,engaged,video414081016,au07,18).
entry(06401,end_of_activity,engaged,video414081016,au15,7).
entry(06402,end_of_activity,engaged,video414081016,au23,8).
entry(06403,begin_of_activity,engaged,video414081016,au25,8).
entry(06500,begin_of_activity,engaged,video414081016,au02,28).
entry(06501,end_of_activity,engaged,video414081016,au07,18).
entry(06502,end_of_activity,engaged,video414081016,au25,8).
entry(06600,end_of_activity,engaged,video414081016,au02,28).
entry(06601,begin_of_activity,engaged,video414081016,au07,19).
entry(06602,begin_of_activity,engaged,video414081016,au17,9).
entry(06700,begin_of_activity,engaged,video414081016,au04,15).
entry(06701,end_of_activity,engaged,video414081016,au07,19).
entry(06702,end_of_activity,engaged,video414081016,au17,9).
entry(06800,begin_of_activity,engaged,video414081016,au02,29).
entry(06801,end_of_activity,engaged,video414081016,au04,15).
entry(06900,end_of_activity,engaged,video414081016,au02,29).
entry(06901,begin_of_activity,engaged,video414081016,au04,16).
entry(07000,begin_of_activity,engaged,video414081016,au02,30).
entry(07001,end_of_activity,engaged,video414081016,au04,16).
entry(07002,begin_of_activity,engaged,video414081016,au25,9).
entry(07100,end_of_activity,engaged,video414081016,au02,30).
entry(07101,begin_of_activity,engaged,video414081016,au07,20).
entry(07102,end_of_activity,engaged,video414081016,au25,9).
entry(07200,end_of_activity,engaged,video414081016,au07,20).
entry(07300,begin_of_activity,engaged,video414081016,au02,31).
entry(07301,begin_of_activity,engaged,video414081016,au07,21).
entry(07302,begin_of_activity,engaged,video414081016,au17,10).
entry(07400,end_of_activity,engaged,video414081016,au02,31).
entry(07401,end_of_activity,engaged,video414081016,au07,21).
entry(07402,end_of_activity,engaged,video414081016,au17,10).
entry(07500,begin_of_activity,engaged,video414081016,au02,32).
entry(07600,end_of_activity,engaged,video414081016,au02,32).
entry(07700,begin_of_activity,engaged,video414081016,au02,33).
entry(07701,begin_of_activity,engaged,video414081016,au04,17).
entry(07702,begin_of_activity,engaged,video414081016,au07,22).
entry(07800,end_of_activity,engaged,video414081016,au02,33).
entry(07801,end_of_activity,engaged,video414081016,au04,17).
entry(07802,end_of_activity,engaged,video414081016,au07,22).
entry(07803,begin_of_activity,engaged,video414081016,au24,1).
entry(07804,begin_of_activity,engaged,video414081016,au25,10).
entry(07900,begin_of_activity,engaged,video414081016,au07,23).
entry(07901,end_of_activity,engaged,video414081016,au24,1).
entry(07902,end_of_activity,engaged,video414081016,au25,10).
entry(08000,begin_of_activity,engaged,video414081016,au02,34).
entry(08001,end_of_activity,engaged,video414081016,au07,23).
entry(08100,end_of_activity,engaged,video414081016,au02,34).
entry(08200,begin_of_activity,engaged,video414081016,au02,35).
entry(08201,begin_of_activity,engaged,video414081016,au04,18).
entry(08202,begin_of_activity,engaged,video414081016,au07,24).
entry(08203,begin_of_activity,engaged,video414081016,au17,11).
entry(08300,end_of_activity,engaged,video414081016,au02,35).
entry(08301,end_of_activity,engaged,video414081016,au04,18).
entry(08302,end_of_activity,engaged,video414081016,au07,24).
entry(08303,end_of_activity,engaged,video414081016,au17,11).
entry(08304,begin_of_activity,engaged,video414081016,au23,9).
entry(08400,begin_of_activity,engaged,video414081016,au05,5).
entry(08401,end_of_activity,engaged,video414081016,au23,9).
entry(08500,begin_of_activity,engaged,video414081016,au02,36).
entry(08501,end_of_activity,engaged,video414081016,au05,5).
entry(08600,end_of_activity,engaged,video414081016,au02,36).
entry(08601,begin_of_activity,engaged,video414081016,au05,6).
entry(08602,begin_of_activity,engaged,video414081016,au15,8).
entry(08700,begin_of_activity,engaged,video414081016,au04,19).
entry(08701,end_of_activity,engaged,video414081016,au05,6).
entry(08702,end_of_activity,engaged,video414081016,au15,8).
entry(08800,begin_of_activity,engaged,video414081016,au02,37).
entry(08801,end_of_activity,engaged,video414081016,au04,19).
entry(08802,begin_of_activity,engaged,video414081016,au17,12).
entry(08900,end_of_activity,engaged,video414081016,au02,37).
entry(08901,begin_of_activity,engaged,video414081016,au05,7).
entry(08902,end_of_activity,engaged,video414081016,au17,12).
entry(09000,begin_of_activity,engaged,video414081016,au02,38).
entry(09001,end_of_activity,engaged,video414081016,au05,7).
entry(09100,end_of_activity,engaged,video414081016,au02,38).
entry(09101,begin_of_activity,engaged,video414081016,au15,9).
entry(09102,begin_of_activity,engaged,video414081016,au17,13).
entry(09200,begin_of_activity,engaged,video414081016,au02,39).
entry(09201,end_of_activity,engaged,video414081016,au15,9).
entry(09202,end_of_activity,engaged,video414081016,au17,13).
entry(09300,end_of_activity,engaged,video414081016,au02,39).
entry(09301,begin_of_activity,engaged,video414081016,au05,8).
entry(09400,end_of_activity,engaged,video414081016,au05,8).
entry(09500,begin_of_activity,engaged,video414081016,au05,9).
entry(09501,begin_of_activity,engaged,video414081016,au07,25).
entry(09502,begin_of_activity,engaged,video414081016,au15,10).
entry(09600,end_of_activity,engaged,video414081016,au05,9).
entry(09601,end_of_activity,engaged,video414081016,au07,25).
entry(09602,begin_of_activity,engaged,video414081016,au10,5).
entry(09603,end_of_activity,engaged,video414081016,au15,10).
entry(09700,begin_of_activity,engaged,video414081016,au02,40).
entry(09701,begin_of_activity,engaged,video414081016,au04,20).
entry(09702,begin_of_activity,engaged,video414081016,au05,10).
entry(09703,end_of_activity,engaged,video414081016,au10,5).
entry(09800,end_of_activity,engaged,video414081016,au02,40).
entry(09801,end_of_activity,engaged,video414081016,au04,20).
entry(09802,end_of_activity,engaged,video414081016,au05,10).
entry(09803,begin_of_activity,engaged,video414081016,au07,26).
entry(09900,begin_of_activity,engaged,video414081016,au02,41).
entry(09901,end_of_activity,engaged,video414081016,au07,26).
entry(09902,begin_of_activity,engaged,video414081016,au23,10).
entry(10000,end_of_activity,engaged,video414081016,au02,41).
entry(10001,begin_of_activity,engaged,video414081016,au04,21).
entry(10002,begin_of_activity,engaged,video414081016,au05,11).
entry(10003,end_of_activity,engaged,video414081016,au23,10).
entry(10100,end_of_activity,engaged,video414081016,au04,21).
entry(10101,end_of_activity,engaged,video414081016,au05,11).
entry(10200,begin_of_activity,engaged,video414081016,au05,12).
entry(10201,begin_of_activity,engaged,video414081016,au10,6).
entry(10300,begin_of_activity,engaged,video414081016,au02,42).
entry(10301,end_of_activity,engaged,video414081016,au05,12).
entry(10302,begin_of_activity,engaged,video414081016,au07,27).
entry(10303,end_of_activity,engaged,video414081016,au10,6).
entry(10400,end_of_activity,engaged,video414081016,au02,42).
entry(10401,begin_of_activity,engaged,video414081016,au04,22).
entry(10402,begin_of_activity,engaged,video414081016,au05,13).
entry(10403,end_of_activity,engaged,video414081016,au07,27).
entry(10500,end_of_activity,engaged,video414081016,au04,22).
entry(10501,end_of_activity,engaged,video414081016,au05,13).
entry(10600,begin_of_activity,engaged,video414081016,au02,43).
entry(10601,begin_of_activity,engaged,video414081016,au05,14).
entry(10602,begin_of_activity,engaged,video414081016,au15,11).
entry(10700,end_of_activity,engaged,video414081016,au02,43).
entry(10701,end_of_activity,engaged,video414081016,au05,14).
entry(10702,end_of_activity,engaged,video414081016,au15,11).
entry(10703,begin_of_activity,engaged,video414081016,au17,14).
entry(10800,begin_of_activity,engaged,video414081016,au05,15).
entry(10801,begin_of_activity,engaged,video414081016,au07,28).
entry(10802,end_of_activity,engaged,video414081016,au17,14).
entry(10803,begin_of_activity,engaged,video414081016,au23,11).
entry(10900,end_of_activity,engaged,video414081016,au05,15).
entry(10901,end_of_activity,engaged,video414081016,au07,28).
entry(10902,end_of_activity,engaged,video414081016,au23,11).
entry(11000,begin_of_activity,engaged,video414081016,au05,16).
entry(11001,begin_of_activity,engaged,video414081016,au10,7).
entry(11100,end_of_activity,engaged,video414081016,au05,16).
entry(11101,end_of_activity,engaged,video414081016,au10,7).
entry(11102,begin_of_activity,engaged,video414081016,au15,12).
entry(11103,begin_of_activity,engaged,video414081016,au23,12).
entry(11200,begin_of_activity,engaged,video414081016,au02,44).
entry(11201,begin_of_activity,engaged,video414081016,au05,17).
entry(11202,end_of_activity,engaged,video414081016,au15,12).
entry(11203,end_of_activity,engaged,video414081016,au23,12).
entry(11300,end_of_activity,engaged,video414081016,au02,44).
entry(11301,end_of_activity,engaged,video414081016,au05,17).
entry(11400,begin_of_activity,engaged,video414081016,au05,18).
entry(11401,begin_of_activity,engaged,video414081016,au07,29).
entry(11402,begin_of_activity,engaged,video414081016,au10,8).
entry(11403,begin_of_activity,engaged,video414081016,au23,13).
entry(11404,begin_of_activity,engaged,video414081016,au24,2).
entry(11500,end_of_activity,engaged,video414081016,au05,18).
entry(11501,end_of_activity,engaged,video414081016,au07,29).
entry(11502,end_of_activity,engaged,video414081016,au10,8).
entry(11503,end_of_activity,engaged,video414081016,au23,13).
entry(11504,end_of_activity,engaged,video414081016,au24,2).
entry(11600,begin_of_activity,engaged,video414081016,au04,23).
entry(11601,begin_of_activity,engaged,video414081016,au05,19).
entry(11700,end_of_activity,engaged,video414081016,au04,23).
entry(11701,end_of_activity,engaged,video414081016,au05,19).
entry(11702,begin_of_activity,engaged,video414081016,au15,13).
entry(11800,begin_of_activity,engaged,video414081016,au02,45).
entry(11801,begin_of_activity,engaged,video414081016,au05,20).
entry(11802,begin_of_activity,engaged,video414081016,au10,9).
entry(11803,end_of_activity,engaged,video414081016,au15,13).
entry(11900,end_of_activity,engaged,video414081016,au02,45).
entry(11901,begin_of_activity,engaged,video414081016,au04,24).
entry(11902,end_of_activity,engaged,video414081016,au05,20).
entry(11903,end_of_activity,engaged,video414081016,au10,9).
entry(12000,end_of_activity,engaged,video414081016,au04,24).
entry(12001,begin_of_activity,engaged,video414081016,au07,30).
entry(12002,begin_of_activity,engaged,video414081016,au15,14).
entry(12100,end_of_activity,engaged,video414081016,au07,30).
entry(12101,end_of_activity,engaged,video414081016,au15,14).
entry(12200,begin_of_activity,engaged,video414081016,au02,46).
entry(12201,begin_of_activity,engaged,video414081016,au07,31).
entry(12300,end_of_activity,engaged,video414081016,au02,46).
entry(12301,end_of_activity,engaged,video414081016,au07,31).
entry(12302,begin_of_activity,engaged,video414081016,au17,15).
entry(12400,begin_of_activity,engaged,video414081016,au07,32).
entry(12401,end_of_activity,engaged,video414081016,au17,15).
entry(12402,begin_of_activity,engaged,video414081016,au23,14).
entry(12403,begin_of_activity,engaged,video414081016,au25,11).
entry(12500,begin_of_activity,engaged,video414081016,au02,47).
entry(12501,begin_of_activity,engaged,video414081016,au04,25).
entry(12502,end_of_activity,engaged,video414081016,au07,32).
entry(12503,end_of_activity,engaged,video414081016,au23,14).
entry(12504,end_of_activity,engaged,video414081016,au25,11).
entry(12600,end_of_activity,engaged,video414081016,au02,47).
entry(12601,end_of_activity,engaged,video414081016,au04,25).
entry(12602,begin_of_activity,engaged,video414081016,au15,15).
entry(12700,begin_of_activity,engaged,video414081016,au02,48).
entry(12701,end_of_activity,engaged,video414081016,au15,15).
entry(12800,end_of_activity,engaged,video414081016,au02,48).
entry(12801,begin_of_activity,engaged,video414081016,au15,16).
entry(12900,end_of_activity,engaged,video414081016,au15,16).
entry(13000,begin_of_activity,engaged,video414081016,au02,49).
entry(13001,begin_of_activity,engaged,video414081016,au05,21).
entry(13002,begin_of_activity,engaged,video414081016,au07,33).
entry(13003,begin_of_activity,engaged,video414081016,au15,17).
entry(13100,end_of_activity,engaged,video414081016,au02,49).
entry(13101,end_of_activity,engaged,video414081016,au05,21).
entry(13102,end_of_activity,engaged,video414081016,au07,33).
entry(13103,end_of_activity,engaged,video414081016,au15,17).
entry(13200,begin_of_activity,engaged,video414081016,au05,22).
entry(13201,begin_of_activity,engaged,video414081016,au25,12).
entry(13300,end_of_activity,engaged,video414081016,au05,22).
entry(13301,end_of_activity,engaged,video414081016,au25,12).
entry(13400,begin_of_activity,engaged,video414081016,au05,23).
entry(13500,end_of_activity,engaged,video414081016,au05,23).
entry(13600,begin_of_activity,engaged,video414081016,au10,10).
entry(13601,begin_of_activity,engaged,video414081016,au15,18).
entry(13602,begin_of_activity,engaged,video414081016,au17,16).
entry(13700,end_of_activity,engaged,video414081016,au10,10).
entry(13701,end_of_activity,engaged,video414081016,au15,18).
entry(13702,end_of_activity,engaged,video414081016,au17,16).
entry(13800,begin_of_activity,engaged,video414081016,au02,50).
entry(13801,begin_of_activity,engaged,video414081016,au25,13).
entry(13900,end_of_activity,engaged,video414081016,au02,50).
entry(13901,begin_of_activity,engaged,video414081016,au04,26).
entry(13902,begin_of_activity,engaged,video414081016,au17,17).
entry(13903,end_of_activity,engaged,video414081016,au25,13).
entry(14000,end_of_activity,engaged,video414081016,au04,26).
entry(14001,begin_of_activity,engaged,video414081016,au10,11).
entry(14002,end_of_activity,engaged,video414081016,au17,17).
entry(14100,end_of_activity,engaged,video414081016,au10,11).
entry(14200,begin_of_activity,engaged,video414081016,au07,34).
entry(14201,begin_of_activity,engaged,video414081016,au25,14).
entry(14300,begin_of_activity,engaged,video414081016,au05,24).
entry(14301,end_of_activity,engaged,video414081016,au07,34).
entry(14302,end_of_activity,engaged,video414081016,au25,14).
entry(14400,end_of_activity,engaged,video414081016,au05,24).
entry(14401,begin_of_activity,engaged,video414081016,au15,19).
entry(14500,begin_of_activity,engaged,video414081016,au04,27).
entry(14501,begin_of_activity,engaged,video414081016,au10,12).
entry(14502,end_of_activity,engaged,video414081016,au15,19).
entry(14503,begin_of_activity,engaged,video414081016,au23,15).
entry(14600,end_of_activity,engaged,video414081016,au04,27).
entry(14601,begin_of_activity,engaged,video414081016,au05,25).
entry(14602,begin_of_activity,engaged,video414081016,au07,35).
entry(14603,end_of_activity,engaged,video414081016,au10,12).
entry(14604,end_of_activity,engaged,video414081016,au23,15).
entry(14700,begin_of_activity,engaged,video414081016,au04,28).
entry(14701,end_of_activity,engaged,video414081016,au05,25).
entry(14702,end_of_activity,engaged,video414081016,au07,35).
entry(14703,begin_of_activity,engaged,video414081016,au15,20).
entry(14704,begin_of_activity,engaged,video414081016,au23,16).
entry(14800,end_of_activity,engaged,video414081016,au04,28).
entry(14801,begin_of_activity,engaged,video414081016,au05,26).
entry(14802,begin_of_activity,engaged,video414081016,au10,13).
entry(14803,end_of_activity,engaged,video414081016,au15,20).
entry(14804,begin_of_activity,engaged,video414081016,au17,18).
entry(14805,end_of_activity,engaged,video414081016,au23,16).
entry(14900,end_of_activity,engaged,video414081016,au05,26).
entry(14901,end_of_activity,engaged,video414081016,au10,13).
entry(14902,end_of_activity,engaged,video414081016,au17,18).
entry(15000,begin_of_activity,engaged,video414081016,au05,27).
entry(15001,begin_of_activity,engaged,video414081016,au07,36).
entry(15100,begin_of_activity,engaged,video414081016,au02,51).
entry(15101,end_of_activity,engaged,video414081016,au05,27).
entry(15102,end_of_activity,engaged,video414081016,au07,36).
entry(15200,end_of_activity,engaged,video414081016,au02,51).
entry(15201,begin_of_activity,engaged,video414081016,au04,29).
entry(15202,begin_of_activity,engaged,video414081016,au05,28).
entry(15203,begin_of_activity,engaged,video414081016,au07,37).
entry(15300,end_of_activity,engaged,video414081016,au04,29).
entry(15301,end_of_activity,engaged,video414081016,au05,28).
entry(15302,end_of_activity,engaged,video414081016,au07,37).
entry(15400,begin_of_activity,engaged,video414081016,au04,30).
entry(15401,begin_of_activity,engaged,video414081016,au05,29).
entry(15402,begin_of_activity,engaged,video414081016,au23,17).
entry(15500,end_of_activity,engaged,video414081016,au04,30).
entry(15501,end_of_activity,engaged,video414081016,au05,29).
entry(15502,end_of_activity,engaged,video414081016,au23,17).
entry(15600,begin_of_activity,engaged,video414081016,au04,31).
entry(15601,begin_of_activity,engaged,video414081016,au05,30).
entry(15602,begin_of_activity,engaged,video414081016,au10,14).
entry(15603,begin_of_activity,engaged,video414081016,au17,19).
entry(15700,begin_of_activity,engaged,video414081016,au02,52).
entry(15701,end_of_activity,engaged,video414081016,au04,31).
entry(15702,end_of_activity,engaged,video414081016,au05,30).
entry(15703,end_of_activity,engaged,video414081016,au10,14).
entry(15704,end_of_activity,engaged,video414081016,au17,19).
entry(15800,end_of_activity,engaged,video414081016,au02,52).
entry(15801,begin_of_activity,engaged,video414081016,au05,31).
entry(15802,begin_of_activity,engaged,video414081016,au07,38).
entry(15803,begin_of_activity,engaged,video414081016,au10,15).
entry(15900,begin_of_activity,engaged,video414081016,au04,32).
entry(15901,end_of_activity,engaged,video414081016,au05,31).
entry(15902,end_of_activity,engaged,video414081016,au07,38).
entry(15903,end_of_activity,engaged,video414081016,au10,15).
entry(15904,begin_of_activity,engaged,video414081016,au17,20).
entry(16000,end_of_activity,engaged,video414081016,au04,32).
entry(16001,begin_of_activity,engaged,video414081016,au05,32).
entry(16002,end_of_activity,engaged,video414081016,au17,20).
