entry(00000,begin_of_process,bored,video1100062046,start,1).
entry(02706,end_of_activity,bored,video1100062046,au24,5).
entry(02800,begin_of_activity,bored,video1100062046,au02,2).
entry(02801,begin_of_activity,bored,video1100062046,au05,15).
entry(02802,end_of_activity,bored,video1100062046,au07,4).
entry(02803,begin_of_activity,bored,video1100062046,au10,12).
entry(02804,begin_of_activity,bored,video1100062046,au17,15).
entry(02805,end_of_activity,bored,video1100062046,au23,2).
entry(02806,begin_of_activity,bored,video1100062046,au24,6).
entry(02900,end_of_activity,bored,video1100062046,au02,2).
entry(02901,end_of_activity,bored,video1100062046,au05,15).
entry(02902,end_of_activity,bored,video1100062046,au10,12).
entry(02903,end_of_activity,bored,video1100062046,au17,15).
entry(02904,end_of_activity,bored,video1100062046,au24,6).
entry(03000,begin_of_activity,bored,video1100062046,au05,16).
entry(03001,begin_of_activity,bored,video1100062046,au10,13).
entry(03002,begin_of_activity,bored,video1100062046,au17,16).
entry(03003,begin_of_activity,bored,video1100062046,au24,7).
entry(03100,end_of_activity,bored,video1100062046,au05,16).
entry(03101,end_of_activity,bored,video1100062046,au10,13).
entry(03102,end_of_activity,bored,video1100062046,au17,16).
entry(03103,end_of_activity,bored,video1100062046,au24,7).
entry(03200,begin_of_activity,bored,video1100062046,au05,17).
entry(03201,begin_of_activity,bored,video1100062046,au10,14).
entry(03202,begin_of_activity,bored,video1100062046,au17,17).
entry(03203,begin_of_activity,bored,video1100062046,au24,8).
entry(03300,end_of_activity,bored,video1100062046,au05,17).
entry(03301,end_of_activity,bored,video1100062046,au10,14).
entry(03302,end_of_activity,bored,video1100062046,au17,17).
entry(03303,end_of_activity,bored,video1100062046,au24,8).
entry(03400,begin_of_activity,bored,video1100062046,au05,18).
entry(03401,begin_of_activity,bored,video1100062046,au15,1).
entry(03402,begin_of_activity,bored,video1100062046,au17,18).
entry(03403,begin_of_activity,bored,video1100062046,au24,9).
entry(03500,end_of_activity,bored,video1100062046,au05,18).
entry(03501,begin_of_activity,bored,video1100062046,au10,15).
entry(03502,end_of_activity,bored,video1100062046,au15,1).
entry(03503,end_of_activity,bored,video1100062046,au17,18).
entry(03504,end_of_activity,bored,video1100062046,au24,9).
entry(03600,begin_of_activity,bored,video1100062046,au05,19).
entry(03601,end_of_activity,bored,video1100062046,au10,15).
entry(03602,begin_of_activity,bored,video1100062046,au17,19).
entry(03603,begin_of_activity,bored,video1100062046,au23,3).
entry(03604,begin_of_activity,bored,video1100062046,au24,10).
entry(03700,begin_of_activity,bored,video1100062046,au02,3).
entry(03701,end_of_activity,bored,video1100062046,au05,19).
entry(03702,end_of_activity,bored,video1100062046,au17,19).
entry(03703,end_of_activity,bored,video1100062046,au23,3).
entry(03704,end_of_activity,bored,video1100062046,au24,10).
entry(03800,end_of_activity,bored,video1100062046,au02,3).
entry(03801,begin_of_activity,bored,video1100062046,au05,20).
entry(03802,begin_of_activity,bored,video1100062046,au17,20).
entry(03803,begin_of_activity,bored,video1100062046,au23,4).
entry(03804,begin_of_activity,bored,video1100062046,au24,11).
entry(03900,begin_of_activity,bored,video1100062046,au04,1).
entry(03901,end_of_activity,bored,video1100062046,au05,20).
entry(03902,end_of_activity,bored,video1100062046,au17,20).
entry(03903,end_of_activity,bored,video1100062046,au23,4).
entry(03904,end_of_activity,bored,video1100062046,au24,11).
entry(04000,end_of_activity,bored,video1100062046,au04,1).
entry(04001,begin_of_activity,bored,video1100062046,au05,21).
entry(04002,begin_of_activity,bored,video1100062046,au10,16).
entry(04003,begin_of_activity,bored,video1100062046,au15,2).
entry(04004,begin_of_activity,bored,video1100062046,au17,21).
entry(04005,begin_of_activity,bored,video1100062046,au20,1).
entry(04006,begin_of_activity,bored,video1100062046,au24,12).
entry(04100,end_of_activity,bored,video1100062046,au05,21).
entry(04101,end_of_activity,bored,video1100062046,au10,16).
entry(04102,end_of_activity,bored,video1100062046,au15,2).
entry(04103,end_of_activity,bored,video1100062046,au17,21).
entry(04104,end_of_activity,bored,video1100062046,au20,1).
entry(04105,end_of_activity,bored,video1100062046,au24,12).
entry(04200,begin_of_activity,bored,video1100062046,au10,17).
entry(04201,begin_of_activity,bored,video1100062046,au17,22).
entry(04202,begin_of_activity,bored,video1100062046,au24,13).
entry(04300,end_of_activity,bored,video1100062046,au10,17).
entry(04301,end_of_activity,bored,video1100062046,au17,22).
entry(04302,begin_of_activity,bored,video1100062046,au20,2).
entry(04303,end_of_activity,bored,video1100062046,au24,13).
entry(04400,begin_of_activity,bored,video1100062046,au07,5).
entry(04401,begin_of_activity,bored,video1100062046,au10,18).
entry(04402,begin_of_activity,bored,video1100062046,au17,23).
entry(04403,end_of_activity,bored,video1100062046,au20,2).
entry(04404,begin_of_activity,bored,video1100062046,au24,14).
entry(04405,begin_of_activity,bored,video1100062046,au43,1).
entry(04500,end_of_activity,bored,video1100062046,au07,5).
entry(04501,end_of_activity,bored,video1100062046,au10,18).
entry(04502,begin_of_activity,bored,video1100062046,au14,1).
entry(04503,end_of_activity,bored,video1100062046,au17,23).
entry(04504,begin_of_activity,bored,video1100062046,au20,3).
entry(04505,end_of_activity,bored,video1100062046,au24,14).
entry(04506,end_of_activity,bored,video1100062046,au43,1).
entry(04600,begin_of_activity,bored,video1100062046,au10,19).
entry(04601,end_of_activity,bored,video1100062046,au14,1).
entry(04602,begin_of_activity,bored,video1100062046,au17,24).
entry(04603,end_of_activity,bored,video1100062046,au20,3).
entry(04700,begin_of_activity,bored,video1100062046,au07,6).
entry(04701,end_of_activity,bored,video1100062046,au10,19).
entry(04702,end_of_activity,bored,video1100062046,au17,24).
entry(04703,begin_of_activity,bored,video1100062046,au24,15).
entry(04800,end_of_activity,bored,video1100062046,au07,6).
entry(04801,begin_of_activity,bored,video1100062046,au10,20).
entry(04802,begin_of_activity,bored,video1100062046,au17,25).
entry(04803,begin_of_activity,bored,video1100062046,au23,5).
entry(04804,end_of_activity,bored,video1100062046,au24,15).
entry(04900,end_of_activity,bored,video1100062046,au10,20).
entry(04901,end_of_activity,bored,video1100062046,au17,25).
entry(04902,end_of_activity,bored,video1100062046,au23,5).
entry(05000,begin_of_activity,bored,video1100062046,au17,26).
entry(05100,begin_of_activity,bored,video1100062046,au07,7).
entry(05101,begin_of_activity,bored,video1100062046,au10,21).
entry(05102,end_of_activity,bored,video1100062046,au17,26).
entry(05200,end_of_activity,bored,video1100062046,au07,7).
entry(05201,end_of_activity,bored,video1100062046,au10,21).
entry(05202,begin_of_activity,bored,video1100062046,au17,27).
entry(05300,begin_of_activity,bored,video1100062046,au10,22).
entry(05301,end_of_activity,bored,video1100062046,au17,27).
entry(05400,end_of_activity,bored,video1100062046,au10,22).
entry(05401,begin_of_activity,bored,video1100062046,au17,28).
entry(05500,begin_of_activity,bored,video1100062046,au10,23).
entry(05501,end_of_activity,bored,video1100062046,au17,28).
entry(05600,end_of_activity,bored,video1100062046,au10,23).
entry(05601,begin_of_activity,bored,video1100062046,au15,3).
entry(05602,begin_of_activity,bored,video1100062046,au17,29).
entry(05700,end_of_activity,bored,video1100062046,au15,3).
entry(05701,end_of_activity,bored,video1100062046,au17,29).
entry(05800,begin_of_activity,bored,video1100062046,au05,22).
entry(05801,begin_of_activity,bored,video1100062046,au07,8).
entry(05802,begin_of_activity,bored,video1100062046,au10,24).
entry(05803,begin_of_activity,bored,video1100062046,au17,30).
entry(05804,begin_of_activity,bored,video1100062046,au23,6).
entry(05805,begin_of_activity,bored,video1100062046,au24,16).
entry(05900,end_of_activity,bored,video1100062046,au05,22).
entry(05901,end_of_activity,bored,video1100062046,au07,8).
entry(05902,end_of_activity,bored,video1100062046,au10,24).
entry(05903,end_of_activity,bored,video1100062046,au17,30).
entry(05904,end_of_activity,bored,video1100062046,au23,6).
entry(05905,end_of_activity,bored,video1100062046,au24,16).
entry(06000,begin_of_activity,bored,video1100062046,au05,23).
entry(06001,begin_of_activity,bored,video1100062046,au17,31).
entry(06100,end_of_activity,bored,video1100062046,au05,23).
entry(06101,end_of_activity,bored,video1100062046,au17,31).
entry(06200,begin_of_activity,bored,video1100062046,au05,24).
entry(06201,begin_of_activity,bored,video1100062046,au17,32).
entry(06300,end_of_activity,bored,video1100062046,au05,24).
entry(06301,end_of_activity,bored,video1100062046,au17,32).
entry(06400,begin_of_activity,bored,video1100062046,au05,25).
entry(06401,begin_of_activity,bored,video1100062046,au17,33).
entry(06402,begin_of_activity,bored,video1100062046,au24,17).
entry(06500,end_of_activity,bored,video1100062046,au05,25).
entry(06501,end_of_activity,bored,video1100062046,au17,33).
entry(06502,end_of_activity,bored,video1100062046,au24,17).
entry(06600,begin_of_activity,bored,video1100062046,au05,26).
entry(06601,begin_of_activity,bored,video1100062046,au17,34).
entry(06700,end_of_activity,bored,video1100062046,au05,26).
entry(06701,begin_of_activity,bored,video1100062046,au07,9).
entry(06702,begin_of_activity,bored,video1100062046,au10,25).
entry(06703,end_of_activity,bored,video1100062046,au17,34).
entry(06800,begin_of_activity,bored,video1100062046,au05,27).
entry(06801,end_of_activity,bored,video1100062046,au07,9).
entry(06802,end_of_activity,bored,video1100062046,au10,25).
entry(06803,begin_of_activity,bored,video1100062046,au17,35).
entry(06900,end_of_activity,bored,video1100062046,au05,27).
entry(06901,end_of_activity,bored,video1100062046,au17,35).
entry(07000,begin_of_activity,bored,video1100062046,au05,28).
entry(07001,begin_of_activity,bored,video1100062046,au10,26).
entry(07002,begin_of_activity,bored,video1100062046,au17,36).
entry(07003,begin_of_activity,bored,video1100062046,au24,18).
entry(07100,end_of_activity,bored,video1100062046,au05,28).
entry(07101,end_of_activity,bored,video1100062046,au10,26).
entry(07102,end_of_activity,bored,video1100062046,au17,36).
entry(07103,end_of_activity,bored,video1100062046,au24,18).
entry(07200,begin_of_activity,bored,video1100062046,au05,29).
entry(07201,begin_of_activity,bored,video1100062046,au10,27).
entry(07202,begin_of_activity,bored,video1100062046,au14,2).
entry(07203,begin_of_activity,bored,video1100062046,au17,37).
entry(07300,end_of_activity,bored,video1100062046,au05,29).
entry(07301,end_of_activity,bored,video1100062046,au10,27).
entry(07302,end_of_activity,bored,video1100062046,au14,2).
entry(07303,end_of_activity,bored,video1100062046,au17,37).
entry(07304,begin_of_activity,bored,video1100062046,au24,19).
entry(07400,begin_of_activity,bored,video1100062046,au05,30).
entry(07401,begin_of_activity,bored,video1100062046,au17,38).
entry(07402,end_of_activity,bored,video1100062046,au24,19).
entry(07500,end_of_activity,bored,video1100062046,au05,30).
entry(07501,begin_of_activity,bored,video1100062046,au10,28).
entry(07502,begin_of_activity,bored,video1100062046,au15,4).
entry(07503,end_of_activity,bored,video1100062046,au17,38).
entry(07600,begin_of_activity,bored,video1100062046,au05,31).
entry(07601,begin_of_activity,bored,video1100062046,au07,10).
entry(07602,end_of_activity,bored,video1100062046,au10,28).
entry(07603,end_of_activity,bored,video1100062046,au15,4).
entry(07604,begin_of_activity,bored,video1100062046,au17,39).
entry(07605,begin_of_activity,bored,video1100062046,au23,7).
entry(07700,end_of_activity,bored,video1100062046,au05,31).
entry(07701,end_of_activity,bored,video1100062046,au07,10).
entry(07702,begin_of_activity,bored,video1100062046,au10,29).
entry(07703,end_of_activity,bored,video1100062046,au17,39).
entry(07704,end_of_activity,bored,video1100062046,au23,7).
entry(07800,begin_of_activity,bored,video1100062046,au05,32).
entry(07801,end_of_activity,bored,video1100062046,au10,29).
entry(07802,begin_of_activity,bored,video1100062046,au17,40).
entry(07900,end_of_activity,bored,video1100062046,au05,32).
entry(07901,begin_of_activity,bored,video1100062046,au07,11).
entry(07902,end_of_activity,bored,video1100062046,au17,40).
entry(08000,begin_of_activity,bored,video1100062046,au05,33).
entry(08001,end_of_activity,bored,video1100062046,au07,11).
entry(08002,begin_of_activity,bored,video1100062046,au17,41).
entry(08003,begin_of_activity,bored,video1100062046,au24,20).
entry(08100,end_of_activity,bored,video1100062046,au05,33).
entry(08101,end_of_activity,bored,video1100062046,au17,41).
entry(08102,end_of_activity,bored,video1100062046,au24,20).
entry(08200,begin_of_activity,bored,video1100062046,au05,34).
entry(08201,begin_of_activity,bored,video1100062046,au10,30).
entry(08202,begin_of_activity,bored,video1100062046,au17,42).
entry(08300,end_of_activity,bored,video1100062046,au05,34).
entry(08301,end_of_activity,bored,video1100062046,au10,30).
entry(08302,end_of_activity,bored,video1100062046,au17,42).
entry(08400,begin_of_activity,bored,video1100062046,au05,35).
entry(08401,begin_of_activity,bored,video1100062046,au17,43).
entry(08402,begin_of_activity,bored,video1100062046,au23,8).
entry(08500,end_of_activity,bored,video1100062046,au05,35).
entry(08501,begin_of_activity,bored,video1100062046,au10,31).
entry(08502,end_of_activity,bored,video1100062046,au17,43).
entry(08503,end_of_activity,bored,video1100062046,au23,8).
entry(08504,begin_of_activity,bored,video1100062046,au24,21).
entry(08600,begin_of_activity,bored,video1100062046,au05,36).
entry(08601,end_of_activity,bored,video1100062046,au10,31).
entry(08602,begin_of_activity,bored,video1100062046,au17,44).
entry(08603,end_of_activity,bored,video1100062046,au24,21).
entry(08700,end_of_activity,bored,video1100062046,au05,36).
entry(08701,end_of_activity,bored,video1100062046,au17,44).
entry(08800,begin_of_activity,bored,video1100062046,au05,37).
entry(08801,begin_of_activity,bored,video1100062046,au17,45).
entry(08900,end_of_activity,bored,video1100062046,au05,37).
entry(08901,begin_of_activity,bored,video1100062046,au07,12).
entry(08902,begin_of_activity,bored,video1100062046,au10,32).
entry(08903,end_of_activity,bored,video1100062046,au17,45).
entry(08904,begin_of_activity,bored,video1100062046,au24,22).
entry(09000,begin_of_activity,bored,video1100062046,au05,38).
entry(09001,end_of_activity,bored,video1100062046,au07,12).
entry(09002,end_of_activity,bored,video1100062046,au10,32).
entry(09003,begin_of_activity,bored,video1100062046,au17,46).
entry(09004,end_of_activity,bored,video1100062046,au24,22).
entry(09100,end_of_activity,bored,video1100062046,au05,38).
entry(09101,end_of_activity,bored,video1100062046,au17,46).
entry(09200,begin_of_activity,bored,video1100062046,au05,39).
entry(09201,begin_of_activity,bored,video1100062046,au17,47).
entry(09300,end_of_activity,bored,video1100062046,au05,39).
entry(09301,end_of_activity,bored,video1100062046,au17,47).
entry(09400,begin_of_activity,bored,video1100062046,au05,40).
entry(09401,begin_of_activity,bored,video1100062046,au07,13).
entry(09402,begin_of_activity,bored,video1100062046,au17,48).
entry(09500,end_of_activity,bored,video1100062046,au05,40).
entry(09501,end_of_activity,bored,video1100062046,au07,13).
entry(09502,end_of_activity,bored,video1100062046,au17,48).
entry(09600,begin_of_activity,bored,video1100062046,au05,41).
entry(09601,begin_of_activity,bored,video1100062046,au10,33).
entry(09602,begin_of_activity,bored,video1100062046,au17,49).
entry(09700,end_of_activity,bored,video1100062046,au05,41).
entry(09701,end_of_activity,bored,video1100062046,au10,33).
entry(09702,end_of_activity,bored,video1100062046,au17,49).
entry(09800,begin_of_activity,bored,video1100062046,au05,42).
entry(09801,begin_of_activity,bored,video1100062046,au10,34).
entry(09802,begin_of_activity,bored,video1100062046,au15,5).
entry(09803,begin_of_activity,bored,video1100062046,au17,50).
entry(09900,end_of_activity,bored,video1100062046,au05,42).
entry(09901,begin_of_activity,bored,video1100062046,au07,14).
entry(09902,end_of_activity,bored,video1100062046,au10,34).
entry(09903,end_of_activity,bored,video1100062046,au15,5).
entry(09904,end_of_activity,bored,video1100062046,au17,50).
entry(10000,begin_of_activity,bored,video1100062046,au05,43).
entry(10001,end_of_activity,bored,video1100062046,au07,14).
entry(10002,begin_of_activity,bored,video1100062046,au10,35).
entry(10003,begin_of_activity,bored,video1100062046,au17,51).
entry(10100,end_of_activity,bored,video1100062046,au05,43).
entry(10101,begin_of_activity,bored,video1100062046,au07,15).
entry(10102,end_of_activity,bored,video1100062046,au10,35).
entry(10103,end_of_activity,bored,video1100062046,au17,51).
entry(10200,begin_of_activity,bored,video1100062046,au05,44).
entry(10201,end_of_activity,bored,video1100062046,au07,15).
entry(10202,begin_of_activity,bored,video1100062046,au17,52).
entry(10300,end_of_activity,bored,video1100062046,au05,44).
entry(10301,end_of_activity,bored,video1100062046,au17,52).
entry(10400,begin_of_activity,bored,video1100062046,au05,45).
entry(10401,begin_of_activity,bored,video1100062046,au10,36).
entry(10402,begin_of_activity,bored,video1100062046,au17,53).
entry(10500,end_of_activity,bored,video1100062046,au05,45).
entry(10501,end_of_activity,bored,video1100062046,au10,36).
entry(10502,end_of_activity,bored,video1100062046,au17,53).
entry(10600,begin_of_activity,bored,video1100062046,au05,46).
entry(10601,begin_of_activity,bored,video1100062046,au17,54).
entry(10700,end_of_activity,bored,video1100062046,au05,46).
entry(10701,end_of_activity,bored,video1100062046,au17,54).
entry(10800,begin_of_activity,bored,video1100062046,au05,47).
entry(10801,begin_of_activity,bored,video1100062046,au17,55).
entry(10900,end_of_activity,bored,video1100062046,au05,47).
entry(10901,end_of_activity,bored,video1100062046,au17,55).
entry(10902,begin_of_activity,bored,video1100062046,au24,23).
entry(11000,begin_of_activity,bored,video1100062046,au05,48).
entry(11001,begin_of_activity,bored,video1100062046,au17,56).
entry(11002,end_of_activity,bored,video1100062046,au24,23).
entry(11100,end_of_activity,bored,video1100062046,au05,48).
entry(11101,end_of_activity,bored,video1100062046,au17,56).
entry(11200,begin_of_activity,bored,video1100062046,au05,49).
entry(11201,begin_of_activity,bored,video1100062046,au17,57).
entry(11300,end_of_activity,bored,video1100062046,au05,49).
entry(11301,end_of_activity,bored,video1100062046,au17,57).
entry(11400,begin_of_activity,bored,video1100062046,au05,50).
entry(11401,begin_of_activity,bored,video1100062046,au17,58).
entry(11500,end_of_activity,bored,video1100062046,au05,50).
entry(11501,begin_of_activity,bored,video1100062046,au07,16).
entry(11502,end_of_activity,bored,video1100062046,au17,58).
entry(11503,begin_of_activity,bored,video1100062046,au23,9).
entry(11600,begin_of_activity,bored,video1100062046,au05,51).
entry(11601,end_of_activity,bored,video1100062046,au07,16).
entry(11602,begin_of_activity,bored,video1100062046,au10,37).
entry(11603,begin_of_activity,bored,video1100062046,au17,59).
entry(11604,end_of_activity,bored,video1100062046,au23,9).
entry(11700,end_of_activity,bored,video1100062046,au05,51).
entry(11701,end_of_activity,bored,video1100062046,au10,37).
entry(11702,end_of_activity,bored,video1100062046,au17,59).
entry(11800,begin_of_activity,bored,video1100062046,au05,52).
entry(11801,begin_of_activity,bored,video1100062046,au10,38).
entry(11802,begin_of_activity,bored,video1100062046,au17,60).
entry(11900,end_of_activity,bored,video1100062046,au05,52).
entry(11901,end_of_activity,bored,video1100062046,au10,38).
entry(11902,end_of_activity,bored,video1100062046,au17,60).
entry(12000,begin_of_activity,bored,video1100062046,au05,53).
entry(12001,begin_of_activity,bored,video1100062046,au17,61).
entry(12100,end_of_activity,bored,video1100062046,au05,53).
entry(12101,begin_of_activity,bored,video1100062046,au10,39).
entry(12102,end_of_activity,bored,video1100062046,au17,61).
entry(12200,begin_of_activity,bored,video1100062046,au05,54).
entry(12201,end_of_activity,bored,video1100062046,au10,39).
entry(12202,begin_of_activity,bored,video1100062046,au17,62).
entry(12203,begin_of_activity,bored,video1100062046,au24,24).
entry(12300,end_of_activity,bored,video1100062046,au05,54).
entry(12301,end_of_activity,bored,video1100062046,au17,62).
entry(12302,end_of_activity,bored,video1100062046,au24,24).
entry(12400,begin_of_activity,bored,video1100062046,au05,55).
entry(12401,begin_of_activity,bored,video1100062046,au10,40).
entry(12402,begin_of_activity,bored,video1100062046,au17,63).
entry(12500,end_of_activity,bored,video1100062046,au05,55).
entry(12501,end_of_activity,bored,video1100062046,au10,40).
entry(12502,end_of_activity,bored,video1100062046,au17,63).
entry(12600,begin_of_activity,bored,video1100062046,au05,56).
entry(12601,begin_of_activity,bored,video1100062046,au17,64).
entry(12700,end_of_activity,bored,video1100062046,au05,56).
entry(12701,end_of_activity,bored,video1100062046,au17,64).
entry(12800,begin_of_activity,bored,video1100062046,au05,57).
entry(12801,begin_of_activity,bored,video1100062046,au10,41).
entry(12802,begin_of_activity,bored,video1100062046,au15,6).
entry(12803,begin_of_activity,bored,video1100062046,au17,65).
entry(12900,end_of_activity,bored,video1100062046,au05,57).
entry(12901,end_of_activity,bored,video1100062046,au10,41).
entry(12902,end_of_activity,bored,video1100062046,au15,6).
entry(12903,end_of_activity,bored,video1100062046,au17,65).
entry(13000,begin_of_activity,bored,video1100062046,au05,58).
entry(13001,begin_of_activity,bored,video1100062046,au17,66).
entry(13100,end_of_activity,bored,video1100062046,au05,58).
entry(13101,end_of_activity,bored,video1100062046,au17,66).
entry(13200,begin_of_activity,bored,video1100062046,au05,59).
entry(13201,begin_of_activity,bored,video1100062046,au07,17).
entry(13202,begin_of_activity,bored,video1100062046,au10,42).
entry(13203,begin_of_activity,bored,video1100062046,au15,7).
entry(13204,begin_of_activity,bored,video1100062046,au17,67).
entry(13300,end_of_activity,bored,video1100062046,au05,59).
entry(13301,end_of_activity,bored,video1100062046,au07,17).
entry(13302,end_of_activity,bored,video1100062046,au10,42).
entry(13303,end_of_activity,bored,video1100062046,au15,7).
entry(13304,end_of_activity,bored,video1100062046,au17,67).
entry(13400,begin_of_activity,bored,video1100062046,au05,60).
entry(13401,begin_of_activity,bored,video1100062046,au17,68).
entry(13500,end_of_activity,bored,video1100062046,au05,60).
entry(13501,end_of_activity,bored,video1100062046,au17,68).
entry(13600,begin_of_activity,bored,video1100062046,au05,61).
entry(13601,begin_of_activity,bored,video1100062046,au15,8).
entry(13602,begin_of_activity,bored,video1100062046,au17,69).
entry(13700,end_of_activity,bored,video1100062046,au05,61).
entry(13701,begin_of_activity,bored,video1100062046,au10,43).
entry(13702,end_of_activity,bored,video1100062046,au15,8).
entry(13703,end_of_activity,bored,video1100062046,au17,69).
entry(13800,begin_of_activity,bored,video1100062046,au05,62).
entry(13801,end_of_activity,bored,video1100062046,au10,43).
entry(13802,begin_of_activity,bored,video1100062046,au17,70).
entry(13900,end_of_activity,bored,video1100062046,au05,62).
