entry(00000,begin_of_process,frustrated,video1110032034,start,1).
entry(06401,begin_of_activity,frustrated,video1110032034,au17,32).
entry(06402,end_of_activity,frustrated,video1110032034,au24,15).
entry(06500,end_of_activity,frustrated,video1110032034,au17,32).
entry(06501,begin_of_activity,frustrated,video1110032034,au23,2).
entry(06600,begin_of_activity,frustrated,video1110032034,au02,14).
entry(06601,begin_of_activity,frustrated,video1110032034,au07,18).
entry(06602,end_of_activity,frustrated,video1110032034,au23,2).
entry(06603,begin_of_activity,frustrated,video1110032034,au24,16).
entry(06700,end_of_activity,frustrated,video1110032034,au02,14).
entry(06701,end_of_activity,frustrated,video1110032034,au07,18).
entry(06702,begin_of_activity,frustrated,video1110032034,au17,33).
entry(06703,end_of_activity,frustrated,video1110032034,au24,16).
entry(06800,begin_of_activity,frustrated,video1110032034,au04,6).
entry(06801,begin_of_activity,frustrated,video1110032034,au07,19).
entry(06802,end_of_activity,frustrated,video1110032034,au17,33).
entry(06900,end_of_activity,frustrated,video1110032034,au04,6).
entry(06901,end_of_activity,frustrated,video1110032034,au07,19).
entry(06902,begin_of_activity,frustrated,video1110032034,au17,34).
entry(07000,end_of_activity,frustrated,video1110032034,au17,34).
entry(07100,begin_of_activity,frustrated,video1110032034,au07,20).
entry(07101,begin_of_activity,frustrated,video1110032034,au17,35).
entry(07200,end_of_activity,frustrated,video1110032034,au07,20).
entry(07201,begin_of_activity,frustrated,video1110032034,au10,13).
entry(07202,end_of_activity,frustrated,video1110032034,au17,35).
entry(07300,begin_of_activity,frustrated,video1110032034,au02,15).
entry(07301,end_of_activity,frustrated,video1110032034,au10,13).
entry(07302,begin_of_activity,frustrated,video1110032034,au17,36).
entry(07400,end_of_activity,frustrated,video1110032034,au02,15).
entry(07401,begin_of_activity,frustrated,video1110032034,au07,21).
entry(07402,end_of_activity,frustrated,video1110032034,au17,36).
entry(07500,end_of_activity,frustrated,video1110032034,au07,21).
entry(07501,begin_of_activity,frustrated,video1110032034,au17,37).
entry(07600,begin_of_activity,frustrated,video1110032034,au07,22).
entry(07601,end_of_activity,frustrated,video1110032034,au17,37).
entry(07700,end_of_activity,frustrated,video1110032034,au07,22).
entry(07800,begin_of_activity,frustrated,video1110032034,au07,23).
entry(07801,begin_of_activity,frustrated,video1110032034,au17,38).
entry(07900,end_of_activity,frustrated,video1110032034,au07,23).
entry(07901,end_of_activity,frustrated,video1110032034,au17,38).
entry(08000,begin_of_activity,frustrated,video1110032034,au17,39).
entry(08100,end_of_activity,frustrated,video1110032034,au17,39).
entry(08200,begin_of_activity,frustrated,video1110032034,au15,5).
entry(08201,begin_of_activity,frustrated,video1110032034,au17,40).
entry(08300,begin_of_activity,frustrated,video1110032034,au02,16).
entry(08301,end_of_activity,frustrated,video1110032034,au15,5).
entry(08302,end_of_activity,frustrated,video1110032034,au17,40).
entry(08400,end_of_activity,frustrated,video1110032034,au02,16).
entry(08401,begin_of_activity,frustrated,video1110032034,au04,7).
entry(08402,begin_of_activity,frustrated,video1110032034,au07,24).
entry(08403,begin_of_activity,frustrated,video1110032034,au09,3).
entry(08500,end_of_activity,frustrated,video1110032034,au04,7).
entry(08501,end_of_activity,frustrated,video1110032034,au07,24).
entry(08502,end_of_activity,frustrated,video1110032034,au09,3).
entry(08600,begin_of_activity,frustrated,video1110032034,au07,25).
entry(08601,begin_of_activity,frustrated,video1110032034,au17,41).
entry(08700,end_of_activity,frustrated,video1110032034,au07,25).
entry(08701,end_of_activity,frustrated,video1110032034,au17,41).
entry(08800,begin_of_activity,frustrated,video1110032034,au17,42).
entry(08900,end_of_activity,frustrated,video1110032034,au17,42).
entry(09000,begin_of_activity,frustrated,video1110032034,au17,43).
entry(09100,begin_of_activity,frustrated,video1110032034,au07,26).
entry(09101,end_of_activity,frustrated,video1110032034,au17,43).
entry(09200,end_of_activity,frustrated,video1110032034,au07,26).
entry(09201,begin_of_activity,frustrated,video1110032034,au17,44).
entry(09300,begin_of_activity,frustrated,video1110032034,au04,8).
entry(09301,end_of_activity,frustrated,video1110032034,au17,44).
entry(09400,end_of_activity,frustrated,video1110032034,au04,8).
entry(09401,begin_of_activity,frustrated,video1110032034,au17,45).
entry(09500,begin_of_activity,frustrated,video1110032034,au07,27).
entry(09501,end_of_activity,frustrated,video1110032034,au17,45).
entry(09600,end_of_activity,frustrated,video1110032034,au07,27).
entry(09601,begin_of_activity,frustrated,video1110032034,au09,4).
entry(09700,begin_of_activity,frustrated,video1110032034,au07,28).
entry(09701,end_of_activity,frustrated,video1110032034,au09,4).
entry(09702,begin_of_activity,frustrated,video1110032034,au17,46).
entry(09800,begin_of_activity,frustrated,video1110032034,au04,9).
entry(09801,end_of_activity,frustrated,video1110032034,au07,28).
entry(09802,end_of_activity,frustrated,video1110032034,au17,46).
entry(09900,end_of_activity,frustrated,video1110032034,au04,9).
entry(09901,begin_of_activity,frustrated,video1110032034,au17,47).
entry(10000,begin_of_activity,frustrated,video1110032034,au10,14).
entry(10001,end_of_activity,frustrated,video1110032034,au17,47).
entry(10100,begin_of_activity,frustrated,video1110032034,au07,29).
entry(10101,end_of_activity,frustrated,video1110032034,au10,14).
entry(10102,begin_of_activity,frustrated,video1110032034,au17,48).
entry(10200,end_of_activity,frustrated,video1110032034,au07,29).
entry(10201,end_of_activity,frustrated,video1110032034,au17,48).
entry(10300,begin_of_activity,frustrated,video1110032034,au09,5).
entry(10301,begin_of_activity,frustrated,video1110032034,au17,49).
entry(10400,begin_of_activity,frustrated,video1110032034,au07,30).
entry(10401,end_of_activity,frustrated,video1110032034,au09,5).
entry(10402,end_of_activity,frustrated,video1110032034,au17,49).
entry(10500,end_of_activity,frustrated,video1110032034,au07,30).
entry(10501,begin_of_activity,frustrated,video1110032034,au17,50).
entry(10600,end_of_activity,frustrated,video1110032034,au17,50).
entry(10700,begin_of_activity,frustrated,video1110032034,au04,10).
entry(10701,begin_of_activity,frustrated,video1110032034,au09,6).
entry(10702,begin_of_activity,frustrated,video1110032034,au17,51).
entry(10800,end_of_activity,frustrated,video1110032034,au04,10).
entry(10801,begin_of_activity,frustrated,video1110032034,au07,31).
entry(10802,end_of_activity,frustrated,video1110032034,au09,6).
entry(10803,end_of_activity,frustrated,video1110032034,au17,51).
entry(10900,end_of_activity,frustrated,video1110032034,au07,31).
entry(10901,begin_of_activity,frustrated,video1110032034,au17,52).
entry(11000,begin_of_activity,frustrated,video1110032034,au02,17).
entry(11001,begin_of_activity,frustrated,video1110032034,au04,11).
entry(11002,end_of_activity,frustrated,video1110032034,au17,52).
entry(11100,end_of_activity,frustrated,video1110032034,au02,17).
entry(11101,end_of_activity,frustrated,video1110032034,au04,11).
entry(11102,begin_of_activity,frustrated,video1110032034,au07,32).
entry(11200,end_of_activity,frustrated,video1110032034,au07,32).
entry(11201,begin_of_activity,frustrated,video1110032034,au17,53).
entry(11300,end_of_activity,frustrated,video1110032034,au17,53).
entry(11400,begin_of_activity,frustrated,video1110032034,au17,54).
entry(11500,end_of_activity,frustrated,video1110032034,au17,54).
entry(11600,begin_of_activity,frustrated,video1110032034,au17,55).
entry(11700,begin_of_activity,frustrated,video1110032034,au05,2).
entry(11701,end_of_activity,frustrated,video1110032034,au17,55).
entry(11800,end_of_activity,frustrated,video1110032034,au05,2).
entry(11900,begin_of_activity,frustrated,video1110032034,au05,3).
entry(12000,end_of_activity,frustrated,video1110032034,au05,3).
entry(12001,begin_of_activity,frustrated,video1110032034,au17,56).
entry(12100,begin_of_activity,frustrated,video1110032034,au04,12).
entry(12101,begin_of_activity,frustrated,video1110032034,au05,4).
entry(12102,end_of_activity,frustrated,video1110032034,au17,56).
entry(12200,end_of_activity,frustrated,video1110032034,au04,12).
entry(12201,end_of_activity,frustrated,video1110032034,au05,4).
entry(12202,begin_of_activity,frustrated,video1110032034,au17,57).
entry(12300,begin_of_activity,frustrated,video1110032034,au15,6).
entry(12301,end_of_activity,frustrated,video1110032034,au17,57).
entry(12400,begin_of_activity,frustrated,video1110032034,au05,5).
entry(12401,begin_of_activity,frustrated,video1110032034,au10,15).
entry(12402,end_of_activity,frustrated,video1110032034,au15,6).
entry(12403,begin_of_activity,frustrated,video1110032034,au17,58).
entry(12404,begin_of_activity,frustrated,video1110032034,au24,17).
entry(12500,end_of_activity,frustrated,video1110032034,au05,5).
entry(12501,end_of_activity,frustrated,video1110032034,au10,15).
entry(12502,end_of_activity,frustrated,video1110032034,au17,58).
entry(12503,begin_of_activity,frustrated,video1110032034,au23,3).
entry(12504,end_of_activity,frustrated,video1110032034,au24,17).
entry(12600,begin_of_activity,frustrated,video1110032034,au05,6).
entry(12601,begin_of_activity,frustrated,video1110032034,au10,16).
entry(12602,begin_of_activity,frustrated,video1110032034,au17,59).
entry(12603,end_of_activity,frustrated,video1110032034,au23,3).
entry(12700,end_of_activity,frustrated,video1110032034,au05,6).
entry(12701,end_of_activity,frustrated,video1110032034,au10,16).
entry(12702,end_of_activity,frustrated,video1110032034,au17,59).
entry(12800,begin_of_activity,frustrated,video1110032034,au05,7).
entry(12801,begin_of_activity,frustrated,video1110032034,au17,60).
entry(12900,end_of_activity,frustrated,video1110032034,au05,7).
entry(12901,end_of_activity,frustrated,video1110032034,au17,60).
entry(13000,begin_of_activity,frustrated,video1110032034,au25,1).
entry(13100,begin_of_activity,frustrated,video1110032034,au04,13).
entry(13101,begin_of_activity,frustrated,video1110032034,au05,8).
entry(13102,end_of_activity,frustrated,video1110032034,au25,1).
entry(13200,end_of_activity,frustrated,video1110032034,au04,13).
entry(13201,end_of_activity,frustrated,video1110032034,au05,8).
entry(13202,begin_of_activity,frustrated,video1110032034,au25,2).
entry(13300,begin_of_activity,frustrated,video1110032034,au04,14).
entry(13301,begin_of_activity,frustrated,video1110032034,au05,9).
entry(13302,end_of_activity,frustrated,video1110032034,au25,2).
entry(13400,end_of_activity,frustrated,video1110032034,au04,14).
entry(13401,end_of_activity,frustrated,video1110032034,au05,9).
entry(13402,begin_of_activity,frustrated,video1110032034,au25,3).
entry(13500,begin_of_activity,frustrated,video1110032034,au07,33).
entry(13501,end_of_activity,frustrated,video1110032034,au25,3).
entry(13600,end_of_activity,frustrated,video1110032034,au07,33).
entry(13601,begin_of_activity,frustrated,video1110032034,au20,1).
entry(13602,begin_of_activity,frustrated,video1110032034,au25,4).
entry(13603,begin_of_activity,frustrated,video1110032034,au26,1).
entry(13700,begin_of_activity,frustrated,video1110032034,au04,15).
entry(13701,begin_of_activity,frustrated,video1110032034,au07,34).
entry(13702,begin_of_activity,frustrated,video1110032034,au17,61).
entry(13703,end_of_activity,frustrated,video1110032034,au20,1).
entry(13704,end_of_activity,frustrated,video1110032034,au25,4).
entry(13705,end_of_activity,frustrated,video1110032034,au26,1).
entry(13706,begin_of_activity,frustrated,video1110032034,au43,4).
entry(13800,end_of_activity,frustrated,video1110032034,au04,15).
entry(13801,end_of_activity,frustrated,video1110032034,au07,34).
entry(13802,begin_of_activity,frustrated,video1110032034,au15,7).
entry(13803,end_of_activity,frustrated,video1110032034,au17,61).
entry(13804,begin_of_activity,frustrated,video1110032034,au20,2).
entry(13805,begin_of_activity,frustrated,video1110032034,au25,5).
entry(13806,begin_of_activity,frustrated,video1110032034,au26,2).
entry(13807,end_of_activity,frustrated,video1110032034,au43,4).
entry(13900,begin_of_activity,frustrated,video1110032034,au07,35).
entry(13901,end_of_activity,frustrated,video1110032034,au15,7).
entry(13902,end_of_activity,frustrated,video1110032034,au20,2).
entry(13903,end_of_activity,frustrated,video1110032034,au25,5).
entry(13904,end_of_activity,frustrated,video1110032034,au26,2).
entry(14000,begin_of_activity,frustrated,video1110032034,au05,10).
entry(14001,end_of_activity,frustrated,video1110032034,au07,35).
entry(14002,begin_of_activity,frustrated,video1110032034,au23,4).
entry(14100,end_of_activity,frustrated,video1110032034,au05,10).
entry(14101,end_of_activity,frustrated,video1110032034,au23,4).
entry(14102,begin_of_activity,frustrated,video1110032034,au25,6).
entry(14200,begin_of_activity,frustrated,video1110032034,au02,18).
entry(14201,begin_of_activity,frustrated,video1110032034,au05,11).
entry(14202,begin_of_activity,frustrated,video1110032034,au10,17).
entry(14203,end_of_activity,frustrated,video1110032034,au25,6).
entry(14300,end_of_activity,frustrated,video1110032034,au02,18).
entry(14301,end_of_activity,frustrated,video1110032034,au05,11).
entry(14302,begin_of_activity,frustrated,video1110032034,au07,36).
entry(14303,end_of_activity,frustrated,video1110032034,au10,17).
entry(14304,begin_of_activity,frustrated,video1110032034,au17,62).
entry(14305,begin_of_activity,frustrated,video1110032034,au25,7).
entry(14400,begin_of_activity,frustrated,video1110032034,au05,12).
entry(14401,end_of_activity,frustrated,video1110032034,au07,36).
entry(14402,begin_of_activity,frustrated,video1110032034,au10,18).
entry(14403,end_of_activity,frustrated,video1110032034,au17,62).
entry(14404,end_of_activity,frustrated,video1110032034,au25,7).
entry(14500,end_of_activity,frustrated,video1110032034,au05,12).
entry(14501,end_of_activity,frustrated,video1110032034,au10,18).
entry(14502,begin_of_activity,frustrated,video1110032034,au25,8).
entry(14600,begin_of_activity,frustrated,video1110032034,au05,13).
entry(14601,end_of_activity,frustrated,video1110032034,au25,8).
entry(14700,end_of_activity,frustrated,video1110032034,au05,13).
entry(14800,begin_of_activity,frustrated,video1110032034,au05,14).
entry(14900,begin_of_activity,frustrated,video1110032034,au04,16).
entry(14901,end_of_activity,frustrated,video1110032034,au05,14).
entry(14902,begin_of_activity,frustrated,video1110032034,au25,9).
entry(15000,end_of_activity,frustrated,video1110032034,au04,16).
entry(15001,begin_of_activity,frustrated,video1110032034,au05,15).
entry(15002,end_of_activity,frustrated,video1110032034,au25,9).
entry(15100,begin_of_activity,frustrated,video1110032034,au04,17).
entry(15101,end_of_activity,frustrated,video1110032034,au05,15).
entry(15102,begin_of_activity,frustrated,video1110032034,au17,63).
entry(15103,begin_of_activity,frustrated,video1110032034,au25,10).
entry(15200,end_of_activity,frustrated,video1110032034,au04,17).
entry(15201,begin_of_activity,frustrated,video1110032034,au05,16).
entry(15202,end_of_activity,frustrated,video1110032034,au17,63).
entry(15203,end_of_activity,frustrated,video1110032034,au25,10).
entry(15300,end_of_activity,frustrated,video1110032034,au05,16).
entry(15301,begin_of_activity,frustrated,video1110032034,au25,11).
entry(15400,begin_of_activity,frustrated,video1110032034,au05,17).
entry(15401,end_of_activity,frustrated,video1110032034,au25,11).
entry(15500,begin_of_activity,frustrated,video1110032034,au04,18).
entry(15501,end_of_activity,frustrated,video1110032034,au05,17).
entry(15502,begin_of_activity,frustrated,video1110032034,au25,12).
entry(15600,end_of_activity,frustrated,video1110032034,au04,18).
entry(15601,begin_of_activity,frustrated,video1110032034,au05,18).
entry(15602,end_of_activity,frustrated,video1110032034,au25,12).
entry(15700,end_of_activity,frustrated,video1110032034,au05,18).
entry(15701,begin_of_activity,frustrated,video1110032034,au25,13).
entry(15800,begin_of_activity,frustrated,video1110032034,au05,19).
entry(15801,begin_of_activity,frustrated,video1110032034,au15,8).
entry(15802,end_of_activity,frustrated,video1110032034,au25,13).
entry(15900,end_of_activity,frustrated,video1110032034,au05,19).
entry(15901,end_of_activity,frustrated,video1110032034,au15,8).
entry(16000,begin_of_activity,frustrated,video1110032034,au05,20).
