entry(00000,begin_of_process,frustrated,video1813740143,start,1).
entry(13100,begin_of_activity,frustrated,video1813740143,au04,44).
entry(13101,end_of_activity,frustrated,video1813740143,au17,31).
entry(13102,begin_of_activity,frustrated,video1813740143,au23,12).
entry(13103,end_of_activity,frustrated,video1813740143,au24,9).
entry(13104,end_of_activity,frustrated,video1813740143,au25,3).
entry(13200,end_of_activity,frustrated,video1813740143,au04,44).
entry(13201,begin_of_activity,frustrated,video1813740143,au07,13).
entry(13202,begin_of_activity,frustrated,video1813740143,au17,32).
entry(13203,end_of_activity,frustrated,video1813740143,au23,12).
entry(13300,end_of_activity,frustrated,video1813740143,au07,13).
entry(13301,end_of_activity,frustrated,video1813740143,au17,32).
entry(13400,begin_of_activity,frustrated,video1813740143,au17,33).
entry(13500,begin_of_activity,frustrated,video1813740143,au07,14).
entry(13501,end_of_activity,frustrated,video1813740143,au17,33).
entry(13502,begin_of_activity,frustrated,video1813740143,au24,10).
entry(13503,begin_of_activity,frustrated,video1813740143,au25,4).
entry(13504,begin_of_activity,frustrated,video1813740143,au43,8).
entry(13600,begin_of_activity,frustrated,video1813740143,au01,4).
entry(13601,end_of_activity,frustrated,video1813740143,au07,14).
entry(13602,begin_of_activity,frustrated,video1813740143,au17,34).
entry(13603,begin_of_activity,frustrated,video1813740143,au23,13).
entry(13604,end_of_activity,frustrated,video1813740143,au24,10).
entry(13605,end_of_activity,frustrated,video1813740143,au25,4).
entry(13606,end_of_activity,frustrated,video1813740143,au43,8).
entry(13700,end_of_activity,frustrated,video1813740143,au01,4).
entry(13701,begin_of_activity,frustrated,video1813740143,au04,45).
entry(13702,end_of_activity,frustrated,video1813740143,au17,34).
entry(13703,end_of_activity,frustrated,video1813740143,au23,13).
entry(13704,begin_of_activity,frustrated,video1813740143,au24,11).
entry(13800,end_of_activity,frustrated,video1813740143,au04,45).
entry(13801,begin_of_activity,frustrated,video1813740143,au07,15).
entry(13802,begin_of_activity,frustrated,video1813740143,au10,9).
entry(13803,begin_of_activity,frustrated,video1813740143,au17,35).
entry(13804,end_of_activity,frustrated,video1813740143,au24,11).
entry(13900,end_of_activity,frustrated,video1813740143,au07,15).
entry(13901,end_of_activity,frustrated,video1813740143,au10,9).
entry(13902,end_of_activity,frustrated,video1813740143,au17,35).
entry(14000,begin_of_activity,frustrated,video1813740143,au07,16).
entry(14001,begin_of_activity,frustrated,video1813740143,au10,10).
entry(14002,begin_of_activity,frustrated,video1813740143,au17,36).
entry(14100,begin_of_activity,frustrated,video1813740143,au04,46).
entry(14101,end_of_activity,frustrated,video1813740143,au07,16).
entry(14102,end_of_activity,frustrated,video1813740143,au10,10).
entry(14103,end_of_activity,frustrated,video1813740143,au17,36).
entry(14200,end_of_activity,frustrated,video1813740143,au04,46).
entry(14201,begin_of_activity,frustrated,video1813740143,au07,17).
entry(14202,begin_of_activity,frustrated,video1813740143,au17,37).
entry(14300,end_of_activity,frustrated,video1813740143,au07,17).
entry(14301,end_of_activity,frustrated,video1813740143,au17,37).
entry(14400,begin_of_activity,frustrated,video1813740143,au07,18).
entry(14401,begin_of_activity,frustrated,video1813740143,au17,38).
entry(14500,begin_of_activity,frustrated,video1813740143,au04,47).
entry(14501,end_of_activity,frustrated,video1813740143,au07,18).
entry(14502,begin_of_activity,frustrated,video1813740143,au10,11).
entry(14503,end_of_activity,frustrated,video1813740143,au17,38).
entry(14600,begin_of_activity,frustrated,video1813740143,au02,13).
entry(14601,end_of_activity,frustrated,video1813740143,au04,47).
entry(14602,begin_of_activity,frustrated,video1813740143,au07,19).
entry(14603,end_of_activity,frustrated,video1813740143,au10,11).
entry(14700,end_of_activity,frustrated,video1813740143,au02,13).
entry(14701,begin_of_activity,frustrated,video1813740143,au04,48).
entry(14702,end_of_activity,frustrated,video1813740143,au07,19).
entry(14800,end_of_activity,frustrated,video1813740143,au04,48).
entry(14801,begin_of_activity,frustrated,video1813740143,au17,39).
entry(14900,begin_of_activity,frustrated,video1813740143,au04,49).
entry(14901,begin_of_activity,frustrated,video1813740143,au07,20).
entry(14902,end_of_activity,frustrated,video1813740143,au17,39).
entry(15000,end_of_activity,frustrated,video1813740143,au04,49).
entry(15001,end_of_activity,frustrated,video1813740143,au07,20).
entry(15002,begin_of_activity,frustrated,video1813740143,au17,40).
entry(15100,begin_of_activity,frustrated,video1813740143,au04,50).
entry(15101,end_of_activity,frustrated,video1813740143,au17,40).
entry(15200,end_of_activity,frustrated,video1813740143,au04,50).
entry(15300,begin_of_activity,frustrated,video1813740143,au04,51).
entry(15301,begin_of_activity,frustrated,video1813740143,au07,21).
entry(15400,end_of_activity,frustrated,video1813740143,au04,51).
entry(15401,end_of_activity,frustrated,video1813740143,au07,21).
entry(15600,begin_of_activity,frustrated,video1813740143,au04,52).
entry(15700,end_of_activity,frustrated,video1813740143,au04,52).
entry(15701,begin_of_activity,frustrated,video1813740143,au07,22).
entry(15800,end_of_activity,frustrated,video1813740143,au07,22).
entry(15900,begin_of_activity,frustrated,video1813740143,au04,53).
entry(16000,end_of_activity,frustrated,video1813740143,au04,53).
entry(16001,begin_of_activity,frustrated,video1813740143,au17,41).
entry(16100,end_of_activity,frustrated,video1813740143,au17,41).
entry(16200,begin_of_activity,frustrated,video1813740143,au05,18).
entry(16300,end_of_activity,frustrated,video1813740143,au05,18).
entry(16400,begin_of_activity,frustrated,video1813740143,au07,23).
entry(16500,begin_of_activity,frustrated,video1813740143,au05,19).
entry(16501,end_of_activity,frustrated,video1813740143,au07,23).
entry(16502,begin_of_activity,frustrated,video1813740143,au17,42).
entry(16600,end_of_activity,frustrated,video1813740143,au05,19).
entry(16601,end_of_activity,frustrated,video1813740143,au17,42).
entry(16700,begin_of_activity,frustrated,video1813740143,au05,20).
entry(16800,end_of_activity,frustrated,video1813740143,au05,20).
entry(16801,begin_of_activity,frustrated,video1813740143,au07,24).
entry(16900,end_of_activity,frustrated,video1813740143,au07,24).
entry(17000,begin_of_activity,frustrated,video1813740143,au04,54).
entry(17001,begin_of_activity,frustrated,video1813740143,au07,25).
entry(17100,end_of_activity,frustrated,video1813740143,au04,54).
entry(17101,begin_of_activity,frustrated,video1813740143,au05,21).
entry(17102,end_of_activity,frustrated,video1813740143,au07,25).
entry(17200,end_of_activity,frustrated,video1813740143,au05,21).
entry(17201,begin_of_activity,frustrated,video1813740143,au10,12).
entry(17300,begin_of_activity,frustrated,video1813740143,au05,22).
entry(17301,begin_of_activity,frustrated,video1813740143,au07,26).
entry(17302,end_of_activity,frustrated,video1813740143,au10,12).
entry(17303,begin_of_activity,frustrated,video1813740143,au17,43).
entry(17400,end_of_activity,frustrated,video1813740143,au05,22).
entry(17401,end_of_activity,frustrated,video1813740143,au07,26).
entry(17402,end_of_activity,frustrated,video1813740143,au17,43).
entry(17500,begin_of_activity,frustrated,video1813740143,au05,23).
entry(17600,begin_of_activity,frustrated,video1813740143,au04,55).
entry(17601,end_of_activity,frustrated,video1813740143,au05,23).
