entry(00000,begin_of_process,bored,video5100342030,start,1).
entry(01903,end_of_activity,bored,video5100342030,au20,10).
entry(01904,end_of_activity,bored,video5100342030,au23,9).
entry(01905,end_of_activity,bored,video5100342030,au24,10).
entry(02000,begin_of_activity,bored,video5100342030,au02,8).
entry(02001,end_of_activity,bored,video5100342030,au07,7).
entry(02002,begin_of_activity,bored,video5100342030,au14,10).
entry(02003,begin_of_activity,bored,video5100342030,au20,11).
entry(02004,begin_of_activity,bored,video5100342030,au23,10).
entry(02005,begin_of_activity,bored,video5100342030,au24,11).
entry(02100,end_of_activity,bored,video5100342030,au02,8).
entry(02101,end_of_activity,bored,video5100342030,au14,10).
entry(02102,end_of_activity,bored,video5100342030,au20,11).
entry(02103,end_of_activity,bored,video5100342030,au23,10).
entry(02104,end_of_activity,bored,video5100342030,au24,11).
entry(02200,begin_of_activity,bored,video5100342030,au02,9).
entry(02201,begin_of_activity,bored,video5100342030,au14,11).
entry(02202,begin_of_activity,bored,video5100342030,au20,12).
entry(02203,begin_of_activity,bored,video5100342030,au23,11).
entry(02204,begin_of_activity,bored,video5100342030,au24,12).
entry(02300,end_of_activity,bored,video5100342030,au02,9).
entry(02301,begin_of_activity,bored,video5100342030,au07,8).
entry(02302,end_of_activity,bored,video5100342030,au14,11).
entry(02303,end_of_activity,bored,video5100342030,au20,12).
entry(02304,end_of_activity,bored,video5100342030,au23,11).
entry(02305,end_of_activity,bored,video5100342030,au24,12).
entry(02400,end_of_activity,bored,video5100342030,au07,8).
entry(02401,begin_of_activity,bored,video5100342030,au09,1).
entry(02402,begin_of_activity,bored,video5100342030,au10,1).
entry(02403,begin_of_activity,bored,video5100342030,au14,12).
entry(02404,begin_of_activity,bored,video5100342030,au20,13).
entry(02405,begin_of_activity,bored,video5100342030,au23,12).
entry(02406,begin_of_activity,bored,video5100342030,au24,13).
entry(02500,end_of_activity,bored,video5100342030,au09,1).
entry(02501,end_of_activity,bored,video5100342030,au10,1).
entry(02502,end_of_activity,bored,video5100342030,au14,12).
entry(02503,end_of_activity,bored,video5100342030,au20,13).
entry(02504,end_of_activity,bored,video5100342030,au23,12).
entry(02505,end_of_activity,bored,video5100342030,au24,13).
entry(02600,begin_of_activity,bored,video5100342030,au14,13).
entry(02601,begin_of_activity,bored,video5100342030,au20,14).
entry(02602,begin_of_activity,bored,video5100342030,au23,13).
entry(02603,begin_of_activity,bored,video5100342030,au24,14).
entry(02700,begin_of_activity,bored,video5100342030,au01,1).
entry(02701,begin_of_activity,bored,video5100342030,au02,10).
entry(02702,end_of_activity,bored,video5100342030,au14,13).
entry(02703,end_of_activity,bored,video5100342030,au20,14).
entry(02704,end_of_activity,bored,video5100342030,au23,13).
entry(02705,end_of_activity,bored,video5100342030,au24,14).
entry(02800,end_of_activity,bored,video5100342030,au01,1).
entry(02801,end_of_activity,bored,video5100342030,au02,10).
entry(02802,begin_of_activity,bored,video5100342030,au14,14).
entry(02803,begin_of_activity,bored,video5100342030,au20,15).
entry(02804,begin_of_activity,bored,video5100342030,au23,14).
entry(02805,begin_of_activity,bored,video5100342030,au24,15).
entry(02900,begin_of_activity,bored,video5100342030,au07,9).
entry(02901,end_of_activity,bored,video5100342030,au14,14).
entry(02902,end_of_activity,bored,video5100342030,au20,15).
entry(02903,end_of_activity,bored,video5100342030,au23,14).
entry(02904,end_of_activity,bored,video5100342030,au24,15).
entry(03000,end_of_activity,bored,video5100342030,au07,9).
entry(03001,begin_of_activity,bored,video5100342030,au14,15).
entry(03002,begin_of_activity,bored,video5100342030,au20,16).
entry(03003,begin_of_activity,bored,video5100342030,au23,15).
entry(03004,begin_of_activity,bored,video5100342030,au24,16).
entry(03100,end_of_activity,bored,video5100342030,au14,15).
entry(03101,end_of_activity,bored,video5100342030,au20,16).
entry(03102,end_of_activity,bored,video5100342030,au23,15).
entry(03103,end_of_activity,bored,video5100342030,au24,16).
entry(03200,begin_of_activity,bored,video5100342030,au02,11).
entry(03201,begin_of_activity,bored,video5100342030,au14,16).
entry(03202,begin_of_activity,bored,video5100342030,au20,17).
entry(03203,begin_of_activity,bored,video5100342030,au23,16).
entry(03204,begin_of_activity,bored,video5100342030,au24,17).
entry(03300,end_of_activity,bored,video5100342030,au02,11).
entry(03301,end_of_activity,bored,video5100342030,au14,16).
entry(03302,end_of_activity,bored,video5100342030,au20,17).
entry(03303,end_of_activity,bored,video5100342030,au23,16).
entry(03304,end_of_activity,bored,video5100342030,au24,17).
entry(03400,begin_of_activity,bored,video5100342030,au07,10).
entry(03401,begin_of_activity,bored,video5100342030,au14,17).
entry(03402,begin_of_activity,bored,video5100342030,au20,18).
entry(03403,begin_of_activity,bored,video5100342030,au24,18).
entry(03500,begin_of_activity,bored,video5100342030,au02,12).
entry(03501,end_of_activity,bored,video5100342030,au07,10).
entry(03502,end_of_activity,bored,video5100342030,au14,17).
entry(03503,end_of_activity,bored,video5100342030,au20,18).
entry(03504,begin_of_activity,bored,video5100342030,au23,17).
entry(03505,end_of_activity,bored,video5100342030,au24,18).
entry(03600,end_of_activity,bored,video5100342030,au02,12).
entry(03601,begin_of_activity,bored,video5100342030,au14,18).
entry(03602,begin_of_activity,bored,video5100342030,au20,19).
entry(03603,end_of_activity,bored,video5100342030,au23,17).
entry(03604,begin_of_activity,bored,video5100342030,au24,19).
entry(03700,begin_of_activity,bored,video5100342030,au02,13).
entry(03701,end_of_activity,bored,video5100342030,au14,18).
entry(03702,end_of_activity,bored,video5100342030,au20,19).
entry(03703,begin_of_activity,bored,video5100342030,au23,18).
entry(03704,end_of_activity,bored,video5100342030,au24,19).
entry(03800,end_of_activity,bored,video5100342030,au02,13).
entry(03801,begin_of_activity,bored,video5100342030,au07,11).
entry(03802,begin_of_activity,bored,video5100342030,au20,20).
entry(03803,end_of_activity,bored,video5100342030,au23,18).
entry(03804,begin_of_activity,bored,video5100342030,au24,20).
entry(03805,begin_of_activity,bored,video5100342030,au25,1).
entry(03900,end_of_activity,bored,video5100342030,au07,11).
entry(03901,begin_of_activity,bored,video5100342030,au14,19).
entry(03902,end_of_activity,bored,video5100342030,au20,20).
entry(03903,begin_of_activity,bored,video5100342030,au23,19).
entry(03904,end_of_activity,bored,video5100342030,au24,20).
entry(03905,end_of_activity,bored,video5100342030,au25,1).
entry(04000,begin_of_activity,bored,video5100342030,au07,12).
entry(04001,end_of_activity,bored,video5100342030,au14,19).
entry(04002,begin_of_activity,bored,video5100342030,au20,21).
entry(04003,end_of_activity,bored,video5100342030,au23,19).
entry(04004,begin_of_activity,bored,video5100342030,au24,21).
entry(04100,end_of_activity,bored,video5100342030,au07,12).
entry(04101,end_of_activity,bored,video5100342030,au20,21).
entry(04102,begin_of_activity,bored,video5100342030,au23,20).
entry(04103,end_of_activity,bored,video5100342030,au24,21).
entry(04200,begin_of_activity,bored,video5100342030,au20,22).
entry(04201,end_of_activity,bored,video5100342030,au23,20).
entry(04202,begin_of_activity,bored,video5100342030,au24,22).
entry(04300,begin_of_activity,bored,video5100342030,au02,14).
entry(04301,begin_of_activity,bored,video5100342030,au07,13).
entry(04302,end_of_activity,bored,video5100342030,au20,22).
entry(04303,begin_of_activity,bored,video5100342030,au23,21).
entry(04304,end_of_activity,bored,video5100342030,au24,22).
entry(04400,end_of_activity,bored,video5100342030,au02,14).
entry(04401,end_of_activity,bored,video5100342030,au07,13).
entry(04402,begin_of_activity,bored,video5100342030,au20,23).
entry(04403,end_of_activity,bored,video5100342030,au23,21).
entry(04404,begin_of_activity,bored,video5100342030,au24,23).
entry(04500,end_of_activity,bored,video5100342030,au20,23).
entry(04501,begin_of_activity,bored,video5100342030,au23,22).
entry(04502,end_of_activity,bored,video5100342030,au24,23).
entry(04600,begin_of_activity,bored,video5100342030,au07,14).
entry(04601,begin_of_activity,bored,video5100342030,au20,24).
entry(04602,end_of_activity,bored,video5100342030,au23,22).
entry(04603,begin_of_activity,bored,video5100342030,au24,24).
entry(04700,end_of_activity,bored,video5100342030,au07,14).
entry(04701,end_of_activity,bored,video5100342030,au20,24).
entry(04702,begin_of_activity,bored,video5100342030,au23,23).
entry(04703,end_of_activity,bored,video5100342030,au24,24).
entry(04800,begin_of_activity,bored,video5100342030,au07,15).
entry(04801,begin_of_activity,bored,video5100342030,au20,25).
entry(04802,end_of_activity,bored,video5100342030,au23,23).
entry(04803,begin_of_activity,bored,video5100342030,au24,25).
entry(04900,end_of_activity,bored,video5100342030,au07,15).
entry(04901,begin_of_activity,bored,video5100342030,au14,20).
entry(04902,end_of_activity,bored,video5100342030,au20,25).
entry(04903,begin_of_activity,bored,video5100342030,au23,24).
entry(04904,end_of_activity,bored,video5100342030,au24,25).
entry(04905,begin_of_activity,bored,video5100342030,au25,2).
entry(05000,begin_of_activity,bored,video5100342030,au07,16).
entry(05001,end_of_activity,bored,video5100342030,au14,20).
entry(05002,begin_of_activity,bored,video5100342030,au20,26).
entry(05003,end_of_activity,bored,video5100342030,au23,24).
entry(05004,begin_of_activity,bored,video5100342030,au24,26).
entry(05005,end_of_activity,bored,video5100342030,au25,2).
entry(05100,end_of_activity,bored,video5100342030,au07,16).
entry(05101,end_of_activity,bored,video5100342030,au20,26).
entry(05102,begin_of_activity,bored,video5100342030,au23,25).
entry(05103,end_of_activity,bored,video5100342030,au24,26).
entry(05104,begin_of_activity,bored,video5100342030,au25,3).
entry(05200,begin_of_activity,bored,video5100342030,au07,17).
entry(05201,begin_of_activity,bored,video5100342030,au14,21).
entry(05202,begin_of_activity,bored,video5100342030,au20,27).
entry(05203,end_of_activity,bored,video5100342030,au23,25).
entry(05204,begin_of_activity,bored,video5100342030,au24,27).
entry(05205,end_of_activity,bored,video5100342030,au25,3).
entry(05300,end_of_activity,bored,video5100342030,au07,17).
entry(05301,end_of_activity,bored,video5100342030,au14,21).
entry(05302,end_of_activity,bored,video5100342030,au20,27).
entry(05303,begin_of_activity,bored,video5100342030,au23,26).
entry(05304,end_of_activity,bored,video5100342030,au24,27).
entry(05305,begin_of_activity,bored,video5100342030,au25,4).
entry(05400,begin_of_activity,bored,video5100342030,au02,15).
entry(05401,begin_of_activity,bored,video5100342030,au14,22).
entry(05402,begin_of_activity,bored,video5100342030,au20,28).
entry(05403,end_of_activity,bored,video5100342030,au23,26).
entry(05404,begin_of_activity,bored,video5100342030,au24,28).
entry(05405,end_of_activity,bored,video5100342030,au25,4).
entry(05500,begin_of_activity,bored,video5100342030,au01,2).
entry(05501,end_of_activity,bored,video5100342030,au02,15).
entry(05502,end_of_activity,bored,video5100342030,au14,22).
entry(05503,end_of_activity,bored,video5100342030,au20,28).
entry(05504,end_of_activity,bored,video5100342030,au24,28).
entry(05600,end_of_activity,bored,video5100342030,au01,2).
entry(05601,begin_of_activity,bored,video5100342030,au14,23).
entry(05602,begin_of_activity,bored,video5100342030,au20,29).
entry(05603,begin_of_activity,bored,video5100342030,au23,27).
entry(05604,begin_of_activity,bored,video5100342030,au24,29).
entry(05700,begin_of_activity,bored,video5100342030,au07,18).
entry(05701,end_of_activity,bored,video5100342030,au14,23).
entry(05702,end_of_activity,bored,video5100342030,au20,29).
entry(05703,end_of_activity,bored,video5100342030,au23,27).
entry(05704,end_of_activity,bored,video5100342030,au24,29).
entry(05800,end_of_activity,bored,video5100342030,au07,18).
entry(05801,begin_of_activity,bored,video5100342030,au20,30).
entry(05802,begin_of_activity,bored,video5100342030,au23,28).
entry(05803,begin_of_activity,bored,video5100342030,au24,30).
entry(05900,begin_of_activity,bored,video5100342030,au07,19).
entry(05901,begin_of_activity,bored,video5100342030,au14,24).
entry(05902,end_of_activity,bored,video5100342030,au20,30).
entry(05903,end_of_activity,bored,video5100342030,au23,28).
entry(05904,end_of_activity,bored,video5100342030,au24,30).
entry(05905,begin_of_activity,bored,video5100342030,au25,5).
entry(06000,end_of_activity,bored,video5100342030,au07,19).
entry(06001,end_of_activity,bored,video5100342030,au14,24).
entry(06002,begin_of_activity,bored,video5100342030,au20,31).
entry(06003,begin_of_activity,bored,video5100342030,au23,29).
entry(06004,begin_of_activity,bored,video5100342030,au24,31).
entry(06005,end_of_activity,bored,video5100342030,au25,5).
entry(06100,begin_of_activity,bored,video5100342030,au14,25).
entry(06101,end_of_activity,bored,video5100342030,au20,31).
entry(06102,end_of_activity,bored,video5100342030,au23,29).
entry(06103,end_of_activity,bored,video5100342030,au24,31).
entry(06104,begin_of_activity,bored,video5100342030,au28,2).
entry(06200,begin_of_activity,bored,video5100342030,au07,20).
entry(06201,end_of_activity,bored,video5100342030,au14,25).
entry(06202,begin_of_activity,bored,video5100342030,au20,32).
entry(06203,begin_of_activity,bored,video5100342030,au23,30).
entry(06204,begin_of_activity,bored,video5100342030,au24,32).
entry(06205,begin_of_activity,bored,video5100342030,au25,6).
entry(06206,end_of_activity,bored,video5100342030,au28,2).
entry(06300,end_of_activity,bored,video5100342030,au07,20).
entry(06301,begin_of_activity,bored,video5100342030,au14,26).
entry(06302,end_of_activity,bored,video5100342030,au20,32).
entry(06303,end_of_activity,bored,video5100342030,au23,30).
entry(06304,end_of_activity,bored,video5100342030,au24,32).
entry(06305,end_of_activity,bored,video5100342030,au25,6).
entry(06400,begin_of_activity,bored,video5100342030,au07,21).
entry(06401,end_of_activity,bored,video5100342030,au14,26).
entry(06402,begin_of_activity,bored,video5100342030,au20,33).
entry(06403,begin_of_activity,bored,video5100342030,au24,33).
entry(06404,begin_of_activity,bored,video5100342030,au28,3).
entry(06500,end_of_activity,bored,video5100342030,au07,21).
entry(06501,begin_of_activity,bored,video5100342030,au14,27).
entry(06502,end_of_activity,bored,video5100342030,au20,33).
entry(06503,end_of_activity,bored,video5100342030,au24,33).
entry(06504,end_of_activity,bored,video5100342030,au28,3).
entry(06600,end_of_activity,bored,video5100342030,au14,27).
entry(06601,begin_of_activity,bored,video5100342030,au20,34).
entry(06602,begin_of_activity,bored,video5100342030,au23,31).
entry(06603,begin_of_activity,bored,video5100342030,au24,34).
entry(06604,begin_of_activity,bored,video5100342030,au43,1).
entry(06700,begin_of_activity,bored,video5100342030,au07,22).
entry(06701,begin_of_activity,bored,video5100342030,au14,28).
entry(06702,end_of_activity,bored,video5100342030,au20,34).
entry(06703,end_of_activity,bored,video5100342030,au23,31).
entry(06704,end_of_activity,bored,video5100342030,au24,34).
entry(06705,end_of_activity,bored,video5100342030,au43,1).
entry(06800,end_of_activity,bored,video5100342030,au07,22).
entry(06801,end_of_activity,bored,video5100342030,au14,28).
entry(06802,begin_of_activity,bored,video5100342030,au20,35).
entry(06803,begin_of_activity,bored,video5100342030,au23,32).
entry(06804,begin_of_activity,bored,video5100342030,au24,35).
entry(06805,begin_of_activity,bored,video5100342030,au43,2).
entry(06900,begin_of_activity,bored,video5100342030,au14,29).
entry(06901,end_of_activity,bored,video5100342030,au20,35).
entry(06902,end_of_activity,bored,video5100342030,au23,32).
entry(06903,end_of_activity,bored,video5100342030,au24,35).
entry(06904,end_of_activity,bored,video5100342030,au43,2).
entry(07000,end_of_activity,bored,video5100342030,au14,29).
entry(07001,begin_of_activity,bored,video5100342030,au20,36).
entry(07002,begin_of_activity,bored,video5100342030,au23,33).
entry(07003,begin_of_activity,bored,video5100342030,au24,36).
entry(07100,begin_of_activity,bored,video5100342030,au01,3).
entry(07101,begin_of_activity,bored,video5100342030,au02,16).
entry(07102,begin_of_activity,bored,video5100342030,au14,30).
entry(07103,end_of_activity,bored,video5100342030,au20,36).
entry(07104,end_of_activity,bored,video5100342030,au23,33).
entry(07105,end_of_activity,bored,video5100342030,au24,36).
entry(07200,end_of_activity,bored,video5100342030,au01,3).
entry(07201,end_of_activity,bored,video5100342030,au02,16).
entry(07202,begin_of_activity,bored,video5100342030,au07,23).
entry(07203,end_of_activity,bored,video5100342030,au14,30).
entry(07204,begin_of_activity,bored,video5100342030,au20,37).
entry(07205,begin_of_activity,bored,video5100342030,au23,34).
entry(07206,begin_of_activity,bored,video5100342030,au24,37).
entry(07300,end_of_activity,bored,video5100342030,au07,23).
entry(07301,begin_of_activity,bored,video5100342030,au14,31).
entry(07302,end_of_activity,bored,video5100342030,au20,37).
entry(07303,end_of_activity,bored,video5100342030,au23,34).
entry(07304,end_of_activity,bored,video5100342030,au24,37).
entry(07400,begin_of_activity,bored,video5100342030,au02,17).
entry(07401,end_of_activity,bored,video5100342030,au14,31).
entry(07402,begin_of_activity,bored,video5100342030,au20,38).
entry(07403,begin_of_activity,bored,video5100342030,au24,38).
entry(07500,end_of_activity,bored,video5100342030,au02,17).
entry(07501,begin_of_activity,bored,video5100342030,au07,24).
entry(07502,begin_of_activity,bored,video5100342030,au14,32).
entry(07503,end_of_activity,bored,video5100342030,au20,38).
entry(07504,begin_of_activity,bored,video5100342030,au23,35).
entry(07505,end_of_activity,bored,video5100342030,au24,38).
entry(07600,end_of_activity,bored,video5100342030,au07,24).
entry(07601,end_of_activity,bored,video5100342030,au14,32).
entry(07602,begin_of_activity,bored,video5100342030,au20,39).
entry(07603,end_of_activity,bored,video5100342030,au23,35).
entry(07604,begin_of_activity,bored,video5100342030,au24,39).
entry(07700,begin_of_activity,bored,video5100342030,au14,33).
entry(07701,end_of_activity,bored,video5100342030,au20,39).
entry(07702,end_of_activity,bored,video5100342030,au24,39).
entry(07800,begin_of_activity,bored,video5100342030,au07,25).
entry(07801,end_of_activity,bored,video5100342030,au14,33).
entry(07802,begin_of_activity,bored,video5100342030,au20,40).
entry(07803,begin_of_activity,bored,video5100342030,au23,36).
entry(07804,begin_of_activity,bored,video5100342030,au24,40).
entry(07900,end_of_activity,bored,video5100342030,au07,25).
entry(07901,begin_of_activity,bored,video5100342030,au14,34).
entry(07902,end_of_activity,bored,video5100342030,au20,40).
entry(07903,end_of_activity,bored,video5100342030,au23,36).
entry(07904,end_of_activity,bored,video5100342030,au24,40).
entry(08000,begin_of_activity,bored,video5100342030,au07,26).
entry(08001,end_of_activity,bored,video5100342030,au14,34).
entry(08002,begin_of_activity,bored,video5100342030,au20,41).
entry(08003,begin_of_activity,bored,video5100342030,au23,37).
entry(08004,begin_of_activity,bored,video5100342030,au24,41).
entry(08100,end_of_activity,bored,video5100342030,au07,26).
entry(08101,end_of_activity,bored,video5100342030,au20,41).
entry(08102,end_of_activity,bored,video5100342030,au23,37).
entry(08103,end_of_activity,bored,video5100342030,au24,41).
entry(08200,begin_of_activity,bored,video5100342030,au07,27).
entry(08201,begin_of_activity,bored,video5100342030,au14,35).
entry(08202,begin_of_activity,bored,video5100342030,au20,42).
entry(08203,begin_of_activity,bored,video5100342030,au23,38).
entry(08204,begin_of_activity,bored,video5100342030,au24,42).
entry(08300,end_of_activity,bored,video5100342030,au07,27).
entry(08301,end_of_activity,bored,video5100342030,au14,35).
entry(08302,end_of_activity,bored,video5100342030,au20,42).
entry(08303,end_of_activity,bored,video5100342030,au23,38).
entry(08304,end_of_activity,bored,video5100342030,au24,42).
entry(08400,begin_of_activity,bored,video5100342030,au07,28).
entry(08401,begin_of_activity,bored,video5100342030,au14,36).
entry(08402,begin_of_activity,bored,video5100342030,au20,43).
entry(08403,begin_of_activity,bored,video5100342030,au23,39).
entry(08404,begin_of_activity,bored,video5100342030,au24,43).
entry(08405,begin_of_activity,bored,video5100342030,au25,7).
entry(08500,end_of_activity,bored,video5100342030,au07,28).
entry(08501,end_of_activity,bored,video5100342030,au14,36).
entry(08502,end_of_activity,bored,video5100342030,au20,43).
entry(08503,end_of_activity,bored,video5100342030,au23,39).
entry(08504,end_of_activity,bored,video5100342030,au24,43).
entry(08505,end_of_activity,bored,video5100342030,au25,7).
entry(08600,begin_of_activity,bored,video5100342030,au14,37).
entry(08601,begin_of_activity,bored,video5100342030,au20,44).
entry(08602,begin_of_activity,bored,video5100342030,au23,40).
entry(08603,begin_of_activity,bored,video5100342030,au24,44).
entry(08700,begin_of_activity,bored,video5100342030,au07,29).
entry(08701,end_of_activity,bored,video5100342030,au14,37).
entry(08702,end_of_activity,bored,video5100342030,au20,44).
entry(08703,end_of_activity,bored,video5100342030,au23,40).
entry(08704,end_of_activity,bored,video5100342030,au24,44).
entry(08705,begin_of_activity,bored,video5100342030,au25,8).
entry(08800,end_of_activity,bored,video5100342030,au07,29).
entry(08801,begin_of_activity,bored,video5100342030,au14,38).
entry(08802,begin_of_activity,bored,video5100342030,au20,45).
entry(08803,begin_of_activity,bored,video5100342030,au24,45).
entry(08804,end_of_activity,bored,video5100342030,au25,8).
entry(08900,begin_of_activity,bored,video5100342030,au02,18).
entry(08901,begin_of_activity,bored,video5100342030,au07,30).
entry(08902,end_of_activity,bored,video5100342030,au14,38).
entry(08903,end_of_activity,bored,video5100342030,au20,45).
entry(08904,begin_of_activity,bored,video5100342030,au23,41).
entry(08905,end_of_activity,bored,video5100342030,au24,45).
entry(09000,end_of_activity,bored,video5100342030,au02,18).
entry(09001,end_of_activity,bored,video5100342030,au07,30).
entry(09002,begin_of_activity,bored,video5100342030,au14,39).
entry(09003,begin_of_activity,bored,video5100342030,au20,46).
entry(09004,end_of_activity,bored,video5100342030,au23,41).
entry(09005,begin_of_activity,bored,video5100342030,au24,46).
entry(09100,begin_of_activity,bored,video5100342030,au07,31).
entry(09101,end_of_activity,bored,video5100342030,au14,39).
entry(09102,end_of_activity,bored,video5100342030,au20,46).
entry(09103,begin_of_activity,bored,video5100342030,au23,42).
entry(09104,end_of_activity,bored,video5100342030,au24,46).
entry(09200,end_of_activity,bored,video5100342030,au07,31).
entry(09201,begin_of_activity,bored,video5100342030,au14,40).
entry(09202,begin_of_activity,bored,video5100342030,au20,47).
entry(09203,end_of_activity,bored,video5100342030,au23,42).
entry(09204,begin_of_activity,bored,video5100342030,au24,47).
entry(09300,begin_of_activity,bored,video5100342030,au07,32).
entry(09301,end_of_activity,bored,video5100342030,au14,40).
entry(09302,end_of_activity,bored,video5100342030,au20,47).
entry(09303,begin_of_activity,bored,video5100342030,au23,43).
entry(09304,end_of_activity,bored,video5100342030,au24,47).
entry(09400,end_of_activity,bored,video5100342030,au07,32).
