entry(00000,begin_of_process,confused,video987736015,start,1).
entry(01300,begin_of_activity,confused,video987736015,au23,5).
entry(01301,begin_of_activity,confused,video987736015,au24,6).
entry(01400,begin_of_activity,confused,video987736015,au14,3).
entry(01401,end_of_activity,confused,video987736015,au23,5).
entry(01402,end_of_activity,confused,video987736015,au24,6).
entry(01500,begin_of_activity,confused,video987736015,au04,4).
entry(01501,end_of_activity,confused,video987736015,au14,3).
entry(01502,begin_of_activity,confused,video987736015,au24,7).
entry(01600,end_of_activity,confused,video987736015,au04,4).
entry(01601,begin_of_activity,confused,video987736015,au14,4).
entry(01602,end_of_activity,confused,video987736015,au24,7).
entry(01700,begin_of_activity,confused,video987736015,au07,4).
entry(01701,end_of_activity,confused,video987736015,au14,4).
entry(01702,begin_of_activity,confused,video987736015,au24,8).
entry(01800,end_of_activity,confused,video987736015,au07,4).
entry(01801,end_of_activity,confused,video987736015,au24,8).
entry(01802,begin_of_activity,confused,video987736015,au28,1).
entry(01900,begin_of_activity,confused,video987736015,au07,5).
entry(01901,begin_of_activity,confused,video987736015,au14,5).
entry(01902,begin_of_activity,confused,video987736015,au17,4).
entry(01903,begin_of_activity,confused,video987736015,au23,6).
entry(01904,begin_of_activity,confused,video987736015,au24,9).
entry(01905,end_of_activity,confused,video987736015,au28,1).
entry(02000,end_of_activity,confused,video987736015,au07,5).
entry(02001,end_of_activity,confused,video987736015,au14,5).
entry(02002,end_of_activity,confused,video987736015,au17,4).
entry(02003,end_of_activity,confused,video987736015,au23,6).
entry(02004,end_of_activity,confused,video987736015,au24,9).
entry(02100,begin_of_activity,confused,video987736015,au24,10).
entry(02200,begin_of_activity,confused,video987736015,au04,5).
entry(02201,begin_of_activity,confused,video987736015,au17,5).
entry(02202,end_of_activity,confused,video987736015,au24,10).
entry(02300,end_of_activity,confused,video987736015,au04,5).
entry(02301,begin_of_activity,confused,video987736015,au07,6).
entry(02302,begin_of_activity,confused,video987736015,au14,6).
entry(02303,end_of_activity,confused,video987736015,au17,5).
entry(02304,begin_of_activity,confused,video987736015,au23,7).
entry(02400,end_of_activity,confused,video987736015,au07,6).
entry(02401,end_of_activity,confused,video987736015,au14,6).
entry(02402,end_of_activity,confused,video987736015,au23,7).
entry(02403,begin_of_activity,confused,video987736015,au24,11).
entry(02500,begin_of_activity,confused,video987736015,au23,8).
entry(02501,end_of_activity,confused,video987736015,au24,11).
entry(02600,end_of_activity,confused,video987736015,au23,8).
entry(02700,begin_of_activity,confused,video987736015,au07,7).
entry(02701,begin_of_activity,confused,video987736015,au14,7).
entry(02702,begin_of_activity,confused,video987736015,au24,12).
entry(02800,end_of_activity,confused,video987736015,au07,7).
entry(02801,end_of_activity,confused,video987736015,au14,7).
entry(02802,end_of_activity,confused,video987736015,au24,12).
entry(02900,begin_of_activity,confused,video987736015,au04,6).
entry(02901,begin_of_activity,confused,video987736015,au24,13).
entry(03000,end_of_activity,confused,video987736015,au04,6).
entry(03001,begin_of_activity,confused,video987736015,au14,8).
entry(03002,end_of_activity,confused,video987736015,au24,13).
entry(03100,end_of_activity,confused,video987736015,au14,8).
entry(03101,begin_of_activity,confused,video987736015,au23,9).
entry(03102,begin_of_activity,confused,video987736015,au24,14).
entry(03200,end_of_activity,confused,video987736015,au23,9).
entry(03201,end_of_activity,confused,video987736015,au24,14).
entry(03300,begin_of_activity,confused,video987736015,au23,10).
entry(03301,begin_of_activity,confused,video987736015,au24,15).
entry(03400,begin_of_activity,confused,video987736015,au04,7).
entry(03401,end_of_activity,confused,video987736015,au23,10).
entry(03402,end_of_activity,confused,video987736015,au24,15).
entry(03500,end_of_activity,confused,video987736015,au04,7).
entry(03501,begin_of_activity,confused,video987736015,au24,16).
entry(03600,end_of_activity,confused,video987736015,au24,16).
entry(03700,begin_of_activity,confused,video987736015,au24,17).
entry(03800,begin_of_activity,confused,video987736015,au04,8).
entry(03801,begin_of_activity,confused,video987736015,au07,8).
entry(03802,begin_of_activity,confused,video987736015,au14,9).
entry(03803,begin_of_activity,confused,video987736015,au23,11).
entry(03804,end_of_activity,confused,video987736015,au24,17).
entry(03900,end_of_activity,confused,video987736015,au04,8).
entry(03901,end_of_activity,confused,video987736015,au07,8).
entry(03902,end_of_activity,confused,video987736015,au14,9).
entry(03903,end_of_activity,confused,video987736015,au23,11).
entry(04000,begin_of_activity,confused,video987736015,au07,9).
entry(04001,begin_of_activity,confused,video987736015,au24,18).
entry(04100,end_of_activity,confused,video987736015,au07,9).
entry(04101,begin_of_activity,confused,video987736015,au14,10).
entry(04102,end_of_activity,confused,video987736015,au24,18).
entry(04200,end_of_activity,confused,video987736015,au14,10).
entry(04201,begin_of_activity,confused,video987736015,au17,6).
entry(04202,begin_of_activity,confused,video987736015,au24,19).
entry(04300,end_of_activity,confused,video987736015,au17,6).
entry(04301,begin_of_activity,confused,video987736015,au23,12).
entry(04302,end_of_activity,confused,video987736015,au24,19).
entry(04400,end_of_activity,confused,video987736015,au23,12).
entry(04401,begin_of_activity,confused,video987736015,au24,20).
entry(04500,end_of_activity,confused,video987736015,au24,20).
entry(04700,begin_of_activity,confused,video987736015,au23,13).
entry(04800,end_of_activity,confused,video987736015,au23,13).
entry(04900,begin_of_activity,confused,video987736015,au14,11).
entry(04901,begin_of_activity,confused,video987736015,au23,14).
entry(04902,begin_of_activity,confused,video987736015,au24,21).
entry(05000,end_of_activity,confused,video987736015,au14,11).
entry(05001,end_of_activity,confused,video987736015,au23,14).
entry(05002,end_of_activity,confused,video987736015,au24,21).
entry(05100,begin_of_activity,confused,video987736015,au07,10).
entry(05101,begin_of_activity,confused,video987736015,au10,1).
entry(05102,begin_of_activity,confused,video987736015,au23,15).
entry(05103,begin_of_activity,confused,video987736015,au24,22).
entry(05200,end_of_activity,confused,video987736015,au07,10).
entry(05201,end_of_activity,confused,video987736015,au10,1).
entry(05202,begin_of_activity,confused,video987736015,au17,7).
entry(05203,end_of_activity,confused,video987736015,au23,15).
entry(05204,end_of_activity,confused,video987736015,au24,22).
entry(05300,begin_of_activity,confused,video987736015,au14,12).
entry(05301,end_of_activity,confused,video987736015,au17,7).
entry(05302,begin_of_activity,confused,video987736015,au23,16).
entry(05303,begin_of_activity,confused,video987736015,au24,23).
entry(05400,begin_of_activity,confused,video987736015,au07,11).
entry(05401,end_of_activity,confused,video987736015,au14,12).
entry(05402,begin_of_activity,confused,video987736015,au17,8).
entry(05403,end_of_activity,confused,video987736015,au23,16).
entry(05404,end_of_activity,confused,video987736015,au24,23).
entry(05500,begin_of_activity,confused,video987736015,au04,9).
entry(05501,end_of_activity,confused,video987736015,au07,11).
entry(05502,end_of_activity,confused,video987736015,au17,8).
entry(05503,begin_of_activity,confused,video987736015,au23,17).
entry(05504,begin_of_activity,confused,video987736015,au24,24).
entry(05600,end_of_activity,confused,video987736015,au04,9).
entry(05601,begin_of_activity,confused,video987736015,au07,12).
entry(05602,end_of_activity,confused,video987736015,au23,17).
entry(05603,end_of_activity,confused,video987736015,au24,24).
entry(05700,end_of_activity,confused,video987736015,au07,12).
entry(05701,begin_of_activity,confused,video987736015,au14,13).
entry(05702,begin_of_activity,confused,video987736015,au17,9).
entry(05703,begin_of_activity,confused,video987736015,au23,18).
entry(05704,begin_of_activity,confused,video987736015,au24,25).
entry(05800,end_of_activity,confused,video987736015,au14,13).
entry(05801,end_of_activity,confused,video987736015,au17,9).
entry(05802,begin_of_activity,confused,video987736015,au20,1).
entry(05803,end_of_activity,confused,video987736015,au23,18).
entry(05804,end_of_activity,confused,video987736015,au24,25).
entry(05900,end_of_activity,confused,video987736015,au20,1).
entry(05901,begin_of_activity,confused,video987736015,au23,19).
entry(05902,begin_of_activity,confused,video987736015,au24,26).
entry(06000,begin_of_activity,confused,video987736015,au14,14).
entry(06001,begin_of_activity,confused,video987736015,au20,2).
entry(06002,end_of_activity,confused,video987736015,au23,19).
entry(06003,end_of_activity,confused,video987736015,au24,26).
entry(06100,begin_of_activity,confused,video987736015,au04,10).
entry(06101,end_of_activity,confused,video987736015,au14,14).
entry(06102,begin_of_activity,confused,video987736015,au17,10).
entry(06103,end_of_activity,confused,video987736015,au20,2).
entry(06104,begin_of_activity,confused,video987736015,au23,20).
entry(06105,begin_of_activity,confused,video987736015,au24,27).
entry(06200,end_of_activity,confused,video987736015,au04,10).
entry(06201,begin_of_activity,confused,video987736015,au07,13).
entry(06202,begin_of_activity,confused,video987736015,au14,15).
entry(06203,end_of_activity,confused,video987736015,au17,10).
entry(06204,end_of_activity,confused,video987736015,au23,20).
entry(06205,end_of_activity,confused,video987736015,au24,27).
entry(06300,begin_of_activity,confused,video987736015,au04,11).
entry(06301,end_of_activity,confused,video987736015,au07,13).
entry(06302,end_of_activity,confused,video987736015,au14,15).
entry(06303,begin_of_activity,confused,video987736015,au23,21).
entry(06400,end_of_activity,confused,video987736015,au04,11).
entry(06401,begin_of_activity,confused,video987736015,au07,14).
entry(06402,begin_of_activity,confused,video987736015,au14,16).
entry(06403,end_of_activity,confused,video987736015,au23,21).
entry(06404,begin_of_activity,confused,video987736015,au24,28).
entry(06500,end_of_activity,confused,video987736015,au07,14).
entry(06501,end_of_activity,confused,video987736015,au14,16).
entry(06502,end_of_activity,confused,video987736015,au24,28).
entry(06600,begin_of_activity,confused,video987736015,au02,2).
entry(06601,begin_of_activity,confused,video987736015,au14,17).
entry(06602,begin_of_activity,confused,video987736015,au17,11).
entry(06603,begin_of_activity,confused,video987736015,au24,29).
entry(06700,end_of_activity,confused,video987736015,au02,2).
entry(06701,end_of_activity,confused,video987736015,au14,17).
entry(06702,end_of_activity,confused,video987736015,au17,11).
entry(06703,end_of_activity,confused,video987736015,au24,29).
entry(06800,begin_of_activity,confused,video987736015,au04,12).
entry(06801,begin_of_activity,confused,video987736015,au20,3).
entry(06802,begin_of_activity,confused,video987736015,au23,22).
entry(06803,begin_of_activity,confused,video987736015,au24,30).
entry(06900,end_of_activity,confused,video987736015,au04,12).
entry(06901,begin_of_activity,confused,video987736015,au17,12).
entry(06902,end_of_activity,confused,video987736015,au20,3).
entry(06903,end_of_activity,confused,video987736015,au23,22).
entry(06904,end_of_activity,confused,video987736015,au24,30).
entry(07000,end_of_activity,confused,video987736015,au17,12).
entry(07001,begin_of_activity,confused,video987736015,au23,23).
entry(07002,begin_of_activity,confused,video987736015,au24,31).
entry(07100,begin_of_activity,confused,video987736015,au04,13).
entry(07101,begin_of_activity,confused,video987736015,au17,13).
entry(07102,end_of_activity,confused,video987736015,au23,23).
entry(07103,end_of_activity,confused,video987736015,au24,31).
entry(07200,end_of_activity,confused,video987736015,au04,13).
entry(07201,end_of_activity,confused,video987736015,au17,13).
entry(07202,begin_of_activity,confused,video987736015,au20,4).
entry(07203,begin_of_activity,confused,video987736015,au24,32).
entry(07300,end_of_activity,confused,video987736015,au20,4).
entry(07301,end_of_activity,confused,video987736015,au24,32).
entry(07400,begin_of_activity,confused,video987736015,au04,14).
entry(07401,begin_of_activity,confused,video987736015,au23,24).
entry(07402,begin_of_activity,confused,video987736015,au24,33).
entry(07500,end_of_activity,confused,video987736015,au04,14).
entry(07501,begin_of_activity,confused,video987736015,au07,15).
entry(07502,end_of_activity,confused,video987736015,au23,24).
entry(07503,end_of_activity,confused,video987736015,au24,33).
entry(07600,end_of_activity,confused,video987736015,au07,15).
entry(07601,begin_of_activity,confused,video987736015,au24,34).
entry(07700,begin_of_activity,confused,video987736015,au07,16).
entry(07701,end_of_activity,confused,video987736015,au24,34).
entry(07800,end_of_activity,confused,video987736015,au07,16).
entry(07900,begin_of_activity,confused,video987736015,au17,14).
entry(07901,begin_of_activity,confused,video987736015,au24,35).
entry(08000,end_of_activity,confused,video987736015,au17,14).
entry(08001,end_of_activity,confused,video987736015,au24,35).
entry(08200,begin_of_activity,confused,video987736015,au24,36).
entry(08300,begin_of_activity,confused,video987736015,au17,15).
entry(08301,end_of_activity,confused,video987736015,au24,36).
entry(08400,begin_of_activity,confused,video987736015,au04,15).
entry(08401,end_of_activity,confused,video987736015,au17,15).
entry(08402,begin_of_activity,confused,video987736015,au20,5).
entry(08403,begin_of_activity,confused,video987736015,au23,25).
entry(08404,begin_of_activity,confused,video987736015,au24,37).
entry(08500,end_of_activity,confused,video987736015,au04,15).
entry(08501,begin_of_activity,confused,video987736015,au07,17).
entry(08502,begin_of_activity,confused,video987736015,au14,18).
entry(08503,begin_of_activity,confused,video987736015,au17,16).
entry(08504,end_of_activity,confused,video987736015,au20,5).
entry(08505,end_of_activity,confused,video987736015,au23,25).
entry(08506,end_of_activity,confused,video987736015,au24,37).
entry(08600,end_of_activity,confused,video987736015,au07,17).
entry(08601,end_of_activity,confused,video987736015,au14,18).
entry(08602,end_of_activity,confused,video987736015,au17,16).
entry(08603,begin_of_activity,confused,video987736015,au24,38).
entry(08700,begin_of_activity,confused,video987736015,au07,18).
entry(08701,end_of_activity,confused,video987736015,au24,38).
entry(08800,begin_of_activity,confused,video987736015,au04,16).
entry(08801,end_of_activity,confused,video987736015,au07,18).
entry(08802,begin_of_activity,confused,video987736015,au23,26).
entry(08803,begin_of_activity,confused,video987736015,au24,39).
entry(08900,end_of_activity,confused,video987736015,au04,16).
entry(08901,begin_of_activity,confused,video987736015,au07,19).
entry(08902,end_of_activity,confused,video987736015,au23,26).
entry(08903,end_of_activity,confused,video987736015,au24,39).
entry(09000,end_of_activity,confused,video987736015,au07,19).
entry(09001,begin_of_activity,confused,video987736015,au14,19).
entry(09100,begin_of_activity,confused,video987736015,au07,20).
entry(09101,end_of_activity,confused,video987736015,au14,19).
entry(09102,begin_of_activity,confused,video987736015,au23,27).
entry(09103,begin_of_activity,confused,video987736015,au24,40).
entry(09200,end_of_activity,confused,video987736015,au07,20).
entry(09201,end_of_activity,confused,video987736015,au23,27).
entry(09202,end_of_activity,confused,video987736015,au24,40).
entry(09300,begin_of_activity,confused,video987736015,au04,17).
entry(09301,begin_of_activity,confused,video987736015,au07,21).
entry(09302,begin_of_activity,confused,video987736015,au24,41).
entry(09400,end_of_activity,confused,video987736015,au04,17).
entry(09401,end_of_activity,confused,video987736015,au07,21).
entry(09402,end_of_activity,confused,video987736015,au24,41).
entry(09500,begin_of_activity,confused,video987736015,au07,22).
entry(09600,end_of_activity,confused,video987736015,au07,22).
entry(09601,begin_of_activity,confused,video987736015,au17,17).
entry(09700,end_of_activity,confused,video987736015,au17,17).
entry(09701,begin_of_activity,confused,video987736015,au24,42).
entry(09800,end_of_activity,confused,video987736015,au24,42).
entry(09900,begin_of_activity,confused,video987736015,au04,18).
entry(10000,end_of_activity,confused,video987736015,au04,18).
entry(10001,begin_of_activity,confused,video987736015,au23,28).
entry(10002,begin_of_activity,confused,video987736015,au24,43).
entry(10100,begin_of_activity,confused,video987736015,au04,19).
entry(10101,begin_of_activity,confused,video987736015,au07,23).
entry(10102,end_of_activity,confused,video987736015,au23,28).
entry(10103,end_of_activity,confused,video987736015,au24,43).
entry(10200,end_of_activity,confused,video987736015,au04,19).
entry(10201,end_of_activity,confused,video987736015,au07,23).
entry(10202,begin_of_activity,confused,video987736015,au24,44).
entry(10300,end_of_activity,confused,video987736015,au24,44).
entry(10500,begin_of_activity,confused,video987736015,au04,20).
entry(10501,begin_of_activity,confused,video987736015,au17,18).
entry(10502,begin_of_activity,confused,video987736015,au24,45).
entry(10600,end_of_activity,confused,video987736015,au04,20).
entry(10601,end_of_activity,confused,video987736015,au17,18).
entry(10602,end_of_activity,confused,video987736015,au24,45).
entry(10603,begin_of_activity,confused,video987736015,au43,1).
entry(10700,begin_of_activity,confused,video987736015,au04,21).
entry(10701,begin_of_activity,confused,video987736015,au17,19).
entry(10702,begin_of_activity,confused,video987736015,au24,46).
entry(10703,end_of_activity,confused,video987736015,au43,1).
entry(10800,end_of_activity,confused,video987736015,au04,21).
entry(10801,end_of_activity,confused,video987736015,au17,19).
entry(10802,end_of_activity,confused,video987736015,au24,46).
entry(10900,begin_of_activity,confused,video987736015,au04,22).
entry(10901,begin_of_activity,confused,video987736015,au17,20).
entry(10902,begin_of_activity,confused,video987736015,au24,47).
entry(11000,end_of_activity,confused,video987736015,au04,22).
entry(11001,begin_of_activity,confused,video987736015,au07,24).
entry(11002,end_of_activity,confused,video987736015,au17,20).
entry(11003,end_of_activity,confused,video987736015,au24,47).
entry(11100,end_of_activity,confused,video987736015,au07,24).
entry(11101,begin_of_activity,confused,video987736015,au17,21).
entry(11102,begin_of_activity,confused,video987736015,au20,6).
entry(11200,begin_of_activity,confused,video987736015,au04,23).
entry(11201,begin_of_activity,confused,video987736015,au07,25).
entry(11202,end_of_activity,confused,video987736015,au17,21).
entry(11203,end_of_activity,confused,video987736015,au20,6).
entry(11204,begin_of_activity,confused,video987736015,au23,29).
entry(11205,begin_of_activity,confused,video987736015,au24,48).
entry(11300,end_of_activity,confused,video987736015,au04,23).
entry(11301,end_of_activity,confused,video987736015,au07,25).
entry(11302,end_of_activity,confused,video987736015,au23,29).
entry(11303,end_of_activity,confused,video987736015,au24,48).
entry(11400,begin_of_activity,confused,video987736015,au17,22).
entry(11500,begin_of_activity,confused,video987736015,au04,24).
entry(11501,end_of_activity,confused,video987736015,au17,22).
entry(11502,begin_of_activity,confused,video987736015,au23,30).
entry(11503,begin_of_activity,confused,video987736015,au24,49).
entry(11600,end_of_activity,confused,video987736015,au04,24).
entry(11601,end_of_activity,confused,video987736015,au23,30).
entry(11602,end_of_activity,confused,video987736015,au24,49).
entry(11700,begin_of_activity,confused,video987736015,au04,25).
entry(11701,begin_of_activity,confused,video987736015,au24,50).
entry(11800,end_of_activity,confused,video987736015,au04,25).
entry(11801,begin_of_activity,confused,video987736015,au17,23).
entry(11802,end_of_activity,confused,video987736015,au24,50).
entry(11900,begin_of_activity,confused,video987736015,au04,26).
entry(11901,end_of_activity,confused,video987736015,au17,23).
entry(12000,end_of_activity,confused,video987736015,au04,26).
entry(12001,begin_of_activity,confused,video987736015,au17,24).
entry(12002,begin_of_activity,confused,video987736015,au24,51).
entry(12100,end_of_activity,confused,video987736015,au17,24).
entry(12101,end_of_activity,confused,video987736015,au24,51).
entry(12200,begin_of_activity,confused,video987736015,au04,27).
entry(12201,begin_of_activity,confused,video987736015,au17,25).
entry(12202,begin_of_activity,confused,video987736015,au23,31).
entry(12300,end_of_activity,confused,video987736015,au04,27).
entry(12301,end_of_activity,confused,video987736015,au17,25).
entry(12302,end_of_activity,confused,video987736015,au23,31).
entry(12400,begin_of_activity,confused,video987736015,au04,28).
entry(12500,end_of_activity,confused,video987736015,au04,28).
entry(12600,begin_of_activity,confused,video987736015,au17,26).
entry(12601,begin_of_activity,confused,video987736015,au23,32).
entry(12700,begin_of_activity,confused,video987736015,au02,3).
entry(12701,begin_of_activity,confused,video987736015,au10,2).
entry(12702,end_of_activity,confused,video987736015,au17,26).
entry(12703,end_of_activity,confused,video987736015,au23,32).
entry(12800,end_of_activity,confused,video987736015,au02,3).
entry(12801,begin_of_activity,confused,video987736015,au04,29).
entry(12802,end_of_activity,confused,video987736015,au10,2).
entry(12803,begin_of_activity,confused,video987736015,au17,27).
entry(12804,begin_of_activity,confused,video987736015,au24,52).
entry(12900,end_of_activity,confused,video987736015,au04,29).
entry(12901,end_of_activity,confused,video987736015,au17,27).
entry(12902,end_of_activity,confused,video987736015,au24,52).
entry(12903,begin_of_activity,confused,video987736015,au43,2).
entry(13000,begin_of_activity,confused,video987736015,au17,28).
entry(13001,end_of_activity,confused,video987736015,au43,2).
entry(13100,begin_of_activity,confused,video987736015,au04,30).
entry(13101,end_of_activity,confused,video987736015,au17,28).
entry(13102,begin_of_activity,confused,video987736015,au23,33).
entry(13103,begin_of_activity,confused,video987736015,au43,3).
entry(13200,begin_of_activity,confused,video987736015,au02,4).
entry(13201,end_of_activity,confused,video987736015,au04,30).
entry(13202,end_of_activity,confused,video987736015,au23,33).
entry(13203,begin_of_activity,confused,video987736015,au24,53).
entry(13204,end_of_activity,confused,video987736015,au43,3).
entry(13300,end_of_activity,confused,video987736015,au02,4).
entry(13301,end_of_activity,confused,video987736015,au24,53).
entry(13302,begin_of_activity,confused,video987736015,au43,4).
entry(13400,begin_of_activity,confused,video987736015,au24,54).
entry(13401,end_of_activity,confused,video987736015,au43,4).
entry(13500,end_of_activity,confused,video987736015,au24,54).
entry(13501,begin_of_activity,confused,video987736015,au43,5).
entry(13600,begin_of_activity,confused,video987736015,au24,55).
entry(13601,end_of_activity,confused,video987736015,au43,5).
entry(13700,begin_of_activity,confused,video987736015,au14,20).
entry(13701,end_of_activity,confused,video987736015,au24,55).
entry(13702,begin_of_activity,confused,video987736015,au43,6).
entry(13800,end_of_activity,confused,video987736015,au14,20).
entry(13801,begin_of_activity,confused,video987736015,au17,29).
entry(13802,begin_of_activity,confused,video987736015,au24,56).
entry(13803,end_of_activity,confused,video987736015,au43,6).
entry(13900,end_of_activity,confused,video987736015,au17,29).
entry(13901,end_of_activity,confused,video987736015,au24,56).
entry(13902,begin_of_activity,confused,video987736015,au43,7).
entry(14000,begin_of_activity,confused,video987736015,au14,21).
entry(14001,begin_of_activity,confused,video987736015,au24,57).
entry(14002,end_of_activity,confused,video987736015,au43,7).
entry(14100,end_of_activity,confused,video987736015,au14,21).
entry(14101,begin_of_activity,confused,video987736015,au17,30).
entry(14102,end_of_activity,confused,video987736015,au24,57).
entry(14103,begin_of_activity,confused,video987736015,au43,8).
entry(14200,end_of_activity,confused,video987736015,au17,30).
entry(14201,begin_of_activity,confused,video987736015,au24,58).
entry(14202,end_of_activity,confused,video987736015,au43,8).
entry(14300,begin_of_activity,confused,video987736015,au14,22).
entry(14301,end_of_activity,confused,video987736015,au24,58).
entry(14400,begin_of_activity,confused,video987736015,au07,26).
entry(14401,end_of_activity,confused,video987736015,au14,22).
entry(14402,begin_of_activity,confused,video987736015,au20,7).
entry(14403,begin_of_activity,confused,video987736015,au23,34).
entry(14404,begin_of_activity,confused,video987736015,au24,59).
entry(14500,end_of_activity,confused,video987736015,au07,26).
entry(14501,end_of_activity,confused,video987736015,au20,7).
entry(14502,end_of_activity,confused,video987736015,au23,34).
entry(14503,end_of_activity,confused,video987736015,au24,59).
entry(14600,begin_of_activity,confused,video987736015,au04,31).
entry(14601,begin_of_activity,confused,video987736015,au20,8).
entry(14602,begin_of_activity,confused,video987736015,au24,60).
entry(14700,end_of_activity,confused,video987736015,au04,31).
entry(14701,begin_of_activity,confused,video987736015,au07,27).
entry(14702,begin_of_activity,confused,video987736015,au17,31).
entry(14703,end_of_activity,confused,video987736015,au20,8).
entry(14704,end_of_activity,confused,video987736015,au24,60).
entry(14800,end_of_activity,confused,video987736015,au07,27).
entry(14801,begin_of_activity,confused,video987736015,au14,23).
entry(14802,end_of_activity,confused,video987736015,au17,31).
entry(14803,begin_of_activity,confused,video987736015,au20,9).
entry(14900,begin_of_activity,confused,video987736015,au07,28).
entry(14901,end_of_activity,confused,video987736015,au14,23).
entry(14902,end_of_activity,confused,video987736015,au20,9).
entry(14903,begin_of_activity,confused,video987736015,au24,61).
entry(15000,begin_of_activity,confused,video987736015,au04,32).
entry(15001,end_of_activity,confused,video987736015,au07,28).
entry(15002,begin_of_activity,confused,video987736015,au14,24).
entry(15003,end_of_activity,confused,video987736015,au24,61).
entry(15100,end_of_activity,confused,video987736015,au04,32).
entry(15101,end_of_activity,confused,video987736015,au14,24).
entry(15102,begin_of_activity,confused,video987736015,au17,32).
entry(15103,begin_of_activity,confused,video987736015,au20,10).
entry(15200,begin_of_activity,confused,video987736015,au04,33).
entry(15201,end_of_activity,confused,video987736015,au17,32).
entry(15202,end_of_activity,confused,video987736015,au20,10).
entry(15300,end_of_activity,confused,video987736015,au04,33).
entry(15301,begin_of_activity,confused,video987736015,au10,3).
entry(15302,begin_of_activity,confused,video987736015,au17,33).
entry(15303,begin_of_activity,confused,video987736015,au23,35).
entry(15400,end_of_activity,confused,video987736015,au10,3).
entry(15401,end_of_activity,confused,video987736015,au17,33).
entry(15402,begin_of_activity,confused,video987736015,au20,11).
entry(15403,end_of_activity,confused,video987736015,au23,35).
entry(15404,begin_of_activity,confused,video987736015,au24,62).
entry(15500,begin_of_activity,confused,video987736015,au05,1).
entry(15501,begin_of_activity,confused,video987736015,au07,29).
entry(15502,end_of_activity,confused,video987736015,au20,11).
entry(15503,begin_of_activity,confused,video987736015,au23,36).
entry(15504,end_of_activity,confused,video987736015,au24,62).
entry(15600,begin_of_activity,confused,video987736015,au04,34).
entry(15601,end_of_activity,confused,video987736015,au05,1).
entry(15602,end_of_activity,confused,video987736015,au07,29).
entry(15603,begin_of_activity,confused,video987736015,au17,34).
entry(15604,end_of_activity,confused,video987736015,au23,36).
entry(15605,begin_of_activity,confused,video987736015,au24,63).
entry(15700,end_of_activity,confused,video987736015,au04,34).
entry(15701,end_of_activity,confused,video987736015,au17,34).
entry(15702,begin_of_activity,confused,video987736015,au23,37).
entry(15703,end_of_activity,confused,video987736015,au24,63).
entry(15800,begin_of_activity,confused,video987736015,au17,35).
entry(15801,end_of_activity,confused,video987736015,au23,37).
entry(15802,begin_of_activity,confused,video987736015,au24,64).
entry(15900,end_of_activity,confused,video987736015,au17,35).
entry(15901,end_of_activity,confused,video987736015,au24,64).
entry(16000,begin_of_activity,confused,video987736015,au05,2).
entry(16001,begin_of_activity,confused,video987736015,au17,36).
entry(16002,begin_of_activity,confused,video987736015,au23,38).
entry(16003,begin_of_activity,confused,video987736015,au24,65).
entry(16100,begin_of_activity,confused,video987736015,au04,35).
