entry(00000,begin_of_process,frustrated,video9289010113,start,1).
entry(01304,end_of_activity,frustrated,video9289010113,au17,7).
entry(01305,begin_of_activity,frustrated,video9289010113,au24,7).
entry(01306,end_of_activity,frustrated,video9289010113,au43,7).
entry(01400,end_of_activity,frustrated,video9289010113,au04,7).
entry(01401,end_of_activity,frustrated,video9289010113,au07,6).
entry(01402,begin_of_activity,frustrated,video9289010113,au11,5).
entry(01403,begin_of_activity,frustrated,video9289010113,au17,8).
entry(01404,begin_of_activity,frustrated,video9289010113,au23,7).
entry(01405,end_of_activity,frustrated,video9289010113,au24,7).
entry(01406,begin_of_activity,frustrated,video9289010113,au43,8).
entry(01500,begin_of_activity,frustrated,video9289010113,au02,5).
entry(01501,begin_of_activity,frustrated,video9289010113,au04,8).
entry(01502,begin_of_activity,frustrated,video9289010113,au10,5).
entry(01503,end_of_activity,frustrated,video9289010113,au11,5).
entry(01504,end_of_activity,frustrated,video9289010113,au17,8).
entry(01505,end_of_activity,frustrated,video9289010113,au23,7).
entry(01506,begin_of_activity,frustrated,video9289010113,au24,8).
entry(01507,end_of_activity,frustrated,video9289010113,au43,8).
entry(01600,end_of_activity,frustrated,video9289010113,au02,5).
entry(01601,end_of_activity,frustrated,video9289010113,au04,8).
entry(01602,begin_of_activity,frustrated,video9289010113,au07,7).
entry(01603,end_of_activity,frustrated,video9289010113,au10,5).
entry(01604,begin_of_activity,frustrated,video9289010113,au11,6).
entry(01605,begin_of_activity,frustrated,video9289010113,au15,2).
entry(01606,begin_of_activity,frustrated,video9289010113,au17,9).
entry(01607,end_of_activity,frustrated,video9289010113,au24,8).
entry(01608,begin_of_activity,frustrated,video9289010113,au43,9).
entry(01700,begin_of_activity,frustrated,video9289010113,au04,9).
entry(01701,end_of_activity,frustrated,video9289010113,au07,7).
entry(01702,end_of_activity,frustrated,video9289010113,au11,6).
entry(01703,end_of_activity,frustrated,video9289010113,au15,2).
entry(01704,end_of_activity,frustrated,video9289010113,au17,9).
entry(01705,begin_of_activity,frustrated,video9289010113,au24,9).
entry(01706,end_of_activity,frustrated,video9289010113,au43,9).
entry(01800,end_of_activity,frustrated,video9289010113,au04,9).
entry(01801,begin_of_activity,frustrated,video9289010113,au07,8).
entry(01802,begin_of_activity,frustrated,video9289010113,au11,7).
entry(01803,begin_of_activity,frustrated,video9289010113,au14,2).
entry(01804,begin_of_activity,frustrated,video9289010113,au17,10).
entry(01805,end_of_activity,frustrated,video9289010113,au24,9).
entry(01806,begin_of_activity,frustrated,video9289010113,au43,10).
entry(01900,begin_of_activity,frustrated,video9289010113,au02,6).
entry(01901,begin_of_activity,frustrated,video9289010113,au04,10).
entry(01902,end_of_activity,frustrated,video9289010113,au07,8).
entry(01903,end_of_activity,frustrated,video9289010113,au11,7).
entry(01904,end_of_activity,frustrated,video9289010113,au14,2).
entry(01905,end_of_activity,frustrated,video9289010113,au17,10).
entry(01906,begin_of_activity,frustrated,video9289010113,au24,10).
entry(01907,end_of_activity,frustrated,video9289010113,au43,10).
entry(02000,end_of_activity,frustrated,video9289010113,au02,6).
entry(02001,end_of_activity,frustrated,video9289010113,au04,10).
entry(02002,begin_of_activity,frustrated,video9289010113,au10,6).
entry(02003,begin_of_activity,frustrated,video9289010113,au11,8).
entry(02004,begin_of_activity,frustrated,video9289010113,au17,11).
entry(02005,begin_of_activity,frustrated,video9289010113,au23,8).
entry(02006,end_of_activity,frustrated,video9289010113,au24,10).
entry(02007,begin_of_activity,frustrated,video9289010113,au43,11).
entry(02100,begin_of_activity,frustrated,video9289010113,au04,11).
entry(02101,begin_of_activity,frustrated,video9289010113,au07,9).
entry(02102,end_of_activity,frustrated,video9289010113,au10,6).
entry(02103,end_of_activity,frustrated,video9289010113,au11,8).
entry(02104,end_of_activity,frustrated,video9289010113,au17,11).
entry(02105,end_of_activity,frustrated,video9289010113,au23,8).
entry(02106,begin_of_activity,frustrated,video9289010113,au24,11).
entry(02107,end_of_activity,frustrated,video9289010113,au43,11).
entry(02200,begin_of_activity,frustrated,video9289010113,au02,7).
entry(02201,end_of_activity,frustrated,video9289010113,au04,11).
entry(02202,end_of_activity,frustrated,video9289010113,au07,9).
entry(02203,begin_of_activity,frustrated,video9289010113,au11,9).
entry(02204,begin_of_activity,frustrated,video9289010113,au17,12).
entry(02205,begin_of_activity,frustrated,video9289010113,au23,9).
entry(02206,end_of_activity,frustrated,video9289010113,au24,11).
entry(02207,begin_of_activity,frustrated,video9289010113,au43,12).
entry(02300,end_of_activity,frustrated,video9289010113,au02,7).
entry(02301,begin_of_activity,frustrated,video9289010113,au10,7).
entry(02302,end_of_activity,frustrated,video9289010113,au11,9).
entry(02303,begin_of_activity,frustrated,video9289010113,au14,3).
entry(02304,end_of_activity,frustrated,video9289010113,au17,12).
entry(02305,end_of_activity,frustrated,video9289010113,au23,9).
entry(02306,begin_of_activity,frustrated,video9289010113,au24,12).
entry(02307,end_of_activity,frustrated,video9289010113,au43,12).
entry(02400,begin_of_activity,frustrated,video9289010113,au04,12).
entry(02401,end_of_activity,frustrated,video9289010113,au10,7).
entry(02402,end_of_activity,frustrated,video9289010113,au14,3).
entry(02403,begin_of_activity,frustrated,video9289010113,au17,13).
entry(02404,end_of_activity,frustrated,video9289010113,au24,12).
entry(02405,begin_of_activity,frustrated,video9289010113,au43,13).
entry(02500,end_of_activity,frustrated,video9289010113,au04,12).
entry(02501,begin_of_activity,frustrated,video9289010113,au11,10).
entry(02502,end_of_activity,frustrated,video9289010113,au17,13).
entry(02503,begin_of_activity,frustrated,video9289010113,au24,13).
entry(02504,end_of_activity,frustrated,video9289010113,au43,13).
entry(02600,begin_of_activity,frustrated,video9289010113,au04,13).
entry(02601,begin_of_activity,frustrated,video9289010113,au07,10).
entry(02602,end_of_activity,frustrated,video9289010113,au11,10).
entry(02603,begin_of_activity,frustrated,video9289010113,au17,14).
entry(02604,begin_of_activity,frustrated,video9289010113,au23,10).
entry(02605,end_of_activity,frustrated,video9289010113,au24,13).
entry(02606,begin_of_activity,frustrated,video9289010113,au43,14).
entry(02700,begin_of_activity,frustrated,video9289010113,au02,8).
entry(02701,end_of_activity,frustrated,video9289010113,au04,13).
entry(02702,end_of_activity,frustrated,video9289010113,au07,10).
entry(02703,begin_of_activity,frustrated,video9289010113,au11,11).
entry(02704,end_of_activity,frustrated,video9289010113,au17,14).
entry(02705,end_of_activity,frustrated,video9289010113,au23,10).
entry(02706,begin_of_activity,frustrated,video9289010113,au24,14).
entry(02707,end_of_activity,frustrated,video9289010113,au43,14).
entry(02800,end_of_activity,frustrated,video9289010113,au02,8).
entry(02801,begin_of_activity,frustrated,video9289010113,au04,14).
entry(02802,begin_of_activity,frustrated,video9289010113,au07,11).
entry(02803,end_of_activity,frustrated,video9289010113,au11,11).
entry(02804,begin_of_activity,frustrated,video9289010113,au17,15).
entry(02805,end_of_activity,frustrated,video9289010113,au24,14).
entry(02806,begin_of_activity,frustrated,video9289010113,au43,15).
entry(02900,begin_of_activity,frustrated,video9289010113,au02,9).
entry(02901,end_of_activity,frustrated,video9289010113,au04,14).
entry(02902,end_of_activity,frustrated,video9289010113,au07,11).
entry(02903,begin_of_activity,frustrated,video9289010113,au11,12).
entry(02904,begin_of_activity,frustrated,video9289010113,au14,4).
entry(02905,end_of_activity,frustrated,video9289010113,au17,15).
entry(02906,begin_of_activity,frustrated,video9289010113,au23,11).
entry(02907,begin_of_activity,frustrated,video9289010113,au24,15).
entry(02908,end_of_activity,frustrated,video9289010113,au43,15).
entry(03000,end_of_activity,frustrated,video9289010113,au02,9).
entry(03001,begin_of_activity,frustrated,video9289010113,au04,15).
entry(03002,end_of_activity,frustrated,video9289010113,au11,12).
entry(03003,end_of_activity,frustrated,video9289010113,au14,4).
entry(03004,begin_of_activity,frustrated,video9289010113,au17,16).
entry(03005,end_of_activity,frustrated,video9289010113,au23,11).
entry(03006,end_of_activity,frustrated,video9289010113,au24,15).
entry(03100,end_of_activity,frustrated,video9289010113,au04,15).
entry(03101,begin_of_activity,frustrated,video9289010113,au11,13).
entry(03102,begin_of_activity,frustrated,video9289010113,au14,5).
entry(03103,end_of_activity,frustrated,video9289010113,au17,16).
entry(03104,begin_of_activity,frustrated,video9289010113,au23,12).
entry(03105,begin_of_activity,frustrated,video9289010113,au24,16).
entry(03106,begin_of_activity,frustrated,video9289010113,au28,1).
entry(03200,begin_of_activity,frustrated,video9289010113,au02,10).
entry(03201,begin_of_activity,frustrated,video9289010113,au07,12).
entry(03202,end_of_activity,frustrated,video9289010113,au11,13).
entry(03203,end_of_activity,frustrated,video9289010113,au14,5).
entry(03204,begin_of_activity,frustrated,video9289010113,au17,17).
entry(03205,end_of_activity,frustrated,video9289010113,au23,12).
entry(03206,end_of_activity,frustrated,video9289010113,au24,16).
entry(03207,end_of_activity,frustrated,video9289010113,au28,1).
entry(03300,end_of_activity,frustrated,video9289010113,au02,10).
entry(03301,begin_of_activity,frustrated,video9289010113,au04,16).
entry(03302,end_of_activity,frustrated,video9289010113,au07,12).
entry(03303,begin_of_activity,frustrated,video9289010113,au11,14).
entry(03304,end_of_activity,frustrated,video9289010113,au17,17).
entry(03305,begin_of_activity,frustrated,video9289010113,au24,17).
entry(03400,end_of_activity,frustrated,video9289010113,au04,16).
entry(03401,end_of_activity,frustrated,video9289010113,au11,14).
entry(03402,begin_of_activity,frustrated,video9289010113,au14,6).
entry(03403,begin_of_activity,frustrated,video9289010113,au17,18).
entry(03404,begin_of_activity,frustrated,video9289010113,au23,13).
entry(03405,end_of_activity,frustrated,video9289010113,au24,17).
entry(03500,begin_of_activity,frustrated,video9289010113,au04,17).
entry(03501,begin_of_activity,frustrated,video9289010113,au07,13).
entry(03502,begin_of_activity,frustrated,video9289010113,au11,15).
entry(03503,end_of_activity,frustrated,video9289010113,au14,6).
entry(03504,end_of_activity,frustrated,video9289010113,au17,18).
entry(03505,end_of_activity,frustrated,video9289010113,au23,13).
entry(03506,begin_of_activity,frustrated,video9289010113,au24,18).
entry(03507,begin_of_activity,frustrated,video9289010113,au28,2).
entry(03600,end_of_activity,frustrated,video9289010113,au04,17).
entry(03601,end_of_activity,frustrated,video9289010113,au07,13).
entry(03602,end_of_activity,frustrated,video9289010113,au11,15).
entry(03603,begin_of_activity,frustrated,video9289010113,au14,7).
entry(03604,begin_of_activity,frustrated,video9289010113,au17,19).
entry(03605,begin_of_activity,frustrated,video9289010113,au23,14).
entry(03606,end_of_activity,frustrated,video9289010113,au24,18).
entry(03607,end_of_activity,frustrated,video9289010113,au28,2).
entry(03700,begin_of_activity,frustrated,video9289010113,au11,16).
entry(03701,end_of_activity,frustrated,video9289010113,au14,7).
entry(03702,end_of_activity,frustrated,video9289010113,au17,19).
entry(03703,end_of_activity,frustrated,video9289010113,au23,14).
entry(03704,begin_of_activity,frustrated,video9289010113,au24,19).
entry(03800,begin_of_activity,frustrated,video9289010113,au02,11).
entry(03801,begin_of_activity,frustrated,video9289010113,au04,18).
entry(03802,begin_of_activity,frustrated,video9289010113,au07,14).
entry(03803,end_of_activity,frustrated,video9289010113,au11,16).
entry(03804,begin_of_activity,frustrated,video9289010113,au17,20).
entry(03805,begin_of_activity,frustrated,video9289010113,au23,15).
entry(03806,end_of_activity,frustrated,video9289010113,au24,19).
entry(03807,begin_of_activity,frustrated,video9289010113,au28,3).
entry(03900,end_of_activity,frustrated,video9289010113,au02,11).
entry(03901,end_of_activity,frustrated,video9289010113,au04,18).
entry(03902,end_of_activity,frustrated,video9289010113,au07,14).
entry(03903,end_of_activity,frustrated,video9289010113,au17,20).
entry(03904,end_of_activity,frustrated,video9289010113,au23,15).
entry(03905,begin_of_activity,frustrated,video9289010113,au24,20).
entry(03906,end_of_activity,frustrated,video9289010113,au28,3).
entry(03907,begin_of_activity,frustrated,video9289010113,au43,16).
entry(04000,begin_of_activity,frustrated,video9289010113,au04,19).
entry(04001,begin_of_activity,frustrated,video9289010113,au07,15).
entry(04002,begin_of_activity,frustrated,video9289010113,au10,8).
entry(04003,begin_of_activity,frustrated,video9289010113,au11,17).
entry(04004,begin_of_activity,frustrated,video9289010113,au14,8).
entry(04005,begin_of_activity,frustrated,video9289010113,au17,21).
entry(04006,end_of_activity,frustrated,video9289010113,au24,20).
entry(04007,end_of_activity,frustrated,video9289010113,au43,16).
entry(04100,begin_of_activity,frustrated,video9289010113,au02,12).
entry(04101,end_of_activity,frustrated,video9289010113,au04,19).
entry(04102,end_of_activity,frustrated,video9289010113,au07,15).
entry(04103,end_of_activity,frustrated,video9289010113,au10,8).
entry(04104,end_of_activity,frustrated,video9289010113,au11,17).
entry(04105,end_of_activity,frustrated,video9289010113,au14,8).
entry(04106,end_of_activity,frustrated,video9289010113,au17,21).
entry(04107,begin_of_activity,frustrated,video9289010113,au24,21).
entry(04108,begin_of_activity,frustrated,video9289010113,au43,17).
entry(04200,end_of_activity,frustrated,video9289010113,au02,12).
entry(04201,begin_of_activity,frustrated,video9289010113,au04,20).
entry(04202,begin_of_activity,frustrated,video9289010113,au07,16).
entry(04203,begin_of_activity,frustrated,video9289010113,au10,9).
entry(04204,begin_of_activity,frustrated,video9289010113,au11,18).
entry(04205,begin_of_activity,frustrated,video9289010113,au17,22).
entry(04206,begin_of_activity,frustrated,video9289010113,au23,16).
entry(04207,end_of_activity,frustrated,video9289010113,au24,21).
entry(04208,end_of_activity,frustrated,video9289010113,au43,17).
entry(04300,end_of_activity,frustrated,video9289010113,au04,20).
entry(04301,end_of_activity,frustrated,video9289010113,au07,16).
entry(04302,end_of_activity,frustrated,video9289010113,au10,9).
entry(04303,end_of_activity,frustrated,video9289010113,au11,18).
entry(04304,begin_of_activity,frustrated,video9289010113,au14,9).
entry(04305,end_of_activity,frustrated,video9289010113,au17,22).
entry(04306,end_of_activity,frustrated,video9289010113,au23,16).
entry(04307,begin_of_activity,frustrated,video9289010113,au24,22).
entry(04308,begin_of_activity,frustrated,video9289010113,au28,4).
entry(04309,begin_of_activity,frustrated,video9289010113,au43,18).
entry(04400,begin_of_activity,frustrated,video9289010113,au02,13).
entry(04401,begin_of_activity,frustrated,video9289010113,au04,21).
entry(04402,begin_of_activity,frustrated,video9289010113,au07,17).
entry(04403,begin_of_activity,frustrated,video9289010113,au11,19).
entry(04404,end_of_activity,frustrated,video9289010113,au14,9).
entry(04405,begin_of_activity,frustrated,video9289010113,au17,23).
entry(04406,end_of_activity,frustrated,video9289010113,au24,22).
entry(04407,end_of_activity,frustrated,video9289010113,au28,4).
entry(04408,end_of_activity,frustrated,video9289010113,au43,18).
entry(04500,end_of_activity,frustrated,video9289010113,au02,13).
entry(04501,end_of_activity,frustrated,video9289010113,au04,21).
entry(04502,end_of_activity,frustrated,video9289010113,au07,17).
entry(04503,end_of_activity,frustrated,video9289010113,au11,19).
entry(04504,begin_of_activity,frustrated,video9289010113,au14,10).
entry(04505,end_of_activity,frustrated,video9289010113,au17,23).
entry(04506,begin_of_activity,frustrated,video9289010113,au23,17).
entry(04507,begin_of_activity,frustrated,video9289010113,au24,23).
entry(04600,begin_of_activity,frustrated,video9289010113,au04,22).
entry(04601,begin_of_activity,frustrated,video9289010113,au11,20).
entry(04602,end_of_activity,frustrated,video9289010113,au14,10).
entry(04603,begin_of_activity,frustrated,video9289010113,au17,24).
entry(04604,end_of_activity,frustrated,video9289010113,au23,17).
entry(04605,end_of_activity,frustrated,video9289010113,au24,23).
entry(04700,end_of_activity,frustrated,video9289010113,au04,22).
entry(04701,begin_of_activity,frustrated,video9289010113,au07,18).
entry(04702,end_of_activity,frustrated,video9289010113,au11,20).
entry(04703,end_of_activity,frustrated,video9289010113,au17,24).
entry(04704,begin_of_activity,frustrated,video9289010113,au24,24).
entry(04800,begin_of_activity,frustrated,video9289010113,au02,14).
entry(04801,begin_of_activity,frustrated,video9289010113,au04,23).
entry(04802,end_of_activity,frustrated,video9289010113,au07,18).
entry(04803,begin_of_activity,frustrated,video9289010113,au14,11).
entry(04804,begin_of_activity,frustrated,video9289010113,au17,25).
entry(04805,begin_of_activity,frustrated,video9289010113,au23,18).
entry(04806,end_of_activity,frustrated,video9289010113,au24,24).
entry(04900,end_of_activity,frustrated,video9289010113,au02,14).
entry(04901,end_of_activity,frustrated,video9289010113,au04,23).
entry(04902,begin_of_activity,frustrated,video9289010113,au07,19).
entry(04903,begin_of_activity,frustrated,video9289010113,au11,21).
entry(04904,end_of_activity,frustrated,video9289010113,au14,11).
entry(04905,end_of_activity,frustrated,video9289010113,au17,25).
entry(04906,end_of_activity,frustrated,video9289010113,au23,18).
entry(04907,begin_of_activity,frustrated,video9289010113,au24,25).
entry(05000,begin_of_activity,frustrated,video9289010113,au02,15).
entry(05001,end_of_activity,frustrated,video9289010113,au07,19).
entry(05002,end_of_activity,frustrated,video9289010113,au11,21).
entry(05003,begin_of_activity,frustrated,video9289010113,au14,12).
entry(05004,begin_of_activity,frustrated,video9289010113,au17,26).
entry(05005,end_of_activity,frustrated,video9289010113,au24,25).
entry(05100,end_of_activity,frustrated,video9289010113,au02,15).
entry(05101,begin_of_activity,frustrated,video9289010113,au04,24).
entry(05102,begin_of_activity,frustrated,video9289010113,au10,10).
entry(05103,end_of_activity,frustrated,video9289010113,au14,12).
entry(05104,end_of_activity,frustrated,video9289010113,au17,26).
entry(05105,begin_of_activity,frustrated,video9289010113,au23,19).
entry(05106,begin_of_activity,frustrated,video9289010113,au24,26).
entry(05200,end_of_activity,frustrated,video9289010113,au04,24).
entry(05201,end_of_activity,frustrated,video9289010113,au10,10).
entry(05202,begin_of_activity,frustrated,video9289010113,au11,22).
entry(05203,begin_of_activity,frustrated,video9289010113,au17,27).
entry(05204,end_of_activity,frustrated,video9289010113,au23,19).
entry(05205,end_of_activity,frustrated,video9289010113,au24,26).
entry(05300,begin_of_activity,frustrated,video9289010113,au04,25).
entry(05301,begin_of_activity,frustrated,video9289010113,au10,11).
entry(05302,end_of_activity,frustrated,video9289010113,au11,22).
entry(05303,end_of_activity,frustrated,video9289010113,au17,27).
entry(05304,begin_of_activity,frustrated,video9289010113,au24,27).
entry(05400,begin_of_activity,frustrated,video9289010113,au02,16).
entry(05401,end_of_activity,frustrated,video9289010113,au04,25).
entry(05402,begin_of_activity,frustrated,video9289010113,au07,20).
entry(05403,end_of_activity,frustrated,video9289010113,au10,11).
entry(05404,begin_of_activity,frustrated,video9289010113,au17,28).
entry(05405,begin_of_activity,frustrated,video9289010113,au23,20).
entry(05406,end_of_activity,frustrated,video9289010113,au24,27).
entry(05500,end_of_activity,frustrated,video9289010113,au02,16).
entry(05501,end_of_activity,frustrated,video9289010113,au07,20).
entry(05502,begin_of_activity,frustrated,video9289010113,au10,12).
entry(05503,begin_of_activity,frustrated,video9289010113,au11,23).
entry(05504,begin_of_activity,frustrated,video9289010113,au15,3).
entry(05505,end_of_activity,frustrated,video9289010113,au17,28).
entry(05506,end_of_activity,frustrated,video9289010113,au23,20).
entry(05507,begin_of_activity,frustrated,video9289010113,au24,28).
entry(05600,begin_of_activity,frustrated,video9289010113,au02,17).
entry(05601,begin_of_activity,frustrated,video9289010113,au04,26).
entry(05602,end_of_activity,frustrated,video9289010113,au10,12).
entry(05603,end_of_activity,frustrated,video9289010113,au11,23).
entry(05604,end_of_activity,frustrated,video9289010113,au15,3).
entry(05605,begin_of_activity,frustrated,video9289010113,au17,29).
entry(05606,end_of_activity,frustrated,video9289010113,au24,28).
entry(05700,end_of_activity,frustrated,video9289010113,au02,17).
entry(05701,end_of_activity,frustrated,video9289010113,au04,26).
entry(05702,end_of_activity,frustrated,video9289010113,au17,29).
entry(05703,begin_of_activity,frustrated,video9289010113,au24,29).
entry(05800,begin_of_activity,frustrated,video9289010113,au04,27).
entry(05801,begin_of_activity,frustrated,video9289010113,au11,24).
entry(05802,begin_of_activity,frustrated,video9289010113,au17,30).
entry(05803,end_of_activity,frustrated,video9289010113,au24,29).
entry(05804,begin_of_activity,frustrated,video9289010113,au28,5).
entry(05900,begin_of_activity,frustrated,video9289010113,au02,18).
entry(05901,end_of_activity,frustrated,video9289010113,au04,27).
entry(05902,end_of_activity,frustrated,video9289010113,au11,24).
entry(05903,begin_of_activity,frustrated,video9289010113,au14,13).
entry(05904,end_of_activity,frustrated,video9289010113,au17,30).
entry(05905,begin_of_activity,frustrated,video9289010113,au23,21).
entry(05906,begin_of_activity,frustrated,video9289010113,au24,30).
entry(05907,end_of_activity,frustrated,video9289010113,au28,5).
entry(06000,end_of_activity,frustrated,video9289010113,au02,18).
entry(06001,begin_of_activity,frustrated,video9289010113,au04,28).
entry(06002,begin_of_activity,frustrated,video9289010113,au10,13).
entry(06003,begin_of_activity,frustrated,video9289010113,au11,25).
entry(06004,end_of_activity,frustrated,video9289010113,au14,13).
entry(06005,begin_of_activity,frustrated,video9289010113,au15,4).
entry(06006,begin_of_activity,frustrated,video9289010113,au17,31).
entry(06007,end_of_activity,frustrated,video9289010113,au23,21).
entry(06008,end_of_activity,frustrated,video9289010113,au24,30).
entry(06100,end_of_activity,frustrated,video9289010113,au04,28).
entry(06101,end_of_activity,frustrated,video9289010113,au10,13).
entry(06102,end_of_activity,frustrated,video9289010113,au11,25).
entry(06103,end_of_activity,frustrated,video9289010113,au15,4).
entry(06104,end_of_activity,frustrated,video9289010113,au17,31).
entry(06105,begin_of_activity,frustrated,video9289010113,au24,31).
