entry(00000,begin_of_process,confused,video4110211009,start,1).
entry(01804,begin_of_activity,confused,video4110211009,au24,6).
entry(01900,begin_of_activity,confused,video4110211009,au02,9).
entry(01901,end_of_activity,confused,video4110211009,au04,3).
entry(01902,begin_of_activity,confused,video4110211009,au05,5).
entry(01903,end_of_activity,confused,video4110211009,au10,5).
entry(01904,end_of_activity,confused,video4110211009,au17,9).
entry(01905,begin_of_activity,confused,video4110211009,au23,7).
entry(01906,end_of_activity,confused,video4110211009,au24,6).
entry(02000,end_of_activity,confused,video4110211009,au02,9).
entry(02001,end_of_activity,confused,video4110211009,au05,5).
entry(02002,begin_of_activity,confused,video4110211009,au07,2).
entry(02003,begin_of_activity,confused,video4110211009,au10,6).
entry(02004,end_of_activity,confused,video4110211009,au23,7).
entry(02005,begin_of_activity,confused,video4110211009,au24,7).
entry(02100,begin_of_activity,confused,video4110211009,au02,10).
entry(02101,begin_of_activity,confused,video4110211009,au05,6).
entry(02102,end_of_activity,confused,video4110211009,au07,2).
entry(02103,end_of_activity,confused,video4110211009,au10,6).
entry(02104,end_of_activity,confused,video4110211009,au24,7).
entry(02200,end_of_activity,confused,video4110211009,au02,10).
entry(02201,begin_of_activity,confused,video4110211009,au04,4).
entry(02202,end_of_activity,confused,video4110211009,au05,6).
entry(02203,begin_of_activity,confused,video4110211009,au10,7).
entry(02204,begin_of_activity,confused,video4110211009,au17,10).
entry(02205,begin_of_activity,confused,video4110211009,au23,8).
entry(02300,end_of_activity,confused,video4110211009,au04,4).
entry(02301,begin_of_activity,confused,video4110211009,au05,7).
entry(02302,begin_of_activity,confused,video4110211009,au07,3).
entry(02303,end_of_activity,confused,video4110211009,au10,7).
entry(02304,end_of_activity,confused,video4110211009,au17,10).
entry(02305,end_of_activity,confused,video4110211009,au23,8).
entry(02400,end_of_activity,confused,video4110211009,au05,7).
entry(02401,end_of_activity,confused,video4110211009,au07,3).
entry(02402,begin_of_activity,confused,video4110211009,au17,11).
entry(02403,begin_of_activity,confused,video4110211009,au23,9).
entry(02500,begin_of_activity,confused,video4110211009,au05,8).
entry(02501,end_of_activity,confused,video4110211009,au17,11).
entry(02502,end_of_activity,confused,video4110211009,au23,9).
entry(02600,begin_of_activity,confused,video4110211009,au04,5).
entry(02601,end_of_activity,confused,video4110211009,au05,8).
entry(02602,begin_of_activity,confused,video4110211009,au17,12).
entry(02603,begin_of_activity,confused,video4110211009,au23,10).
entry(02604,begin_of_activity,confused,video4110211009,au24,8).
entry(02700,end_of_activity,confused,video4110211009,au04,5).
entry(02701,begin_of_activity,confused,video4110211009,au05,9).
entry(02702,begin_of_activity,confused,video4110211009,au07,4).
entry(02703,end_of_activity,confused,video4110211009,au17,12).
entry(02704,end_of_activity,confused,video4110211009,au23,10).
entry(02705,end_of_activity,confused,video4110211009,au24,8).
entry(02800,end_of_activity,confused,video4110211009,au05,9).
entry(02801,end_of_activity,confused,video4110211009,au07,4).
entry(02802,begin_of_activity,confused,video4110211009,au23,11).
entry(02803,begin_of_activity,confused,video4110211009,au24,9).
entry(02900,begin_of_activity,confused,video4110211009,au05,10).
entry(02901,end_of_activity,confused,video4110211009,au23,11).
entry(02902,end_of_activity,confused,video4110211009,au24,9).
entry(03000,end_of_activity,confused,video4110211009,au05,10).
entry(03001,begin_of_activity,confused,video4110211009,au10,8).
entry(03002,begin_of_activity,confused,video4110211009,au24,10).
entry(03100,begin_of_activity,confused,video4110211009,au05,11).
entry(03101,end_of_activity,confused,video4110211009,au10,8).
entry(03102,end_of_activity,confused,video4110211009,au24,10).
entry(03200,end_of_activity,confused,video4110211009,au05,11).
entry(03201,begin_of_activity,confused,video4110211009,au10,9).
entry(03300,begin_of_activity,confused,video4110211009,au05,12).
entry(03301,end_of_activity,confused,video4110211009,au10,9).
entry(03302,begin_of_activity,confused,video4110211009,au23,12).
entry(03303,begin_of_activity,confused,video4110211009,au24,11).
entry(03400,end_of_activity,confused,video4110211009,au05,12).
entry(03401,begin_of_activity,confused,video4110211009,au10,10).
entry(03402,end_of_activity,confused,video4110211009,au23,12).
entry(03403,end_of_activity,confused,video4110211009,au24,11).
entry(03500,begin_of_activity,confused,video4110211009,au04,6).
entry(03501,begin_of_activity,confused,video4110211009,au05,13).
entry(03502,end_of_activity,confused,video4110211009,au10,10).
entry(03503,begin_of_activity,confused,video4110211009,au24,12).
entry(03600,end_of_activity,confused,video4110211009,au04,6).
entry(03601,end_of_activity,confused,video4110211009,au05,13).
entry(03602,begin_of_activity,confused,video4110211009,au07,5).
entry(03603,end_of_activity,confused,video4110211009,au24,12).
entry(03700,begin_of_activity,confused,video4110211009,au05,14).
entry(03701,end_of_activity,confused,video4110211009,au07,5).
entry(03702,begin_of_activity,confused,video4110211009,au10,11).
entry(03800,end_of_activity,confused,video4110211009,au05,14).
entry(03801,begin_of_activity,confused,video4110211009,au07,6).
entry(03802,end_of_activity,confused,video4110211009,au10,11).
entry(03803,begin_of_activity,confused,video4110211009,au23,13).
entry(03900,begin_of_activity,confused,video4110211009,au02,11).
entry(03901,begin_of_activity,confused,video4110211009,au05,15).
entry(03902,end_of_activity,confused,video4110211009,au07,6).
entry(03903,begin_of_activity,confused,video4110211009,au10,12).
entry(03904,begin_of_activity,confused,video4110211009,au17,13).
entry(03905,end_of_activity,confused,video4110211009,au23,13).
entry(03906,begin_of_activity,confused,video4110211009,au24,13).
entry(04000,end_of_activity,confused,video4110211009,au02,11).
entry(04001,end_of_activity,confused,video4110211009,au05,15).
entry(04002,end_of_activity,confused,video4110211009,au10,12).
entry(04003,end_of_activity,confused,video4110211009,au17,13).
entry(04004,end_of_activity,confused,video4110211009,au24,13).
entry(04100,begin_of_activity,confused,video4110211009,au05,16).
entry(04101,begin_of_activity,confused,video4110211009,au17,14).
entry(04200,end_of_activity,confused,video4110211009,au05,16).
entry(04201,end_of_activity,confused,video4110211009,au17,14).
entry(04300,begin_of_activity,confused,video4110211009,au05,17).
entry(04301,begin_of_activity,confused,video4110211009,au17,15).
entry(04400,end_of_activity,confused,video4110211009,au05,17).
entry(04401,end_of_activity,confused,video4110211009,au17,15).
entry(04500,begin_of_activity,confused,video4110211009,au05,18).
entry(04501,begin_of_activity,confused,video4110211009,au07,7).
entry(04502,begin_of_activity,confused,video4110211009,au17,16).
entry(04503,begin_of_activity,confused,video4110211009,au23,14).
entry(04600,end_of_activity,confused,video4110211009,au05,18).
entry(04601,end_of_activity,confused,video4110211009,au07,7).
entry(04602,begin_of_activity,confused,video4110211009,au10,13).
entry(04603,end_of_activity,confused,video4110211009,au17,16).
entry(04604,end_of_activity,confused,video4110211009,au23,14).
entry(04700,begin_of_activity,confused,video4110211009,au05,19).
entry(04701,end_of_activity,confused,video4110211009,au10,13).
entry(04702,begin_of_activity,confused,video4110211009,au17,17).
entry(04703,begin_of_activity,confused,video4110211009,au23,15).
entry(04800,begin_of_activity,confused,video4110211009,au02,12).
entry(04801,end_of_activity,confused,video4110211009,au05,19).
entry(04802,end_of_activity,confused,video4110211009,au17,17).
entry(04803,end_of_activity,confused,video4110211009,au23,15).
entry(04900,end_of_activity,confused,video4110211009,au02,12).
entry(04901,begin_of_activity,confused,video4110211009,au04,7).
entry(04902,begin_of_activity,confused,video4110211009,au05,20).
entry(04903,begin_of_activity,confused,video4110211009,au07,8).
entry(04904,begin_of_activity,confused,video4110211009,au10,14).
entry(04905,begin_of_activity,confused,video4110211009,au24,14).
entry(05000,end_of_activity,confused,video4110211009,au04,7).
entry(05001,end_of_activity,confused,video4110211009,au05,20).
entry(05002,end_of_activity,confused,video4110211009,au07,8).
entry(05003,end_of_activity,confused,video4110211009,au10,14).
entry(05004,begin_of_activity,confused,video4110211009,au17,18).
entry(05005,end_of_activity,confused,video4110211009,au24,14).
entry(05100,begin_of_activity,confused,video4110211009,au02,13).
entry(05101,begin_of_activity,confused,video4110211009,au04,8).
entry(05102,begin_of_activity,confused,video4110211009,au05,21).
entry(05103,end_of_activity,confused,video4110211009,au17,18).
entry(05104,begin_of_activity,confused,video4110211009,au24,15).
entry(05200,end_of_activity,confused,video4110211009,au02,13).
entry(05201,end_of_activity,confused,video4110211009,au04,8).
entry(05202,end_of_activity,confused,video4110211009,au05,21).
entry(05203,end_of_activity,confused,video4110211009,au24,15).
entry(05300,begin_of_activity,confused,video4110211009,au02,14).
entry(05301,begin_of_activity,confused,video4110211009,au05,22).
entry(05302,begin_of_activity,confused,video4110211009,au07,9).
entry(05303,begin_of_activity,confused,video4110211009,au10,15).
entry(05304,begin_of_activity,confused,video4110211009,au17,19).
entry(05400,end_of_activity,confused,video4110211009,au02,14).
entry(05401,begin_of_activity,confused,video4110211009,au04,9).
entry(05402,end_of_activity,confused,video4110211009,au05,22).
entry(05403,end_of_activity,confused,video4110211009,au07,9).
entry(05404,end_of_activity,confused,video4110211009,au10,15).
entry(05405,end_of_activity,confused,video4110211009,au17,19).
entry(05500,begin_of_activity,confused,video4110211009,au02,15).
entry(05501,end_of_activity,confused,video4110211009,au04,9).
entry(05502,begin_of_activity,confused,video4110211009,au05,23).
entry(05503,begin_of_activity,confused,video4110211009,au17,20).
entry(05600,end_of_activity,confused,video4110211009,au02,15).
entry(05601,begin_of_activity,confused,video4110211009,au04,10).
entry(05602,end_of_activity,confused,video4110211009,au05,23).
entry(05603,begin_of_activity,confused,video4110211009,au10,16).
entry(05604,end_of_activity,confused,video4110211009,au17,20).
entry(05700,begin_of_activity,confused,video4110211009,au02,16).
entry(05701,end_of_activity,confused,video4110211009,au04,10).
entry(05702,begin_of_activity,confused,video4110211009,au05,24).
entry(05703,end_of_activity,confused,video4110211009,au10,16).
entry(05704,begin_of_activity,confused,video4110211009,au17,21).
entry(05705,begin_of_activity,confused,video4110211009,au24,16).
entry(05800,end_of_activity,confused,video4110211009,au02,16).
entry(05801,end_of_activity,confused,video4110211009,au05,24).
entry(05802,begin_of_activity,confused,video4110211009,au10,17).
entry(05803,end_of_activity,confused,video4110211009,au17,21).
entry(05804,end_of_activity,confused,video4110211009,au24,16).
entry(05900,begin_of_activity,confused,video4110211009,au02,17).
entry(05901,begin_of_activity,confused,video4110211009,au05,25).
entry(05902,end_of_activity,confused,video4110211009,au10,17).
entry(05903,begin_of_activity,confused,video4110211009,au24,17).
entry(06000,end_of_activity,confused,video4110211009,au02,17).
entry(06001,end_of_activity,confused,video4110211009,au05,25).
entry(06002,begin_of_activity,confused,video4110211009,au17,22).
entry(06003,end_of_activity,confused,video4110211009,au24,17).
entry(06100,begin_of_activity,confused,video4110211009,au05,26).
entry(06101,begin_of_activity,confused,video4110211009,au10,18).
entry(06102,end_of_activity,confused,video4110211009,au17,22).
entry(06200,end_of_activity,confused,video4110211009,au05,26).
entry(06201,end_of_activity,confused,video4110211009,au10,18).
entry(06202,begin_of_activity,confused,video4110211009,au24,18).
entry(06300,begin_of_activity,confused,video4110211009,au04,11).
entry(06301,begin_of_activity,confused,video4110211009,au05,27).
entry(06302,begin_of_activity,confused,video4110211009,au10,19).
entry(06303,begin_of_activity,confused,video4110211009,au17,23).
entry(06304,end_of_activity,confused,video4110211009,au24,18).
entry(06400,begin_of_activity,confused,video4110211009,au02,18).
entry(06401,end_of_activity,confused,video4110211009,au04,11).
entry(06402,end_of_activity,confused,video4110211009,au05,27).
entry(06403,end_of_activity,confused,video4110211009,au10,19).
entry(06404,end_of_activity,confused,video4110211009,au17,23).
entry(06405,begin_of_activity,confused,video4110211009,au24,19).
entry(06500,end_of_activity,confused,video4110211009,au02,18).
entry(06501,begin_of_activity,confused,video4110211009,au07,10).
entry(06502,begin_of_activity,confused,video4110211009,au11,1).
entry(06503,begin_of_activity,confused,video4110211009,au17,24).
entry(06504,begin_of_activity,confused,video4110211009,au23,16).
entry(06505,end_of_activity,confused,video4110211009,au24,19).
entry(06600,end_of_activity,confused,video4110211009,au07,10).
entry(06601,end_of_activity,confused,video4110211009,au11,1).
entry(06602,end_of_activity,confused,video4110211009,au17,24).
entry(06603,end_of_activity,confused,video4110211009,au23,16).
entry(06604,begin_of_activity,confused,video4110211009,au24,20).
entry(06700,begin_of_activity,confused,video4110211009,au01,2).
entry(06701,begin_of_activity,confused,video4110211009,au02,19).
entry(06702,begin_of_activity,confused,video4110211009,au17,25).
entry(06703,end_of_activity,confused,video4110211009,au24,20).
entry(06800,end_of_activity,confused,video4110211009,au01,2).
entry(06801,end_of_activity,confused,video4110211009,au02,19).
entry(06802,begin_of_activity,confused,video4110211009,au10,20).
entry(06803,end_of_activity,confused,video4110211009,au17,25).
entry(06804,begin_of_activity,confused,video4110211009,au23,17).
entry(06805,begin_of_activity,confused,video4110211009,au43,1).
entry(06900,end_of_activity,confused,video4110211009,au10,20).
entry(06901,begin_of_activity,confused,video4110211009,au11,2).
entry(06902,begin_of_activity,confused,video4110211009,au17,26).
entry(06903,end_of_activity,confused,video4110211009,au23,17).
entry(06904,end_of_activity,confused,video4110211009,au43,1).
entry(07000,begin_of_activity,confused,video4110211009,au02,20).
entry(07001,begin_of_activity,confused,video4110211009,au10,21).
entry(07002,end_of_activity,confused,video4110211009,au11,2).
entry(07003,end_of_activity,confused,video4110211009,au17,26).
entry(07100,end_of_activity,confused,video4110211009,au02,20).
entry(07101,begin_of_activity,confused,video4110211009,au05,28).
entry(07102,end_of_activity,confused,video4110211009,au10,21).
entry(07103,begin_of_activity,confused,video4110211009,au24,21).
entry(07200,begin_of_activity,confused,video4110211009,au02,21).
entry(07201,end_of_activity,confused,video4110211009,au05,28).
entry(07202,begin_of_activity,confused,video4110211009,au10,22).
entry(07203,begin_of_activity,confused,video4110211009,au23,18).
entry(07204,end_of_activity,confused,video4110211009,au24,21).
entry(07300,end_of_activity,confused,video4110211009,au02,21).
entry(07301,begin_of_activity,confused,video4110211009,au04,12).
entry(07302,begin_of_activity,confused,video4110211009,au05,29).
entry(07303,end_of_activity,confused,video4110211009,au10,22).
entry(07304,end_of_activity,confused,video4110211009,au23,18).
entry(07400,end_of_activity,confused,video4110211009,au04,12).
entry(07401,end_of_activity,confused,video4110211009,au05,29).
entry(07500,begin_of_activity,confused,video4110211009,au05,30).
entry(07501,begin_of_activity,confused,video4110211009,au10,23).
entry(07502,begin_of_activity,confused,video4110211009,au17,27).
entry(07600,end_of_activity,confused,video4110211009,au05,30).
entry(07601,end_of_activity,confused,video4110211009,au10,23).
entry(07602,end_of_activity,confused,video4110211009,au17,27).
entry(07603,begin_of_activity,confused,video4110211009,au23,19).
entry(07604,begin_of_activity,confused,video4110211009,au24,22).
entry(07700,begin_of_activity,confused,video4110211009,au05,31).
entry(07701,end_of_activity,confused,video4110211009,au23,19).
entry(07702,end_of_activity,confused,video4110211009,au24,22).
entry(07800,begin_of_activity,confused,video4110211009,au02,22).
entry(07801,begin_of_activity,confused,video4110211009,au04,13).
entry(07802,end_of_activity,confused,video4110211009,au05,31).
entry(07803,begin_of_activity,confused,video4110211009,au10,24).
entry(07804,begin_of_activity,confused,video4110211009,au17,28).
entry(07805,begin_of_activity,confused,video4110211009,au24,23).
entry(07900,end_of_activity,confused,video4110211009,au02,22).
entry(07901,end_of_activity,confused,video4110211009,au04,13).
entry(07902,begin_of_activity,confused,video4110211009,au05,32).
entry(07903,end_of_activity,confused,video4110211009,au10,24).
entry(07904,end_of_activity,confused,video4110211009,au17,28).
entry(07905,end_of_activity,confused,video4110211009,au24,23).
entry(08000,begin_of_activity,confused,video4110211009,au04,14).
entry(08001,end_of_activity,confused,video4110211009,au05,32).
entry(08002,begin_of_activity,confused,video4110211009,au10,25).
entry(08003,begin_of_activity,confused,video4110211009,au17,29).
entry(08100,end_of_activity,confused,video4110211009,au04,14).
entry(08101,begin_of_activity,confused,video4110211009,au05,33).
entry(08102,end_of_activity,confused,video4110211009,au10,25).
entry(08103,end_of_activity,confused,video4110211009,au17,29).
entry(08104,begin_of_activity,confused,video4110211009,au24,24).
entry(08200,end_of_activity,confused,video4110211009,au05,33).
entry(08201,begin_of_activity,confused,video4110211009,au10,26).
entry(08202,end_of_activity,confused,video4110211009,au24,24).
entry(08300,begin_of_activity,confused,video4110211009,au04,15).
entry(08301,begin_of_activity,confused,video4110211009,au05,34).
entry(08302,end_of_activity,confused,video4110211009,au10,26).
entry(08400,end_of_activity,confused,video4110211009,au04,15).
entry(08401,end_of_activity,confused,video4110211009,au05,34).
entry(08402,begin_of_activity,confused,video4110211009,au10,27).
entry(08403,begin_of_activity,confused,video4110211009,au24,25).
entry(08500,begin_of_activity,confused,video4110211009,au05,35).
entry(08501,begin_of_activity,confused,video4110211009,au07,11).
entry(08502,end_of_activity,confused,video4110211009,au10,27).
entry(08503,begin_of_activity,confused,video4110211009,au17,30).
entry(08504,end_of_activity,confused,video4110211009,au24,25).
entry(08600,end_of_activity,confused,video4110211009,au05,35).
entry(08601,end_of_activity,confused,video4110211009,au07,11).
entry(08602,begin_of_activity,confused,video4110211009,au10,28).
entry(08603,end_of_activity,confused,video4110211009,au17,30).
entry(08604,begin_of_activity,confused,video4110211009,au24,26).
entry(08700,begin_of_activity,confused,video4110211009,au05,36).
entry(08701,end_of_activity,confused,video4110211009,au10,28).
entry(08702,end_of_activity,confused,video4110211009,au24,26).
entry(08800,begin_of_activity,confused,video4110211009,au02,23).
entry(08801,end_of_activity,confused,video4110211009,au05,36).
entry(08802,begin_of_activity,confused,video4110211009,au10,29).
entry(08803,begin_of_activity,confused,video4110211009,au24,27).
entry(08900,end_of_activity,confused,video4110211009,au02,23).
entry(08901,begin_of_activity,confused,video4110211009,au04,16).
entry(08902,begin_of_activity,confused,video4110211009,au05,37).
entry(08903,end_of_activity,confused,video4110211009,au10,29).
entry(08904,begin_of_activity,confused,video4110211009,au17,31).
entry(08905,end_of_activity,confused,video4110211009,au24,27).
entry(09000,begin_of_activity,confused,video4110211009,au02,24).
entry(09001,end_of_activity,confused,video4110211009,au04,16).
entry(09002,end_of_activity,confused,video4110211009,au05,37).
entry(09003,begin_of_activity,confused,video4110211009,au07,12).
entry(09004,begin_of_activity,confused,video4110211009,au10,30).
entry(09005,end_of_activity,confused,video4110211009,au17,31).
entry(09100,end_of_activity,confused,video4110211009,au02,24).
entry(09101,begin_of_activity,confused,video4110211009,au05,38).
entry(09102,end_of_activity,confused,video4110211009,au07,12).
entry(09103,end_of_activity,confused,video4110211009,au10,30).
entry(09104,begin_of_activity,confused,video4110211009,au17,32).
entry(09200,end_of_activity,confused,video4110211009,au05,38).
entry(09201,end_of_activity,confused,video4110211009,au17,32).
entry(09300,begin_of_activity,confused,video4110211009,au02,25).
entry(09301,begin_of_activity,confused,video4110211009,au05,39).
entry(09302,begin_of_activity,confused,video4110211009,au10,31).
entry(09303,begin_of_activity,confused,video4110211009,au17,33).
entry(09304,begin_of_activity,confused,video4110211009,au24,28).
entry(09400,end_of_activity,confused,video4110211009,au02,25).
entry(09401,end_of_activity,confused,video4110211009,au05,39).
entry(09402,end_of_activity,confused,video4110211009,au10,31).
entry(09403,end_of_activity,confused,video4110211009,au17,33).
entry(09404,end_of_activity,confused,video4110211009,au24,28).
entry(09500,begin_of_activity,confused,video4110211009,au02,26).
entry(09501,begin_of_activity,confused,video4110211009,au05,40).
entry(09502,begin_of_activity,confused,video4110211009,au17,34).
entry(09503,begin_of_activity,confused,video4110211009,au23,20).
entry(09600,end_of_activity,confused,video4110211009,au02,26).
entry(09601,begin_of_activity,confused,video4110211009,au04,17).
entry(09602,end_of_activity,confused,video4110211009,au05,40).
entry(09603,begin_of_activity,confused,video4110211009,au10,32).
entry(09604,end_of_activity,confused,video4110211009,au17,34).
entry(09605,end_of_activity,confused,video4110211009,au23,20).
entry(09700,end_of_activity,confused,video4110211009,au04,17).
entry(09701,begin_of_activity,confused,video4110211009,au05,41).
entry(09702,end_of_activity,confused,video4110211009,au10,32).
entry(09703,begin_of_activity,confused,video4110211009,au24,29).
entry(09800,begin_of_activity,confused,video4110211009,au02,27).
entry(09801,end_of_activity,confused,video4110211009,au05,41).
entry(09802,begin_of_activity,confused,video4110211009,au10,33).
entry(09803,end_of_activity,confused,video4110211009,au24,29).
entry(09900,end_of_activity,confused,video4110211009,au02,27).
entry(09901,begin_of_activity,confused,video4110211009,au05,42).
entry(09902,end_of_activity,confused,video4110211009,au10,33).
entry(09903,begin_of_activity,confused,video4110211009,au17,35).
entry(09904,begin_of_activity,confused,video4110211009,au23,21).
entry(09905,begin_of_activity,confused,video4110211009,au24,30).
entry(10000,begin_of_activity,confused,video4110211009,au02,28).
entry(10001,begin_of_activity,confused,video4110211009,au04,18).
entry(10002,end_of_activity,confused,video4110211009,au05,42).
entry(10003,begin_of_activity,confused,video4110211009,au10,34).
entry(10004,end_of_activity,confused,video4110211009,au17,35).
entry(10005,end_of_activity,confused,video4110211009,au23,21).
entry(10006,end_of_activity,confused,video4110211009,au24,30).
entry(10100,end_of_activity,confused,video4110211009,au02,28).
entry(10101,end_of_activity,confused,video4110211009,au04,18).
entry(10102,begin_of_activity,confused,video4110211009,au05,43).
entry(10103,end_of_activity,confused,video4110211009,au10,34).
entry(10104,begin_of_activity,confused,video4110211009,au17,36).
entry(10105,begin_of_activity,confused,video4110211009,au24,31).
entry(10200,begin_of_activity,confused,video4110211009,au02,29).
entry(10201,end_of_activity,confused,video4110211009,au05,43).
entry(10202,end_of_activity,confused,video4110211009,au17,36).
entry(10203,begin_of_activity,confused,video4110211009,au23,22).
entry(10204,end_of_activity,confused,video4110211009,au24,31).
entry(10300,end_of_activity,confused,video4110211009,au02,29).
entry(10301,begin_of_activity,confused,video4110211009,au04,19).
entry(10302,begin_of_activity,confused,video4110211009,au05,44).
entry(10303,begin_of_activity,confused,video4110211009,au17,37).
entry(10304,end_of_activity,confused,video4110211009,au23,22).
entry(10305,begin_of_activity,confused,video4110211009,au24,32).
entry(10400,begin_of_activity,confused,video4110211009,au02,30).
entry(10401,end_of_activity,confused,video4110211009,au04,19).
entry(10402,end_of_activity,confused,video4110211009,au05,44).
entry(10403,end_of_activity,confused,video4110211009,au17,37).
entry(10404,end_of_activity,confused,video4110211009,au24,32).
entry(10500,end_of_activity,confused,video4110211009,au02,30).
entry(10501,begin_of_activity,confused,video4110211009,au04,20).
entry(10502,begin_of_activity,confused,video4110211009,au05,45).
entry(10503,begin_of_activity,confused,video4110211009,au17,38).
entry(10600,begin_of_activity,confused,video4110211009,au02,31).
entry(10601,end_of_activity,confused,video4110211009,au04,20).
entry(10602,end_of_activity,confused,video4110211009,au05,45).
entry(10603,begin_of_activity,confused,video4110211009,au10,35).
entry(10604,end_of_activity,confused,video4110211009,au17,38).
entry(10700,end_of_activity,confused,video4110211009,au02,31).
entry(10701,begin_of_activity,confused,video4110211009,au05,46).
entry(10702,end_of_activity,confused,video4110211009,au10,35).
entry(10703,begin_of_activity,confused,video4110211009,au17,39).
entry(10704,begin_of_activity,confused,video4110211009,au24,33).
entry(10800,begin_of_activity,confused,video4110211009,au02,32).
entry(10801,end_of_activity,confused,video4110211009,au05,46).
entry(10802,begin_of_activity,confused,video4110211009,au10,36).
entry(10803,end_of_activity,confused,video4110211009,au17,39).
entry(10804,end_of_activity,confused,video4110211009,au24,33).
entry(10900,end_of_activity,confused,video4110211009,au02,32).
