entry(00000,begin_of_process,engaged,video2100592056,start,1).
entry(01503,begin_of_activity,engaged,video2100592056,au17,7).
entry(01504,begin_of_activity,engaged,video2100592056,au25,2).
entry(01600,end_of_activity,engaged,video2100592056,au07,7).
entry(01601,end_of_activity,engaged,video2100592056,au10,3).
entry(01602,end_of_activity,engaged,video2100592056,au17,7).
entry(01603,begin_of_activity,engaged,video2100592056,au24,2).
entry(01604,end_of_activity,engaged,video2100592056,au25,2).
entry(01700,begin_of_activity,engaged,video2100592056,au10,4).
entry(01701,begin_of_activity,engaged,video2100592056,au17,8).
entry(01702,end_of_activity,engaged,video2100592056,au24,2).
entry(01800,begin_of_activity,engaged,video2100592056,au07,8).
entry(01801,end_of_activity,engaged,video2100592056,au10,4).
entry(01802,end_of_activity,engaged,video2100592056,au17,8).
entry(01900,begin_of_activity,engaged,video2100592056,au04,5).
entry(01901,end_of_activity,engaged,video2100592056,au07,8).
entry(01902,begin_of_activity,engaged,video2100592056,au10,5).
entry(01903,begin_of_activity,engaged,video2100592056,au17,9).
entry(01904,begin_of_activity,engaged,video2100592056,au23,2).
entry(01905,begin_of_activity,engaged,video2100592056,au24,3).
entry(02000,end_of_activity,engaged,video2100592056,au04,5).
entry(02001,begin_of_activity,engaged,video2100592056,au07,9).
entry(02002,end_of_activity,engaged,video2100592056,au10,5).
entry(02003,end_of_activity,engaged,video2100592056,au17,9).
entry(02004,end_of_activity,engaged,video2100592056,au23,2).
entry(02005,end_of_activity,engaged,video2100592056,au24,3).
entry(02100,end_of_activity,engaged,video2100592056,au07,9).
entry(02101,begin_of_activity,engaged,video2100592056,au15,1).
entry(02102,begin_of_activity,engaged,video2100592056,au17,10).
entry(02200,begin_of_activity,engaged,video2100592056,au04,6).
entry(02201,begin_of_activity,engaged,video2100592056,au07,10).
entry(02202,end_of_activity,engaged,video2100592056,au15,1).
entry(02203,end_of_activity,engaged,video2100592056,au17,10).
entry(02300,end_of_activity,engaged,video2100592056,au04,6).
entry(02301,end_of_activity,engaged,video2100592056,au07,10).
entry(02302,begin_of_activity,engaged,video2100592056,au17,11).
entry(02303,begin_of_activity,engaged,video2100592056,au23,3).
entry(02304,begin_of_activity,engaged,video2100592056,au24,4).
entry(02400,begin_of_activity,engaged,video2100592056,au07,11).
entry(02401,end_of_activity,engaged,video2100592056,au17,11).
entry(02402,end_of_activity,engaged,video2100592056,au23,3).
entry(02403,end_of_activity,engaged,video2100592056,au24,4).
entry(02500,end_of_activity,engaged,video2100592056,au07,11).
entry(02600,begin_of_activity,engaged,video2100592056,au07,12).
entry(02601,begin_of_activity,engaged,video2100592056,au17,12).
entry(02700,end_of_activity,engaged,video2100592056,au07,12).
entry(02701,end_of_activity,engaged,video2100592056,au17,12).
entry(02702,begin_of_activity,engaged,video2100592056,au24,5).
entry(02800,begin_of_activity,engaged,video2100592056,au10,6).
entry(02801,begin_of_activity,engaged,video2100592056,au17,13).
entry(02802,end_of_activity,engaged,video2100592056,au24,5).
entry(02900,begin_of_activity,engaged,video2100592056,au04,7).
entry(02901,begin_of_activity,engaged,video2100592056,au07,13).
entry(02902,end_of_activity,engaged,video2100592056,au10,6).
entry(02903,end_of_activity,engaged,video2100592056,au17,13).
entry(03000,end_of_activity,engaged,video2100592056,au04,7).
entry(03001,end_of_activity,engaged,video2100592056,au07,13).
entry(03002,begin_of_activity,engaged,video2100592056,au17,14).
entry(03003,begin_of_activity,engaged,video2100592056,au24,6).
entry(03100,begin_of_activity,engaged,video2100592056,au07,14).
entry(03101,end_of_activity,engaged,video2100592056,au17,14).
entry(03102,end_of_activity,engaged,video2100592056,au24,6).
entry(03200,begin_of_activity,engaged,video2100592056,au04,8).
entry(03201,end_of_activity,engaged,video2100592056,au07,14).
entry(03202,begin_of_activity,engaged,video2100592056,au17,15).
entry(03203,begin_of_activity,engaged,video2100592056,au24,7).
entry(03300,end_of_activity,engaged,video2100592056,au04,8).
entry(03301,begin_of_activity,engaged,video2100592056,au07,15).
entry(03302,begin_of_activity,engaged,video2100592056,au10,7).
entry(03303,end_of_activity,engaged,video2100592056,au17,15).
entry(03304,end_of_activity,engaged,video2100592056,au24,7).
entry(03400,begin_of_activity,engaged,video2100592056,au04,9).
entry(03401,end_of_activity,engaged,video2100592056,au07,15).
entry(03402,end_of_activity,engaged,video2100592056,au10,7).
entry(03403,begin_of_activity,engaged,video2100592056,au24,8).
entry(03404,begin_of_activity,engaged,video2100592056,au25,3).
entry(03500,end_of_activity,engaged,video2100592056,au04,9).
entry(03501,begin_of_activity,engaged,video2100592056,au07,16).
entry(03502,begin_of_activity,engaged,video2100592056,au17,16).
entry(03503,end_of_activity,engaged,video2100592056,au24,8).
entry(03504,end_of_activity,engaged,video2100592056,au25,3).
entry(03600,end_of_activity,engaged,video2100592056,au07,16).
entry(03601,end_of_activity,engaged,video2100592056,au17,16).
entry(03602,begin_of_activity,engaged,video2100592056,au24,9).
entry(03700,begin_of_activity,engaged,video2100592056,au04,10).
entry(03701,end_of_activity,engaged,video2100592056,au24,9).
entry(03800,end_of_activity,engaged,video2100592056,au04,10).
entry(03801,begin_of_activity,engaged,video2100592056,au07,17).
entry(03802,begin_of_activity,engaged,video2100592056,au17,17).
entry(03803,begin_of_activity,engaged,video2100592056,au24,10).
entry(03900,end_of_activity,engaged,video2100592056,au07,17).
entry(03901,begin_of_activity,engaged,video2100592056,au10,8).
entry(03902,end_of_activity,engaged,video2100592056,au17,17).
entry(03903,end_of_activity,engaged,video2100592056,au24,10).
entry(04000,begin_of_activity,engaged,video2100592056,au07,18).
entry(04001,end_of_activity,engaged,video2100592056,au10,8).
entry(04002,begin_of_activity,engaged,video2100592056,au24,11).
entry(04100,end_of_activity,engaged,video2100592056,au07,18).
entry(04101,begin_of_activity,engaged,video2100592056,au10,9).
entry(04102,begin_of_activity,engaged,video2100592056,au17,18).
entry(04103,end_of_activity,engaged,video2100592056,au24,11).
entry(04200,begin_of_activity,engaged,video2100592056,au04,11).
entry(04201,begin_of_activity,engaged,video2100592056,au07,19).
entry(04202,end_of_activity,engaged,video2100592056,au10,9).
entry(04203,begin_of_activity,engaged,video2100592056,au15,2).
entry(04204,end_of_activity,engaged,video2100592056,au17,18).
entry(04205,begin_of_activity,engaged,video2100592056,au23,4).
entry(04206,begin_of_activity,engaged,video2100592056,au24,12).
entry(04300,end_of_activity,engaged,video2100592056,au04,11).
entry(04301,end_of_activity,engaged,video2100592056,au07,19).
entry(04302,end_of_activity,engaged,video2100592056,au15,2).
entry(04303,begin_of_activity,engaged,video2100592056,au17,19).
entry(04304,end_of_activity,engaged,video2100592056,au23,4).
entry(04305,end_of_activity,engaged,video2100592056,au24,12).
entry(04400,begin_of_activity,engaged,video2100592056,au07,20).
entry(04401,begin_of_activity,engaged,video2100592056,au11,2).
entry(04402,end_of_activity,engaged,video2100592056,au17,19).
entry(04403,begin_of_activity,engaged,video2100592056,au24,13).
entry(04500,end_of_activity,engaged,video2100592056,au07,20).
entry(04501,begin_of_activity,engaged,video2100592056,au10,10).
entry(04502,end_of_activity,engaged,video2100592056,au11,2).
entry(04503,begin_of_activity,engaged,video2100592056,au17,20).
entry(04504,end_of_activity,engaged,video2100592056,au24,13).
entry(04600,begin_of_activity,engaged,video2100592056,au07,21).
entry(04601,end_of_activity,engaged,video2100592056,au10,10).
entry(04602,end_of_activity,engaged,video2100592056,au17,20).
entry(04603,begin_of_activity,engaged,video2100592056,au23,5).
entry(04604,begin_of_activity,engaged,video2100592056,au24,14).
entry(04700,begin_of_activity,engaged,video2100592056,au04,12).
entry(04701,end_of_activity,engaged,video2100592056,au07,21).
entry(04702,begin_of_activity,engaged,video2100592056,au17,21).
entry(04703,end_of_activity,engaged,video2100592056,au23,5).
entry(04704,end_of_activity,engaged,video2100592056,au24,14).
entry(04800,end_of_activity,engaged,video2100592056,au04,12).
entry(04801,end_of_activity,engaged,video2100592056,au17,21).
entry(04802,begin_of_activity,engaged,video2100592056,au24,15).
entry(04900,begin_of_activity,engaged,video2100592056,au07,22).
entry(04901,begin_of_activity,engaged,video2100592056,au17,22).
entry(04902,end_of_activity,engaged,video2100592056,au24,15).
entry(05000,end_of_activity,engaged,video2100592056,au07,22).
entry(05001,end_of_activity,engaged,video2100592056,au17,22).
entry(05002,begin_of_activity,engaged,video2100592056,au23,6).
entry(05100,begin_of_activity,engaged,video2100592056,au04,13).
entry(05101,end_of_activity,engaged,video2100592056,au23,6).
entry(05102,begin_of_activity,engaged,video2100592056,au24,16).
entry(05200,end_of_activity,engaged,video2100592056,au04,13).
entry(05201,end_of_activity,engaged,video2100592056,au24,16).
entry(05300,begin_of_activity,engaged,video2100592056,au07,23).
entry(05301,begin_of_activity,engaged,video2100592056,au10,11).
entry(05302,begin_of_activity,engaged,video2100592056,au11,3).
entry(05303,begin_of_activity,engaged,video2100592056,au17,23).
entry(05304,begin_of_activity,engaged,video2100592056,au23,7).
entry(05400,end_of_activity,engaged,video2100592056,au07,23).
entry(05401,end_of_activity,engaged,video2100592056,au10,11).
entry(05402,end_of_activity,engaged,video2100592056,au11,3).
entry(05403,end_of_activity,engaged,video2100592056,au17,23).
entry(05404,end_of_activity,engaged,video2100592056,au23,7).
entry(05405,begin_of_activity,engaged,video2100592056,au24,17).
entry(05500,begin_of_activity,engaged,video2100592056,au04,14).
entry(05501,begin_of_activity,engaged,video2100592056,au17,24).
entry(05502,end_of_activity,engaged,video2100592056,au24,17).
entry(05600,end_of_activity,engaged,video2100592056,au04,14).
entry(05601,end_of_activity,engaged,video2100592056,au17,24).
entry(05602,begin_of_activity,engaged,video2100592056,au24,18).
entry(05700,begin_of_activity,engaged,video2100592056,au04,15).
entry(05701,begin_of_activity,engaged,video2100592056,au07,24).
entry(05702,begin_of_activity,engaged,video2100592056,au17,25).
entry(05703,end_of_activity,engaged,video2100592056,au24,18).
entry(05800,end_of_activity,engaged,video2100592056,au04,15).
entry(05801,end_of_activity,engaged,video2100592056,au07,24).
entry(05802,end_of_activity,engaged,video2100592056,au17,25).
entry(05803,begin_of_activity,engaged,video2100592056,au24,19).
entry(05900,begin_of_activity,engaged,video2100592056,au04,16).
entry(05901,begin_of_activity,engaged,video2100592056,au07,25).
entry(05902,begin_of_activity,engaged,video2100592056,au17,26).
entry(05903,end_of_activity,engaged,video2100592056,au24,19).
entry(06000,end_of_activity,engaged,video2100592056,au04,16).
entry(06001,end_of_activity,engaged,video2100592056,au07,25).
entry(06002,end_of_activity,engaged,video2100592056,au17,26).
entry(06003,begin_of_activity,engaged,video2100592056,au23,8).
entry(06004,begin_of_activity,engaged,video2100592056,au24,20).
entry(06100,begin_of_activity,engaged,video2100592056,au07,26).
entry(06101,begin_of_activity,engaged,video2100592056,au17,27).
entry(06102,end_of_activity,engaged,video2100592056,au23,8).
entry(06103,end_of_activity,engaged,video2100592056,au24,20).
entry(06200,end_of_activity,engaged,video2100592056,au07,26).
entry(06201,end_of_activity,engaged,video2100592056,au17,27).
entry(06300,begin_of_activity,engaged,video2100592056,au04,17).
entry(06400,end_of_activity,engaged,video2100592056,au04,17).
entry(06401,begin_of_activity,engaged,video2100592056,au17,28).
entry(06402,begin_of_activity,engaged,video2100592056,au24,21).
entry(06500,end_of_activity,engaged,video2100592056,au17,28).
entry(06501,end_of_activity,engaged,video2100592056,au24,21).
entry(06600,begin_of_activity,engaged,video2100592056,au10,12).
entry(06601,begin_of_activity,engaged,video2100592056,au17,29).
entry(06700,begin_of_activity,engaged,video2100592056,au07,27).
entry(06701,end_of_activity,engaged,video2100592056,au10,12).
entry(06702,end_of_activity,engaged,video2100592056,au17,29).
entry(06703,begin_of_activity,engaged,video2100592056,au23,9).
entry(06704,begin_of_activity,engaged,video2100592056,au24,22).
entry(06800,begin_of_activity,engaged,video2100592056,au04,18).
entry(06801,end_of_activity,engaged,video2100592056,au07,27).
entry(06802,end_of_activity,engaged,video2100592056,au23,9).
entry(06803,end_of_activity,engaged,video2100592056,au24,22).
entry(06900,end_of_activity,engaged,video2100592056,au04,18).
entry(06901,begin_of_activity,engaged,video2100592056,au07,28).
entry(06902,begin_of_activity,engaged,video2100592056,au23,10).
entry(07000,end_of_activity,engaged,video2100592056,au07,28).
entry(07001,begin_of_activity,engaged,video2100592056,au17,30).
entry(07002,end_of_activity,engaged,video2100592056,au23,10).
entry(07100,end_of_activity,engaged,video2100592056,au17,30).
entry(07200,begin_of_activity,engaged,video2100592056,au04,19).
entry(07201,begin_of_activity,engaged,video2100592056,au07,29).
entry(07202,begin_of_activity,engaged,video2100592056,au23,11).
entry(07203,begin_of_activity,engaged,video2100592056,au24,23).
entry(07300,end_of_activity,engaged,video2100592056,au04,19).
entry(07301,end_of_activity,engaged,video2100592056,au07,29).
entry(07302,end_of_activity,engaged,video2100592056,au23,11).
entry(07303,end_of_activity,engaged,video2100592056,au24,23).
entry(07400,begin_of_activity,engaged,video2100592056,au04,20).
entry(07401,begin_of_activity,engaged,video2100592056,au17,31).
entry(07402,begin_of_activity,engaged,video2100592056,au24,24).
entry(07500,end_of_activity,engaged,video2100592056,au04,20).
entry(07501,begin_of_activity,engaged,video2100592056,au07,30).
entry(07502,end_of_activity,engaged,video2100592056,au17,31).
entry(07503,end_of_activity,engaged,video2100592056,au24,24).
entry(07600,begin_of_activity,engaged,video2100592056,au04,21).
entry(07601,end_of_activity,engaged,video2100592056,au07,30).
entry(07602,begin_of_activity,engaged,video2100592056,au17,32).
entry(07603,begin_of_activity,engaged,video2100592056,au23,12).
entry(07604,begin_of_activity,engaged,video2100592056,au24,25).
entry(07700,end_of_activity,engaged,video2100592056,au04,21).
entry(07701,begin_of_activity,engaged,video2100592056,au07,31).
entry(07702,end_of_activity,engaged,video2100592056,au17,32).
entry(07703,end_of_activity,engaged,video2100592056,au23,12).
entry(07704,end_of_activity,engaged,video2100592056,au24,25).
entry(07800,begin_of_activity,engaged,video2100592056,au04,22).
entry(07801,end_of_activity,engaged,video2100592056,au07,31).
entry(07900,end_of_activity,engaged,video2100592056,au04,22).
entry(07901,begin_of_activity,engaged,video2100592056,au15,3).
entry(07902,begin_of_activity,engaged,video2100592056,au23,13).
entry(07903,begin_of_activity,engaged,video2100592056,au24,26).
entry(08000,begin_of_activity,engaged,video2100592056,au04,23).
entry(08001,begin_of_activity,engaged,video2100592056,au07,32).
entry(08002,end_of_activity,engaged,video2100592056,au15,3).
entry(08003,begin_of_activity,engaged,video2100592056,au17,33).
entry(08004,end_of_activity,engaged,video2100592056,au23,13).
entry(08005,end_of_activity,engaged,video2100592056,au24,26).
entry(08100,end_of_activity,engaged,video2100592056,au04,23).
entry(08101,end_of_activity,engaged,video2100592056,au07,32).
entry(08102,end_of_activity,engaged,video2100592056,au17,33).
entry(08103,begin_of_activity,engaged,video2100592056,au24,27).
entry(08200,begin_of_activity,engaged,video2100592056,au07,33).
entry(08201,begin_of_activity,engaged,video2100592056,au17,34).
entry(08202,begin_of_activity,engaged,video2100592056,au23,14).
entry(08203,end_of_activity,engaged,video2100592056,au24,27).
entry(08300,end_of_activity,engaged,video2100592056,au07,33).
entry(08301,begin_of_activity,engaged,video2100592056,au15,4).
entry(08302,end_of_activity,engaged,video2100592056,au17,34).
entry(08303,end_of_activity,engaged,video2100592056,au23,14).
entry(08400,begin_of_activity,engaged,video2100592056,au04,24).
entry(08401,begin_of_activity,engaged,video2100592056,au07,34).
entry(08402,begin_of_activity,engaged,video2100592056,au10,13).
entry(08403,end_of_activity,engaged,video2100592056,au15,4).
entry(08404,begin_of_activity,engaged,video2100592056,au17,35).
entry(08405,begin_of_activity,engaged,video2100592056,au24,28).
entry(08500,end_of_activity,engaged,video2100592056,au04,24).
entry(08501,end_of_activity,engaged,video2100592056,au07,34).
entry(08502,end_of_activity,engaged,video2100592056,au10,13).
entry(08503,end_of_activity,engaged,video2100592056,au17,35).
entry(08504,end_of_activity,engaged,video2100592056,au24,28).
entry(08505,begin_of_activity,engaged,video2100592056,au28,1).
entry(08600,begin_of_activity,engaged,video2100592056,au04,25).
entry(08601,begin_of_activity,engaged,video2100592056,au07,35).
entry(08602,end_of_activity,engaged,video2100592056,au28,1).
entry(08700,end_of_activity,engaged,video2100592056,au04,25).
entry(08701,end_of_activity,engaged,video2100592056,au07,35).
entry(08702,begin_of_activity,engaged,video2100592056,au11,4).
entry(08703,begin_of_activity,engaged,video2100592056,au17,36).
entry(08704,begin_of_activity,engaged,video2100592056,au23,15).
entry(08705,begin_of_activity,engaged,video2100592056,au24,29).
entry(08800,begin_of_activity,engaged,video2100592056,au10,14).
entry(08801,end_of_activity,engaged,video2100592056,au11,4).
entry(08802,end_of_activity,engaged,video2100592056,au17,36).
entry(08803,end_of_activity,engaged,video2100592056,au23,15).
entry(08804,end_of_activity,engaged,video2100592056,au24,29).
entry(08900,begin_of_activity,engaged,video2100592056,au07,36).
entry(08901,end_of_activity,engaged,video2100592056,au10,14).
entry(08902,begin_of_activity,engaged,video2100592056,au23,16).
entry(08903,begin_of_activity,engaged,video2100592056,au24,30).
entry(09000,end_of_activity,engaged,video2100592056,au07,36).
entry(09001,begin_of_activity,engaged,video2100592056,au17,37).
entry(09002,end_of_activity,engaged,video2100592056,au23,16).
entry(09003,end_of_activity,engaged,video2100592056,au24,30).
entry(09100,end_of_activity,engaged,video2100592056,au17,37).
entry(09101,begin_of_activity,engaged,video2100592056,au24,31).
entry(09200,begin_of_activity,engaged,video2100592056,au07,37).
entry(09201,begin_of_activity,engaged,video2100592056,au10,15).
entry(09202,begin_of_activity,engaged,video2100592056,au11,5).
entry(09203,begin_of_activity,engaged,video2100592056,au23,17).
entry(09204,end_of_activity,engaged,video2100592056,au24,31).
entry(09300,begin_of_activity,engaged,video2100592056,au04,26).
entry(09301,end_of_activity,engaged,video2100592056,au07,37).
entry(09302,end_of_activity,engaged,video2100592056,au10,15).
entry(09303,end_of_activity,engaged,video2100592056,au11,5).
entry(09304,end_of_activity,engaged,video2100592056,au23,17).
entry(09305,begin_of_activity,engaged,video2100592056,au24,32).
entry(09400,end_of_activity,engaged,video2100592056,au04,26).
entry(09401,begin_of_activity,engaged,video2100592056,au11,6).
entry(09402,begin_of_activity,engaged,video2100592056,au17,38).
entry(09403,end_of_activity,engaged,video2100592056,au24,32).
entry(09404,begin_of_activity,engaged,video2100592056,au28,2).
entry(09500,begin_of_activity,engaged,video2100592056,au04,27).
entry(09501,end_of_activity,engaged,video2100592056,au11,6).
entry(09502,end_of_activity,engaged,video2100592056,au17,38).
entry(09503,end_of_activity,engaged,video2100592056,au28,2).
entry(09600,end_of_activity,engaged,video2100592056,au04,27).
entry(09601,begin_of_activity,engaged,video2100592056,au07,38).
entry(09602,begin_of_activity,engaged,video2100592056,au23,18).
entry(09700,end_of_activity,engaged,video2100592056,au07,38).
entry(09701,begin_of_activity,engaged,video2100592056,au17,39).
entry(09702,end_of_activity,engaged,video2100592056,au23,18).
entry(09703,begin_of_activity,engaged,video2100592056,au24,33).
entry(09800,begin_of_activity,engaged,video2100592056,au04,28).
entry(09801,end_of_activity,engaged,video2100592056,au17,39).
entry(09802,begin_of_activity,engaged,video2100592056,au23,19).
entry(09803,end_of_activity,engaged,video2100592056,au24,33).
entry(09900,end_of_activity,engaged,video2100592056,au04,28).
entry(09901,begin_of_activity,engaged,video2100592056,au10,16).
entry(09902,begin_of_activity,engaged,video2100592056,au15,5).
entry(09903,begin_of_activity,engaged,video2100592056,au17,40).
entry(09904,end_of_activity,engaged,video2100592056,au23,19).
entry(10000,begin_of_activity,engaged,video2100592056,au04,29).
entry(10001,end_of_activity,engaged,video2100592056,au10,16).
entry(10002,end_of_activity,engaged,video2100592056,au15,5).
entry(10003,end_of_activity,engaged,video2100592056,au17,40).
entry(10004,begin_of_activity,engaged,video2100592056,au24,34).
entry(10100,end_of_activity,engaged,video2100592056,au04,29).
entry(10101,begin_of_activity,engaged,video2100592056,au07,39).
entry(10102,begin_of_activity,engaged,video2100592056,au11,7).
entry(10103,begin_of_activity,engaged,video2100592056,au17,41).
entry(10104,end_of_activity,engaged,video2100592056,au24,34).
entry(10200,end_of_activity,engaged,video2100592056,au07,39).
entry(10201,end_of_activity,engaged,video2100592056,au11,7).
entry(10202,begin_of_activity,engaged,video2100592056,au14,1).
entry(10203,end_of_activity,engaged,video2100592056,au17,41).
entry(10300,begin_of_activity,engaged,video2100592056,au04,30).
entry(10301,begin_of_activity,engaged,video2100592056,au07,40).
entry(10302,end_of_activity,engaged,video2100592056,au14,1).
entry(10303,begin_of_activity,engaged,video2100592056,au17,42).
entry(10304,begin_of_activity,engaged,video2100592056,au23,20).
entry(10305,begin_of_activity,engaged,video2100592056,au24,35).
entry(10400,end_of_activity,engaged,video2100592056,au04,30).
entry(10401,end_of_activity,engaged,video2100592056,au07,40).
entry(10402,end_of_activity,engaged,video2100592056,au17,42).
entry(10403,end_of_activity,engaged,video2100592056,au23,20).
entry(10404,end_of_activity,engaged,video2100592056,au24,35).
entry(10500,begin_of_activity,engaged,video2100592056,au07,41).
entry(10600,begin_of_activity,engaged,video2100592056,au04,31).
entry(10601,end_of_activity,engaged,video2100592056,au07,41).
entry(10602,begin_of_activity,engaged,video2100592056,au23,21).
entry(10700,end_of_activity,engaged,video2100592056,au04,31).
entry(10701,begin_of_activity,engaged,video2100592056,au10,17).
entry(10702,end_of_activity,engaged,video2100592056,au23,21).
entry(10800,begin_of_activity,engaged,video2100592056,au04,32).
entry(10801,end_of_activity,engaged,video2100592056,au10,17).
entry(10802,begin_of_activity,engaged,video2100592056,au23,22).
entry(10803,begin_of_activity,engaged,video2100592056,au24,36).
entry(10804,begin_of_activity,engaged,video2100592056,au28,3).
entry(10900,end_of_activity,engaged,video2100592056,au04,32).
entry(10901,begin_of_activity,engaged,video2100592056,au07,42).
entry(10902,end_of_activity,engaged,video2100592056,au23,22).
entry(10903,end_of_activity,engaged,video2100592056,au24,36).
entry(10904,end_of_activity,engaged,video2100592056,au28,3).
entry(11000,end_of_activity,engaged,video2100592056,au07,42).
entry(11001,begin_of_activity,engaged,video2100592056,au10,18).
entry(11002,begin_of_activity,engaged,video2100592056,au23,23).
entry(11003,begin_of_activity,engaged,video2100592056,au24,37).
entry(11100,begin_of_activity,engaged,video2100592056,au04,33).
entry(11101,begin_of_activity,engaged,video2100592056,au07,43).
entry(11102,end_of_activity,engaged,video2100592056,au10,18).
entry(11103,begin_of_activity,engaged,video2100592056,au17,43).
entry(11104,end_of_activity,engaged,video2100592056,au23,23).
entry(11105,end_of_activity,engaged,video2100592056,au24,37).
entry(11200,end_of_activity,engaged,video2100592056,au04,33).
entry(11201,end_of_activity,engaged,video2100592056,au07,43).
entry(11202,end_of_activity,engaged,video2100592056,au17,43).
entry(11300,begin_of_activity,engaged,video2100592056,au11,8).
entry(11301,begin_of_activity,engaged,video2100592056,au17,44).
entry(11302,begin_of_activity,engaged,video2100592056,au23,24).
entry(11303,begin_of_activity,engaged,video2100592056,au24,38).
entry(11400,begin_of_activity,engaged,video2100592056,au07,44).
entry(11401,end_of_activity,engaged,video2100592056,au11,8).
entry(11402,end_of_activity,engaged,video2100592056,au17,44).
entry(11403,end_of_activity,engaged,video2100592056,au23,24).
entry(11404,end_of_activity,engaged,video2100592056,au24,38).
entry(11500,end_of_activity,engaged,video2100592056,au07,44).
entry(11501,begin_of_activity,engaged,video2100592056,au17,45).
entry(11502,begin_of_activity,engaged,video2100592056,au24,39).
entry(11503,begin_of_activity,engaged,video2100592056,au25,4).
entry(11600,begin_of_activity,engaged,video2100592056,au04,34).
entry(11601,end_of_activity,engaged,video2100592056,au17,45).
entry(11602,begin_of_activity,engaged,video2100592056,au23,25).
entry(11603,end_of_activity,engaged,video2100592056,au24,39).
entry(11604,end_of_activity,engaged,video2100592056,au25,4).
entry(11700,end_of_activity,engaged,video2100592056,au04,34).
entry(11701,end_of_activity,engaged,video2100592056,au23,25).
entry(11702,begin_of_activity,engaged,video2100592056,au24,40).
entry(11800,end_of_activity,engaged,video2100592056,au24,40).
entry(11900,begin_of_activity,engaged,video2100592056,au07,45).
entry(12000,end_of_activity,engaged,video2100592056,au07,45).
entry(12001,begin_of_activity,engaged,video2100592056,au15,6).
entry(12002,begin_of_activity,engaged,video2100592056,au23,26).
entry(12100,begin_of_activity,engaged,video2100592056,au04,35).
entry(12101,end_of_activity,engaged,video2100592056,au15,6).
entry(12102,begin_of_activity,engaged,video2100592056,au17,46).
entry(12103,end_of_activity,engaged,video2100592056,au23,26).
entry(12200,end_of_activity,engaged,video2100592056,au04,35).
entry(12201,begin_of_activity,engaged,video2100592056,au07,46).
entry(12202,end_of_activity,engaged,video2100592056,au17,46).
entry(12203,begin_of_activity,engaged,video2100592056,au24,41).
entry(12300,end_of_activity,engaged,video2100592056,au07,46).
entry(12301,begin_of_activity,engaged,video2100592056,au23,27).
entry(12302,end_of_activity,engaged,video2100592056,au24,41).
entry(12400,begin_of_activity,engaged,video2100592056,au04,36).
entry(12401,begin_of_activity,engaged,video2100592056,au07,47).
entry(12402,end_of_activity,engaged,video2100592056,au23,27).
