AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,input,naturalLanguageDescription
0.490814805,0.5178718567,0.47903341050000003,0.6134697199,0.1220002025,0.0,0.2703691125,0.0036515552,0.4644446969,0.12194037440000001,0.2897824645,0.43306431170000004,0.48530963060000004,0.0,0.3004220724,0.5758737326,0.1097138077,0.1977146715,0.1611706913,0.021031891900000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10122997.jpg,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5758737326; "
0.4975689948,0.5598805547,0.3533027768,0.4419733286,0.0888787806,0.0,0.1611697972,0.0060493909,0.46576222780000004,0.0285268743,0.0902914479,0.1829286665,0.5495599508,0.0,0.3815751672,0.5094055533,0.0752219185,0.0610155277,0.0425183214,0.0433763936,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10134025.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5495599508; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5094055533; "
0.2131229043,0.4106980562,0.3625270128,0.4742257595,0.0858355835,0.0,0.20640768110000002,0.0677393079,0.4608238041,0.055958207700000005,0.15669626,0.4972336292,0.5148657560000001,0.0,0.4262480736,0.5566032529,0.0115584107,0.0646447539,0.1365449131,0.0188239384,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_1015213.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.514865756; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5566032529; "
0.5634519458,0.4707239568,0.19430869820000002,0.377425909,0.1507932991,0.0,0.1518145502,0.0007798984,0.4698486328,0.0651033074,0.4134678543,0.3975211382,0.4734514952,0.0,0.351473242,0.44635602830000004,0.0289961137,0.0765393302,0.0159541499,0.1207889095,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10176265.jpg,
0.4807731509,0.3896419108,0.5927131772,0.4286774397,0.1277953684,0.0,0.2737472951,0.0059266794,0.47517508270000003,0.1441776156,0.1886784881,0.2522733808,0.4925718009,0.0,0.2720101774,0.45629030470000004,0.49212297800000004,0.4263920188,0.0471837148,0.2149031609,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10192232.jpg,
0.25520658490000003,0.4239942431,0.6174928546,0.3892937601,0.7666231394,1.0,0.5608945489,0.047343261500000004,0.5025213957,0.6174419522,0.7581961751,0.49366718530000003,0.5955587029,1.0,0.3635048866,0.5718782544000001,0.093397662,0.1024523601,0.0132868784,0.6245872974000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10204058.jpg,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5025213957; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.6174419522; Dimpler, using the muscles: Buccinator, with a value of 0.7581961751; Chin Raiser, using the muscles: Mentalis, with a value of 0.5955587029; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5718782544; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.6245872974; "
0.2918872833,0.4400245249,0.2626036406,0.3778582811,0.6632964611000001,1.0,0.34825488920000003,0.5848253965,0.4663305283,0.5118114352,0.4873533249,0.8152346611,0.6376888156,0.0,0.3395190835,0.4074390531,0.9599292874,0.2294417471,0.0457080752,0.0701137856,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10235859.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5848253965; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.5118114352; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.8152346611; Chin Raiser, using the muscles: Mentalis, with a value of 0.6376888156; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.9599292874; "
0.416161865,0.48994928600000004,0.3236294091,0.3039282262,0.11163999890000001,0.0,0.3754577041,0.1755212247,0.509334147,0.1791743934,0.32880747320000003,0.5663178563,0.5736873746,0.0,0.4862296581,0.44412922860000004,0.300016135,0.1263062358,0.1177439317,0.1540012956,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10248550.jpg,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.509334147; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5663178563; Chin Raiser, using the muscles: Mentalis, with a value of 0.5736873746; "
0.1671692729,0.4409885705,0.4140966237,0.3022147417,0.5329892039,1.0,0.5443785191,0.4284221232,0.4706620574,0.21279838680000002,0.5859031677000001,0.1880258769,0.6017411351,1.0,0.3793964684,0.5033982396,0.0214945115,0.10771683600000001,0.0847275257,0.6388666630000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10274140.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.5859031677; Chin Raiser, using the muscles: Mentalis, with a value of 0.6017411351; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5033982396; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.638866663; "
0.4654279947,0.4121665061,0.43683531880000004,0.4298000932,0.1838650405,1.0,0.5198268294,0.1338096112,0.49508884550000004,0.3303394318,0.8568038344000001,0.1437256485,0.7169126868,1.0,0.6238290668,0.6027744412,0.0072445655,0.1565794051,0.0432561822,0.20657995340000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10336071.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.8568038344; Chin Raiser, using the muscles: Mentalis, with a value of 0.7169126868; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.6238290668; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.6027744412; "
0.522597611,0.4814000726,0.1890428364,0.4933097363,0.1421799511,1.0,0.24005387720000002,0.1179935336,0.46926409010000003,0.1209583431,0.27904719110000004,0.24783681330000001,0.6836130023,0.0,0.41621357200000003,0.5822986960000001,0.0073151710000000005,0.1289653778,0.27667436,0.12493001670000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10351430.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.6836130023; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.582298696; "
0.4356732666,0.3834899664,0.2462364435,0.3829886615,0.1083886102,0.0,0.1994343996,0.5694810152,0.46836027500000005,0.0456683673,0.4987390339,0.2412860245,0.4008691311,0.0,0.300411284,0.4447082281,0.3909781277,0.2111070752,0.0715129375,0.0638714731,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10358725.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5694810152; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10392723.jpg,
0.40733855960000004,0.41429868340000003,0.4111008048,0.4736400247,0.3178431094,1.0,0.2972368896,0.029774677000000003,0.4682201147,0.4484685659,0.5640948415,0.40742486720000004,0.5218450427,0.0,0.34264382720000003,0.45627835390000004,0.5504182577,0.1125734001,0.010043124700000001,0.059044089200000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10399611.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.5640948415; Chin Raiser, using the muscles: Mentalis, with a value of 0.5218450427; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.5504182577; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10408895.jpg,
0.42722687130000003,0.6084445119,0.5911775827,0.35674005750000004,0.118913129,0.0,0.46453627940000003,0.0011399416,0.46878466010000003,0.0548684448,0.33332952860000004,0.11982862650000001,0.42402452230000004,0.0,0.2120940834,0.5782315731000001,0.016425743700000002,0.32161757350000003,0.2412120402,0.4119345546,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10444028.jpg,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5782315731; "
0.21820048990000002,0.4907231629,0.5214028955000001,0.4098783433,0.1002384052,1.0,0.2221476436,0.021320553500000002,0.4640800953,0.0390609093,0.1489320248,0.1248743013,0.5287168026,0.0,0.287424624,0.5423374176,0.0858437419,0.0960166752,0.1152176112,0.15396402780000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10449200.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5287168026; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5423374176; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10474133.jpg,
0.5677002668000001,0.5424394608,0.3055113256,0.3213503659,0.5229129791,0.0,0.4858669639,0.0241445526,0.5120843053,0.4971319139,0.6879495978,0.2194608897,0.32400843500000004,1.0,0.4594734311,0.3310483098,0.9993491769,0.6528251767000001,0.0104271611,0.3314174414,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_1055316.jpg,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5120843053; Dimpler, using the muscles: Buccinator, with a value of 0.6879495978; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.9993491769; Jaw Drop, using the muscles: Masseter, Temporalis, Medial Pterygoid, with a value of 0.6528251767; "
0.343350023,0.422318548,0.47883954640000004,0.40263968710000003,0.1412564516,0.0,0.25910392400000004,0.9053701758,0.5005766749,0.0733633488,0.5329049826,0.19374826550000002,0.5490835309000001,0.0,0.3979799151,0.45042455200000003,0.2572650611,0.3103547692,0.0489244647,0.0306574665,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10576214.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.9053701758; Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5005766749; Dimpler, using the muscles: Buccinator, with a value of 0.5329049826; Chin Raiser, using the muscles: Mentalis, with a value of 0.5490835309; "
0.2135600895,0.4485903382,0.5501796603,0.3891164362,0.0709376037,0.0,0.1377343684,0.24921287600000003,0.4672454,0.020105533300000002,0.179788053,0.42150118950000004,0.43717214470000004,0.0,0.2412183136,0.4625109732,0.0275505371,0.0489970371,0.09776684640000001,0.020708335600000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10631290.jpg,
0.5011702776,0.4561344385,0.348638624,0.4601791799,0.1220903322,1.0,0.3606686592,0.7028242946000001,0.5000243783,0.0810743496,0.5397213101,0.2960757613,0.3907366097,1.0,0.1878590286,0.5961156487,0.041925035400000005,0.08395468440000001,0.0184703153,0.34975287320000004,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10642717.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7028242946; Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.5000243783; Dimpler, using the muscles: Buccinator, with a value of 0.5397213101; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5961156487; "
0.5501204133,0.5106179714,0.5031654239,0.40717625620000003,0.23178443310000002,0.0,0.26090657710000004,0.36222174760000003,0.4752101898,0.1283069104,0.1888164133,0.44092473390000003,0.4719856679,0.0,0.30794501300000005,0.5154727101000001,0.028174018500000002,0.3292581141,0.0523398183,0.22232352200000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10643239.jpg,"Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5154727101; "
0.33199864630000003,0.41317611930000003,0.5062378049,0.7374587655,0.055929333000000005,0.0,0.0954650715,0.0931009948,0.4626464844,0.039668157700000005,0.1541825682,0.1309095025,0.5845507979,0.0,0.1821633577,0.4629895687,0.1891824007,0.5939055085,0.0267780591,0.013979136000000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10650422.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5845507979; Jaw Drop, using the muscles: Masseter, Temporalis, Medial Pterygoid, with a value of 0.5939055085; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10659901.jpg,
0.4589625001,0.5027344227,0.46228688960000003,0.7408134341,0.08804512020000001,0.0,0.11404206600000001,0.0146897407,0.4703187346,0.0815828666,0.7504959106,0.0522300452,0.47697278860000003,1.0,0.48384350540000004,0.6060865521000001,0.0002945704,0.0701820105,0.4696931541,0.050744786900000005,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10662933.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.7504959106; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.6060865521; "
0.4258077145,0.4019070864,0.4547306895,0.41667005420000003,0.23619113860000002,1.0,0.3150893748,0.4002589583,0.47218492630000003,0.1269027442,0.4629726112,0.3720543981,0.4914698005,0.0,0.3924939036,0.46486872430000004,0.6664711237000001,0.30375275020000003,0.0044269571,0.7830041051000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10665136.jpg,"Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.6664711237; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.7830041051; "
0.3084523678,0.42753148080000003,0.6307513118,0.3592440784,0.1264761686,0.0,0.20449166,0.1265152097,0.508413434,0.06961578880000001,0.45903036,0.5032911301,0.5411949754000001,0.0,0.3914325833,0.5986054540000001,0.0034625842,0.126703009,0.49355024100000006,0.0197965633,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10677931.jpg,"Nasolabial Deepener, using the muscles: Zygomaticus Minor, with a value of 0.508413434; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5032911301; Chin Raiser, using the muscles: Mentalis, with a value of 0.5411949754; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.598605454; "
0.36693298820000003,0.44829696420000004,0.6324734688,0.31363025310000003,0.1275321543,0.0,0.312510401,0.5645689368,0.46309190990000004,0.0299811959,0.5500530005000001,0.2666530013,0.4030417204,0.0,0.33028846980000004,0.5738049150000001,0.015315542000000001,0.0410790071,0.0557672083,0.23559646310000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_1068344.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.5645689368; Dimpler, using the muscles: Buccinator, with a value of 0.5500530005; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.573804915; "
0.2748590708,0.4365510643,0.47544932370000004,0.3365938067,0.8612857461000001,1.0,0.6451092958,0.9907132387,0.4975053668,0.7666364312,0.7990524769,0.5998533368,0.6595439911000001,0.0,0.47287353870000004,0.4708088338,0.053119678100000005,0.1306880265,0.0680117011,0.8941951394000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_1073726.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.9907132387; Lip Corner Puller, using the muscles: Zygomaticus Major, with a value of 0.7666364312; Dimpler, using the muscles: Buccinator, with a value of 0.7990524769; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.5998533368; Chin Raiser, using the muscles: Mentalis, with a value of 0.6595439911; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.8941951394; "
0.4678542912,0.5107442141,0.4367878139,0.5458352566,0.2707130611,0.0,0.2457802594,0.0414057225,0.4735634327,0.1514776796,0.4841626585,0.0317387581,0.5076694489,0.0,0.3314608634,0.6063763499,0.0331701748,0.0881290063,0.1168421432,0.017734197900000002,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10745478.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5076694489; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.6063763499; "
0.3293094635,0.4901684821,0.6439493299,0.24926017220000002,0.142996639,0.0,0.4105850458,0.2031601965,0.46421509980000003,0.0841377676,0.3531742692,0.3442441225,0.4913692772,0.0,0.3689771593,0.46221843360000003,0.0087430319,0.0317692235,0.274458468,0.9322122335,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10783695.jpg,"Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.9322122335; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10842325.jpg,
0.35594341160000004,0.5086624026000001,0.6423414350000001,0.41611486670000003,0.4437519908,0.0,0.4908666015,0.0495015197,0.4896782041,0.2473505735,0.40691760180000003,0.4392932057,0.5103324056,0.0,0.1729871482,0.46077165010000004,0.0090915943,0.08973585070000001,0.1482928842,0.8601623178000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10883978.jpg,"Chin Raiser, using the muscles: Mentalis, with a value of 0.5103324056; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.8601623178; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_1088995.jpg,
0.2646256685,0.3909350634,0.1485138983,0.592907548,0.4024751782,1.0,0.3490086794,0.3453551829,0.4778047204,0.40978229050000003,0.2757565677,0.3694880903,0.3857016861,1.0,0.3559954464,0.3254840076,0.9808700681,0.391562134,0.0136528285,0.0763632432,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10926620.jpg,"Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.9808700681; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10933874.jpg,
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10945017.jpg,
0.2939748466,0.3804111779,0.4416543543,0.4824739099,0.0866731852,1.0,0.1498759687,0.1027046219,0.4726270735,0.061335500300000005,0.6115373969,0.2313110977,0.5357441306,0.0,0.3719678521,0.469193548,0.0025565408,0.0647520348,0.1268608421,0.014882437,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10963954.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.6115373969; Chin Raiser, using the muscles: Mentalis, with a value of 0.5357441306; "
0.3656613529,0.4577249587,0.2978195548,0.653984189,0.0922777057,0.0,0.2338796407,0.07105183600000001,0.4677030742,0.1900320053,0.7088488340000001,0.1503944993,0.5138358474,0.0,0.3078739941,0.4479554296,0.0898820162,0.13484728340000002,0.0932900682,0.058734022100000005,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_10984846.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.708848834; Chin Raiser, using the muscles: Mentalis, with a value of 0.5138358474; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_11002375.jpg,
0.29358658190000003,0.3961251676,0.3653100133,0.3366874158,0.1764430553,0.0,0.3963060081,0.7485290766,0.4690623581,0.18175624310000002,0.6136826277,0.6733286977,0.556550324,1.0,0.46835210920000003,0.5229965448,0.0606148057,0.1189776137,0.010361241200000001,0.5645716190000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_11007176.jpg,"Upper Lip Raiser, using the muscles: Levator Labii Superioris, with a value of 0.7485290766; Dimpler, using the muscles: Buccinator, with a value of 0.6136826277; Lip Corner Depressor, using the muscles: Depressor Anguli Oris, with a value of 0.6733286977; Chin Raiser, using the muscles: Mentalis, with a value of 0.556550324; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5229965448; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.564571619; "
0.5531294346,0.5717756748,0.4129535556,0.8067889810000001,0.08945593980000001,0.0,0.1296897978,0.0748908818,0.4681511223,0.06529407200000001,0.7428948879,0.2150924206,0.6055306196,0.0,0.3504108489,0.49638438220000003,0.004040529,0.0332854688,0.0801076815,0.0381848402,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_11036409.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.7428948879; Chin Raiser, using the muscles: Mentalis, with a value of 0.6055306196; "
,,,,,,,,,,,,,,,,,,,,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_11077810.jpg,
0.4595752656,0.5649499893000001,0.09613999720000001,0.2488626391,0.4662123919,0.0,0.27204930780000003,0.0178135149,0.4765154123,0.25653639440000003,0.5861771107,0.0923451334,0.4594188631,1.0,0.311961174,0.5356389284,0.0573683828,0.0963635072,0.1389155686,0.7439917326000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_11080278.jpg,"Dimpler, using the muscles: Buccinator, with a value of 0.5861771107; Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Pressor, using the muscles: Orbicularis Oris, with a value of 0.5356389284; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.7439917326; "
0.4813640416,0.4848237038,0.2488549948,0.27067282800000003,0.3322871625,0.0,0.28902629020000004,0.0131802829,0.49442708490000004,0.26661583780000003,0.3090148568,0.33373886350000004,0.4596581161,1.0,0.3928138912,0.4349090755,0.6531434655,0.566904068,0.0328010917,0.31458202,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_11084787.jpg,"Lip Stretcher, using the muscles: Risorius, Platysma, with a value of 1.0; Lip Part, using the muscles: Depressor Labii Inferioris, with a value of 0.6531434655; Jaw Drop, using the muscles: Masseter, Temporalis, Medial Pterygoid, with a value of 0.566904068; "
0.40979313850000004,0.4021065533,0.44747859240000004,0.48746433850000004,0.0614136271,0.0,0.34983068700000003,0.0709241033,0.4678623974,0.029800836,0.4014274478,0.1303296685,0.4986845851,0.0,0.5919162631,0.45419237020000003,0.2228370458,0.2023360878,0.0977961496,0.7233079076000001,C:/Users/Alessandro/Desktop/bachelor-s-thesis/datasets/FER 2013/train/sad/Training_11106902.jpg,"Lip Tightener, using the muscles: Orbicularis Oris, with a value of 0.5919162631; Eyes Closed, using the muscles: Levator Palebrae Superioris (relaxation), with a value of 0.7233079076; "
