entry(00000,begin_of_process,frustrated,video4110211005,start,1).
entry(01003,end_of_activity,frustrated,video4110211005,au23,2).
entry(01100,end_of_activity,frustrated,video4110211005,au05,4).
entry(01101,begin_of_activity,frustrated,video4110211005,au15,5).
entry(01102,end_of_activity,frustrated,video4110211005,au17,6).
entry(01103,begin_of_activity,frustrated,video4110211005,au23,3).
entry(01200,begin_of_activity,frustrated,video4110211005,au05,5).
entry(01201,end_of_activity,frustrated,video4110211005,au15,5).
entry(01202,begin_of_activity,frustrated,video4110211005,au17,7).
entry(01203,end_of_activity,frustrated,video4110211005,au23,3).
entry(01300,end_of_activity,frustrated,video4110211005,au05,5).
entry(01301,begin_of_activity,frustrated,video4110211005,au07,1).
entry(01302,end_of_activity,frustrated,video4110211005,au17,7).
entry(01400,begin_of_activity,frustrated,video4110211005,au02,2).
entry(01401,begin_of_activity,frustrated,video4110211005,au05,6).
entry(01402,end_of_activity,frustrated,video4110211005,au07,1).
entry(01403,begin_of_activity,frustrated,video4110211005,au15,6).
entry(01404,begin_of_activity,frustrated,video4110211005,au17,8).
entry(01500,end_of_activity,frustrated,video4110211005,au02,2).
entry(01501,end_of_activity,frustrated,video4110211005,au05,6).
entry(01502,end_of_activity,frustrated,video4110211005,au15,6).
entry(01503,end_of_activity,frustrated,video4110211005,au17,8).
entry(01600,begin_of_activity,frustrated,video4110211005,au05,7).
entry(01601,begin_of_activity,frustrated,video4110211005,au15,7).
entry(01602,begin_of_activity,frustrated,video4110211005,au17,9).
entry(01700,end_of_activity,frustrated,video4110211005,au05,7).
entry(01701,end_of_activity,frustrated,video4110211005,au15,7).
entry(01702,end_of_activity,frustrated,video4110211005,au17,9).
entry(01800,begin_of_activity,frustrated,video4110211005,au05,8).
entry(01801,begin_of_activity,frustrated,video4110211005,au15,8).
entry(01802,begin_of_activity,frustrated,video4110211005,au17,10).
entry(01900,end_of_activity,frustrated,video4110211005,au05,8).
entry(01901,end_of_activity,frustrated,video4110211005,au15,8).
entry(01902,end_of_activity,frustrated,video4110211005,au17,10).
entry(02000,begin_of_activity,frustrated,video4110211005,au02,3).
entry(02001,begin_of_activity,frustrated,video4110211005,au05,9).
entry(02002,begin_of_activity,frustrated,video4110211005,au17,11).
entry(02100,end_of_activity,frustrated,video4110211005,au02,3).
entry(02101,end_of_activity,frustrated,video4110211005,au05,9).
entry(02102,begin_of_activity,frustrated,video4110211005,au15,9).
entry(02103,end_of_activity,frustrated,video4110211005,au17,11).
entry(02104,begin_of_activity,frustrated,video4110211005,au23,4).
entry(02200,begin_of_activity,frustrated,video4110211005,au05,10).
entry(02201,end_of_activity,frustrated,video4110211005,au15,9).
entry(02202,begin_of_activity,frustrated,video4110211005,au17,12).
entry(02203,end_of_activity,frustrated,video4110211005,au23,4).
entry(02300,end_of_activity,frustrated,video4110211005,au05,10).
entry(02301,end_of_activity,frustrated,video4110211005,au17,12).
entry(02400,begin_of_activity,frustrated,video4110211005,au05,11).
entry(02401,begin_of_activity,frustrated,video4110211005,au17,13).
entry(02500,end_of_activity,frustrated,video4110211005,au05,11).
entry(02501,end_of_activity,frustrated,video4110211005,au17,13).
entry(02600,begin_of_activity,frustrated,video4110211005,au05,12).
entry(02601,begin_of_activity,frustrated,video4110211005,au10,5).
entry(02602,begin_of_activity,frustrated,video4110211005,au17,14).
entry(02700,end_of_activity,frustrated,video4110211005,au05,12).
entry(02701,end_of_activity,frustrated,video4110211005,au10,5).
entry(02702,end_of_activity,frustrated,video4110211005,au17,14).
entry(02800,begin_of_activity,frustrated,video4110211005,au05,13).
entry(02801,begin_of_activity,frustrated,video4110211005,au15,10).
entry(02802,begin_of_activity,frustrated,video4110211005,au17,15).
entry(02803,begin_of_activity,frustrated,video4110211005,au23,5).
entry(02900,end_of_activity,frustrated,video4110211005,au05,13).
entry(02901,end_of_activity,frustrated,video4110211005,au15,10).
entry(02902,end_of_activity,frustrated,video4110211005,au17,15).
entry(02903,end_of_activity,frustrated,video4110211005,au23,5).
entry(03000,begin_of_activity,frustrated,video4110211005,au05,14).
entry(03001,begin_of_activity,frustrated,video4110211005,au10,6).
entry(03002,begin_of_activity,frustrated,video4110211005,au15,11).
entry(03003,begin_of_activity,frustrated,video4110211005,au17,16).
entry(03100,end_of_activity,frustrated,video4110211005,au05,14).
entry(03101,end_of_activity,frustrated,video4110211005,au10,6).
entry(03102,end_of_activity,frustrated,video4110211005,au15,11).
entry(03103,end_of_activity,frustrated,video4110211005,au17,16).
entry(03200,begin_of_activity,frustrated,video4110211005,au05,15).
entry(03201,begin_of_activity,frustrated,video4110211005,au10,7).
entry(03202,begin_of_activity,frustrated,video4110211005,au17,17).
entry(03300,end_of_activity,frustrated,video4110211005,au05,15).
entry(03301,end_of_activity,frustrated,video4110211005,au10,7).
entry(03302,end_of_activity,frustrated,video4110211005,au17,17).
entry(03303,begin_of_activity,frustrated,video4110211005,au23,6).
entry(03400,begin_of_activity,frustrated,video4110211005,au05,16).
entry(03401,begin_of_activity,frustrated,video4110211005,au15,12).
entry(03402,begin_of_activity,frustrated,video4110211005,au17,18).
entry(03403,end_of_activity,frustrated,video4110211005,au23,6).
entry(03500,end_of_activity,frustrated,video4110211005,au05,16).
entry(03501,begin_of_activity,frustrated,video4110211005,au10,8).
entry(03502,end_of_activity,frustrated,video4110211005,au15,12).
entry(03503,end_of_activity,frustrated,video4110211005,au17,18).
entry(03600,begin_of_activity,frustrated,video4110211005,au05,17).
entry(03601,end_of_activity,frustrated,video4110211005,au10,8).
entry(03602,begin_of_activity,frustrated,video4110211005,au17,19).
entry(03700,end_of_activity,frustrated,video4110211005,au05,17).
entry(03701,begin_of_activity,frustrated,video4110211005,au10,9).
entry(03702,begin_of_activity,frustrated,video4110211005,au15,13).
entry(03703,end_of_activity,frustrated,video4110211005,au17,19).
entry(03800,begin_of_activity,frustrated,video4110211005,au05,18).
entry(03801,end_of_activity,frustrated,video4110211005,au10,9).
entry(03802,end_of_activity,frustrated,video4110211005,au15,13).
entry(03803,begin_of_activity,frustrated,video4110211005,au17,20).
entry(03900,begin_of_activity,frustrated,video4110211005,au02,4).
entry(03901,end_of_activity,frustrated,video4110211005,au05,18).
entry(03902,begin_of_activity,frustrated,video4110211005,au10,10).
entry(03903,end_of_activity,frustrated,video4110211005,au17,20).
entry(03904,begin_of_activity,frustrated,video4110211005,au24,2).
entry(04000,begin_of_activity,frustrated,video4110211005,au01,1).
entry(04001,end_of_activity,frustrated,video4110211005,au02,4).
entry(04002,end_of_activity,frustrated,video4110211005,au10,10).
entry(04003,begin_of_activity,frustrated,video4110211005,au17,21).
entry(04004,begin_of_activity,frustrated,video4110211005,au23,7).
entry(04005,end_of_activity,frustrated,video4110211005,au24,2).
entry(04006,begin_of_activity,frustrated,video4110211005,au43,1).
entry(04100,end_of_activity,frustrated,video4110211005,au01,1).
entry(04101,begin_of_activity,frustrated,video4110211005,au02,5).
entry(04102,begin_of_activity,frustrated,video4110211005,au07,2).
entry(04103,begin_of_activity,frustrated,video4110211005,au10,11).
entry(04104,begin_of_activity,frustrated,video4110211005,au15,14).
entry(04105,end_of_activity,frustrated,video4110211005,au17,21).
entry(04106,end_of_activity,frustrated,video4110211005,au23,7).
entry(04107,begin_of_activity,frustrated,video4110211005,au24,3).
entry(04108,end_of_activity,frustrated,video4110211005,au43,1).
entry(04200,begin_of_activity,frustrated,video4110211005,au01,2).
entry(04201,end_of_activity,frustrated,video4110211005,au02,5).
entry(04202,end_of_activity,frustrated,video4110211005,au07,2).
entry(04203,end_of_activity,frustrated,video4110211005,au10,11).
entry(04204,end_of_activity,frustrated,video4110211005,au15,14).
entry(04205,begin_of_activity,frustrated,video4110211005,au17,22).
entry(04206,begin_of_activity,frustrated,video4110211005,au23,8).
entry(04207,end_of_activity,frustrated,video4110211005,au24,3).
entry(04208,begin_of_activity,frustrated,video4110211005,au43,2).
entry(04300,end_of_activity,frustrated,video4110211005,au01,2).
entry(04301,end_of_activity,frustrated,video4110211005,au17,22).
entry(04302,end_of_activity,frustrated,video4110211005,au23,8).
entry(04303,end_of_activity,frustrated,video4110211005,au43,2).
entry(04400,begin_of_activity,frustrated,video4110211005,au17,23).
entry(04401,begin_of_activity,frustrated,video4110211005,au23,9).
entry(04500,begin_of_activity,frustrated,video4110211005,au01,3).
entry(04501,begin_of_activity,frustrated,video4110211005,au02,6).
entry(04502,begin_of_activity,frustrated,video4110211005,au07,3).
entry(04503,begin_of_activity,frustrated,video4110211005,au10,12).
entry(04504,end_of_activity,frustrated,video4110211005,au17,23).
entry(04505,end_of_activity,frustrated,video4110211005,au23,9).
entry(04600,end_of_activity,frustrated,video4110211005,au01,3).
entry(04601,end_of_activity,frustrated,video4110211005,au02,6).
entry(04602,end_of_activity,frustrated,video4110211005,au07,3).
entry(04603,end_of_activity,frustrated,video4110211005,au10,12).
entry(04604,begin_of_activity,frustrated,video4110211005,au17,24).
entry(04605,begin_of_activity,frustrated,video4110211005,au23,10).
entry(04606,begin_of_activity,frustrated,video4110211005,au24,4).
entry(04700,begin_of_activity,frustrated,video4110211005,au10,13).
entry(04701,end_of_activity,frustrated,video4110211005,au17,24).
entry(04702,end_of_activity,frustrated,video4110211005,au23,10).
entry(04703,end_of_activity,frustrated,video4110211005,au24,4).
entry(04800,begin_of_activity,frustrated,video4110211005,au02,7).
entry(04801,end_of_activity,frustrated,video4110211005,au10,13).
entry(04802,begin_of_activity,frustrated,video4110211005,au17,25).
entry(04900,end_of_activity,frustrated,video4110211005,au02,7).
entry(04901,begin_of_activity,frustrated,video4110211005,au10,14).
entry(04902,begin_of_activity,frustrated,video4110211005,au15,15).
entry(04903,end_of_activity,frustrated,video4110211005,au17,25).
entry(04904,begin_of_activity,frustrated,video4110211005,au23,11).
entry(04905,begin_of_activity,frustrated,video4110211005,au24,5).
entry(05000,begin_of_activity,frustrated,video4110211005,au02,8).
entry(05001,end_of_activity,frustrated,video4110211005,au10,14).
entry(05002,end_of_activity,frustrated,video4110211005,au15,15).
entry(05003,begin_of_activity,frustrated,video4110211005,au17,26).
entry(05004,end_of_activity,frustrated,video4110211005,au23,11).
entry(05005,end_of_activity,frustrated,video4110211005,au24,5).
entry(05100,end_of_activity,frustrated,video4110211005,au02,8).
entry(05101,begin_of_activity,frustrated,video4110211005,au15,16).
entry(05102,end_of_activity,frustrated,video4110211005,au17,26).
entry(05200,begin_of_activity,frustrated,video4110211005,au07,4).
entry(05201,end_of_activity,frustrated,video4110211005,au15,16).
entry(05202,begin_of_activity,frustrated,video4110211005,au17,27).
entry(05300,begin_of_activity,frustrated,video4110211005,au05,19).
entry(05301,end_of_activity,frustrated,video4110211005,au07,4).
entry(05302,end_of_activity,frustrated,video4110211005,au17,27).
entry(05303,begin_of_activity,frustrated,video4110211005,au23,12).
entry(05400,end_of_activity,frustrated,video4110211005,au05,19).
entry(05401,begin_of_activity,frustrated,video4110211005,au10,15).
entry(05402,begin_of_activity,frustrated,video4110211005,au15,17).
entry(05403,begin_of_activity,frustrated,video4110211005,au17,28).
entry(05404,end_of_activity,frustrated,video4110211005,au23,12).
entry(05500,end_of_activity,frustrated,video4110211005,au10,15).
entry(05501,end_of_activity,frustrated,video4110211005,au15,17).
entry(05502,end_of_activity,frustrated,video4110211005,au17,28).
entry(05503,begin_of_activity,frustrated,video4110211005,au24,6).
entry(05600,begin_of_activity,frustrated,video4110211005,au02,9).
entry(05601,begin_of_activity,frustrated,video4110211005,au05,20).
entry(05602,begin_of_activity,frustrated,video4110211005,au17,29).
entry(05603,end_of_activity,frustrated,video4110211005,au24,6).
entry(05700,end_of_activity,frustrated,video4110211005,au02,9).
entry(05701,end_of_activity,frustrated,video4110211005,au05,20).
entry(05702,end_of_activity,frustrated,video4110211005,au17,29).
entry(05703,begin_of_activity,frustrated,video4110211005,au23,13).
entry(05704,begin_of_activity,frustrated,video4110211005,au24,7).
entry(05800,begin_of_activity,frustrated,video4110211005,au02,10).
entry(05801,begin_of_activity,frustrated,video4110211005,au05,21).
entry(05802,begin_of_activity,frustrated,video4110211005,au17,30).
entry(05803,end_of_activity,frustrated,video4110211005,au23,13).
entry(05804,end_of_activity,frustrated,video4110211005,au24,7).
entry(05900,end_of_activity,frustrated,video4110211005,au02,10).
entry(05901,end_of_activity,frustrated,video4110211005,au05,21).
entry(05902,end_of_activity,frustrated,video4110211005,au17,30).
entry(05903,begin_of_activity,frustrated,video4110211005,au24,8).
entry(05904,begin_of_activity,frustrated,video4110211005,au28,1).
entry(06000,begin_of_activity,frustrated,video4110211005,au05,22).
entry(06001,begin_of_activity,frustrated,video4110211005,au10,16).
entry(06002,begin_of_activity,frustrated,video4110211005,au23,14).
entry(06003,end_of_activity,frustrated,video4110211005,au24,8).
entry(06004,end_of_activity,frustrated,video4110211005,au28,1).
entry(06100,end_of_activity,frustrated,video4110211005,au05,22).
entry(06101,end_of_activity,frustrated,video4110211005,au10,16).
entry(06102,begin_of_activity,frustrated,video4110211005,au17,31).
entry(06103,end_of_activity,frustrated,video4110211005,au23,14).
entry(06104,begin_of_activity,frustrated,video4110211005,au24,9).
entry(06200,begin_of_activity,frustrated,video4110211005,au02,11).
entry(06201,begin_of_activity,frustrated,video4110211005,au05,23).
entry(06202,end_of_activity,frustrated,video4110211005,au17,31).
entry(06203,end_of_activity,frustrated,video4110211005,au24,9).
entry(06300,end_of_activity,frustrated,video4110211005,au02,11).
entry(06301,end_of_activity,frustrated,video4110211005,au05,23).
entry(06302,begin_of_activity,frustrated,video4110211005,au17,32).
entry(06400,begin_of_activity,frustrated,video4110211005,au02,12).
entry(06401,begin_of_activity,frustrated,video4110211005,au05,24).
entry(06402,end_of_activity,frustrated,video4110211005,au17,32).
entry(06500,end_of_activity,frustrated,video4110211005,au02,12).
entry(06501,end_of_activity,frustrated,video4110211005,au05,24).
entry(06502,begin_of_activity,frustrated,video4110211005,au10,17).
entry(06503,begin_of_activity,frustrated,video4110211005,au17,33).
entry(06504,begin_of_activity,frustrated,video4110211005,au23,15).
entry(06600,begin_of_activity,frustrated,video4110211005,au02,13).
entry(06601,begin_of_activity,frustrated,video4110211005,au05,25).
entry(06602,end_of_activity,frustrated,video4110211005,au10,17).
entry(06603,end_of_activity,frustrated,video4110211005,au17,33).
entry(06604,end_of_activity,frustrated,video4110211005,au23,15).
entry(06700,end_of_activity,frustrated,video4110211005,au02,13).
entry(06701,end_of_activity,frustrated,video4110211005,au05,25).
entry(06702,begin_of_activity,frustrated,video4110211005,au10,18).
entry(06703,begin_of_activity,frustrated,video4110211005,au17,34).
entry(06704,begin_of_activity,frustrated,video4110211005,au24,10).
entry(06800,begin_of_activity,frustrated,video4110211005,au05,26).
entry(06801,begin_of_activity,frustrated,video4110211005,au07,5).
entry(06802,end_of_activity,frustrated,video4110211005,au10,18).
entry(06803,end_of_activity,frustrated,video4110211005,au17,34).
entry(06804,end_of_activity,frustrated,video4110211005,au24,10).
entry(06900,begin_of_activity,frustrated,video4110211005,au02,14).
entry(06901,end_of_activity,frustrated,video4110211005,au05,26).
entry(06902,end_of_activity,frustrated,video4110211005,au07,5).
entry(06903,begin_of_activity,frustrated,video4110211005,au15,18).
entry(06904,begin_of_activity,frustrated,video4110211005,au17,35).
entry(07000,end_of_activity,frustrated,video4110211005,au02,14).
entry(07001,begin_of_activity,frustrated,video4110211005,au05,27).
entry(07002,end_of_activity,frustrated,video4110211005,au15,18).
entry(07003,end_of_activity,frustrated,video4110211005,au17,35).
entry(07004,begin_of_activity,frustrated,video4110211005,au24,11).
entry(07100,end_of_activity,frustrated,video4110211005,au05,27).
entry(07101,begin_of_activity,frustrated,video4110211005,au15,19).
entry(07102,begin_of_activity,frustrated,video4110211005,au17,36).
entry(07103,end_of_activity,frustrated,video4110211005,au24,11).
entry(07200,begin_of_activity,frustrated,video4110211005,au05,28).
entry(07201,end_of_activity,frustrated,video4110211005,au15,19).
entry(07202,end_of_activity,frustrated,video4110211005,au17,36).
entry(07300,begin_of_activity,frustrated,video4110211005,au02,15).
entry(07301,end_of_activity,frustrated,video4110211005,au05,28).
entry(07302,begin_of_activity,frustrated,video4110211005,au17,37).
entry(07400,end_of_activity,frustrated,video4110211005,au02,15).
entry(07401,begin_of_activity,frustrated,video4110211005,au05,29).
entry(07402,end_of_activity,frustrated,video4110211005,au17,37).
entry(07500,begin_of_activity,frustrated,video4110211005,au02,16).
entry(07501,end_of_activity,frustrated,video4110211005,au05,29).
entry(07502,begin_of_activity,frustrated,video4110211005,au17,38).
entry(07503,begin_of_activity,frustrated,video4110211005,au24,12).
entry(07600,end_of_activity,frustrated,video4110211005,au02,16).
entry(07601,begin_of_activity,frustrated,video4110211005,au05,30).
entry(07602,end_of_activity,frustrated,video4110211005,au17,38).
entry(07603,end_of_activity,frustrated,video4110211005,au24,12).
entry(07700,end_of_activity,frustrated,video4110211005,au05,30).
entry(07701,begin_of_activity,frustrated,video4110211005,au15,20).
entry(07702,begin_of_activity,frustrated,video4110211005,au17,39).
entry(07800,begin_of_activity,frustrated,video4110211005,au05,31).
entry(07801,end_of_activity,frustrated,video4110211005,au15,20).
entry(07802,end_of_activity,frustrated,video4110211005,au17,39).
entry(07900,begin_of_activity,frustrated,video4110211005,au02,17).
entry(07901,end_of_activity,frustrated,video4110211005,au05,31).
entry(07902,begin_of_activity,frustrated,video4110211005,au07,6).
entry(07903,begin_of_activity,frustrated,video4110211005,au10,19).
entry(07904,begin_of_activity,frustrated,video4110211005,au15,21).
entry(07905,begin_of_activity,frustrated,video4110211005,au17,40).
entry(07906,begin_of_activity,frustrated,video4110211005,au23,16).
entry(08000,end_of_activity,frustrated,video4110211005,au02,17).
entry(08001,begin_of_activity,frustrated,video4110211005,au05,32).
entry(08002,end_of_activity,frustrated,video4110211005,au07,6).
entry(08003,end_of_activity,frustrated,video4110211005,au10,19).
entry(08004,end_of_activity,frustrated,video4110211005,au15,21).
entry(08005,end_of_activity,frustrated,video4110211005,au17,40).
entry(08006,end_of_activity,frustrated,video4110211005,au23,16).
entry(08100,end_of_activity,frustrated,video4110211005,au05,32).
entry(08101,begin_of_activity,frustrated,video4110211005,au10,20).
entry(08102,begin_of_activity,frustrated,video4110211005,au17,41).
entry(08103,begin_of_activity,frustrated,video4110211005,au23,17).
entry(08200,begin_of_activity,frustrated,video4110211005,au02,18).
entry(08201,begin_of_activity,frustrated,video4110211005,au05,33).
entry(08202,end_of_activity,frustrated,video4110211005,au10,20).
entry(08203,end_of_activity,frustrated,video4110211005,au17,41).
entry(08204,end_of_activity,frustrated,video4110211005,au23,17).
entry(08300,end_of_activity,frustrated,video4110211005,au02,18).
entry(08301,end_of_activity,frustrated,video4110211005,au05,33).
entry(08302,begin_of_activity,frustrated,video4110211005,au17,42).
entry(08400,begin_of_activity,frustrated,video4110211005,au02,19).
entry(08401,begin_of_activity,frustrated,video4110211005,au05,34).
entry(08402,begin_of_activity,frustrated,video4110211005,au10,21).
entry(08403,begin_of_activity,frustrated,video4110211005,au15,22).
entry(08404,end_of_activity,frustrated,video4110211005,au17,42).
entry(08500,end_of_activity,frustrated,video4110211005,au02,19).
entry(08501,end_of_activity,frustrated,video4110211005,au05,34).
entry(08502,end_of_activity,frustrated,video4110211005,au10,21).
entry(08503,end_of_activity,frustrated,video4110211005,au15,22).
entry(08504,begin_of_activity,frustrated,video4110211005,au17,43).
entry(08600,begin_of_activity,frustrated,video4110211005,au10,22).
entry(08601,end_of_activity,frustrated,video4110211005,au17,43).
entry(08602,begin_of_activity,frustrated,video4110211005,au24,13).
entry(08700,begin_of_activity,frustrated,video4110211005,au02,20).
entry(08701,end_of_activity,frustrated,video4110211005,au10,22).
entry(08702,begin_of_activity,frustrated,video4110211005,au17,44).
entry(08703,begin_of_activity,frustrated,video4110211005,au23,18).
entry(08704,end_of_activity,frustrated,video4110211005,au24,13).
entry(08800,begin_of_activity,frustrated,video4110211005,au01,4).
entry(08801,end_of_activity,frustrated,video4110211005,au02,20).
entry(08802,begin_of_activity,frustrated,video4110211005,au07,7).
entry(08803,begin_of_activity,frustrated,video4110211005,au10,23).
entry(08804,end_of_activity,frustrated,video4110211005,au17,44).
entry(08805,end_of_activity,frustrated,video4110211005,au23,18).
entry(08806,begin_of_activity,frustrated,video4110211005,au43,3).
entry(08900,end_of_activity,frustrated,video4110211005,au01,4).
entry(08901,end_of_activity,frustrated,video4110211005,au07,7).
entry(08902,end_of_activity,frustrated,video4110211005,au10,23).
entry(08903,begin_of_activity,frustrated,video4110211005,au17,45).
entry(08904,begin_of_activity,frustrated,video4110211005,au23,19).
entry(08905,end_of_activity,frustrated,video4110211005,au43,3).
entry(09000,begin_of_activity,frustrated,video4110211005,au01,5).
entry(09001,begin_of_activity,frustrated,video4110211005,au02,21).
entry(09002,begin_of_activity,frustrated,video4110211005,au10,24).
entry(09003,end_of_activity,frustrated,video4110211005,au17,45).
entry(09004,end_of_activity,frustrated,video4110211005,au23,19).
entry(09005,begin_of_activity,frustrated,video4110211005,au24,14).
entry(09006,begin_of_activity,frustrated,video4110211005,au43,4).
entry(09100,end_of_activity,frustrated,video4110211005,au01,5).
entry(09101,end_of_activity,frustrated,video4110211005,au02,21).
entry(09102,end_of_activity,frustrated,video4110211005,au10,24).
entry(09103,begin_of_activity,frustrated,video4110211005,au17,46).
entry(09104,begin_of_activity,frustrated,video4110211005,au23,20).
entry(09105,end_of_activity,frustrated,video4110211005,au24,14).
entry(09106,end_of_activity,frustrated,video4110211005,au43,4).
entry(09200,begin_of_activity,frustrated,video4110211005,au02,22).
entry(09201,begin_of_activity,frustrated,video4110211005,au07,8).
entry(09202,begin_of_activity,frustrated,video4110211005,au10,25).
entry(09203,end_of_activity,frustrated,video4110211005,au17,46).
entry(09204,end_of_activity,frustrated,video4110211005,au23,20).
entry(09205,begin_of_activity,frustrated,video4110211005,au24,15).
entry(09300,end_of_activity,frustrated,video4110211005,au02,22).
entry(09301,end_of_activity,frustrated,video4110211005,au07,8).
entry(09302,end_of_activity,frustrated,video4110211005,au10,25).
entry(09303,begin_of_activity,frustrated,video4110211005,au17,47).
entry(09304,end_of_activity,frustrated,video4110211005,au24,15).
entry(09400,begin_of_activity,frustrated,video4110211005,au02,23).
entry(09401,begin_of_activity,frustrated,video4110211005,au10,26).
entry(09402,end_of_activity,frustrated,video4110211005,au17,47).
entry(09403,begin_of_activity,frustrated,video4110211005,au23,21).
entry(09404,begin_of_activity,frustrated,video4110211005,au24,16).
entry(09500,begin_of_activity,frustrated,video4110211005,au01,6).
entry(09501,end_of_activity,frustrated,video4110211005,au02,23).
entry(09502,begin_of_activity,frustrated,video4110211005,au05,35).
entry(09503,end_of_activity,frustrated,video4110211005,au10,26).
entry(09504,begin_of_activity,frustrated,video4110211005,au17,48).
entry(09505,end_of_activity,frustrated,video4110211005,au23,21).
entry(09506,end_of_activity,frustrated,video4110211005,au24,16).
entry(09600,end_of_activity,frustrated,video4110211005,au01,6).
entry(09601,end_of_activity,frustrated,video4110211005,au05,35).
entry(09602,begin_of_activity,frustrated,video4110211005,au10,27).
entry(09603,begin_of_activity,frustrated,video4110211005,au15,23).
entry(09604,end_of_activity,frustrated,video4110211005,au17,48).
entry(09700,begin_of_activity,frustrated,video4110211005,au02,24).
entry(09701,begin_of_activity,frustrated,video4110211005,au05,36).
entry(09702,end_of_activity,frustrated,video4110211005,au10,27).
entry(09703,end_of_activity,frustrated,video4110211005,au15,23).
entry(09704,begin_of_activity,frustrated,video4110211005,au17,49).
entry(09800,end_of_activity,frustrated,video4110211005,au02,24).
entry(09801,end_of_activity,frustrated,video4110211005,au05,36).
entry(09802,begin_of_activity,frustrated,video4110211005,au15,24).
entry(09803,end_of_activity,frustrated,video4110211005,au17,49).
entry(09900,begin_of_activity,frustrated,video4110211005,au10,28).
entry(09901,end_of_activity,frustrated,video4110211005,au15,24).
entry(09902,begin_of_activity,frustrated,video4110211005,au17,50).
entry(10000,begin_of_activity,frustrated,video4110211005,au02,25).
entry(10001,end_of_activity,frustrated,video4110211005,au10,28).
entry(10002,end_of_activity,frustrated,video4110211005,au17,50).
entry(10100,end_of_activity,frustrated,video4110211005,au02,25).
entry(10101,begin_of_activity,frustrated,video4110211005,au05,37).
entry(10102,begin_of_activity,frustrated,video4110211005,au10,29).
entry(10103,begin_of_activity,frustrated,video4110211005,au17,51).
entry(10104,begin_of_activity,frustrated,video4110211005,au24,17).
entry(10200,begin_of_activity,frustrated,video4110211005,au02,26).
entry(10201,end_of_activity,frustrated,video4110211005,au05,37).
entry(10202,end_of_activity,frustrated,video4110211005,au10,29).
entry(10203,end_of_activity,frustrated,video4110211005,au17,51).
entry(10204,begin_of_activity,frustrated,video4110211005,au23,22).
entry(10205,end_of_activity,frustrated,video4110211005,au24,17).
entry(10300,end_of_activity,frustrated,video4110211005,au02,26).
entry(10301,begin_of_activity,frustrated,video4110211005,au05,38).
entry(10302,begin_of_activity,frustrated,video4110211005,au10,30).
entry(10303,begin_of_activity,frustrated,video4110211005,au15,25).
entry(10304,begin_of_activity,frustrated,video4110211005,au17,52).
entry(10305,end_of_activity,frustrated,video4110211005,au23,22).
entry(10400,begin_of_activity,frustrated,video4110211005,au02,27).
