entry(00000,begin_of_process,frustrated,video8264120141,start,1).
entry(05400,end_of_activity,frustrated,video8264120141,au04,13).
entry(05401,begin_of_activity,frustrated,video8264120141,au10,19).
entry(05402,begin_of_activity,frustrated,video8264120141,au25,3).
entry(05500,end_of_activity,frustrated,video8264120141,au10,19).
entry(05501,begin_of_activity,frustrated,video8264120141,au23,5).
entry(05502,end_of_activity,frustrated,video8264120141,au25,3).
entry(05600,end_of_activity,frustrated,video8264120141,au23,5).
entry(05700,begin_of_activity,frustrated,video8264120141,au04,14).
entry(05701,begin_of_activity,frustrated,video8264120141,au10,20).
entry(05800,end_of_activity,frustrated,video8264120141,au04,14).
entry(05801,end_of_activity,frustrated,video8264120141,au10,20).
entry(05900,begin_of_activity,frustrated,video8264120141,au07,13).
entry(05901,begin_of_activity,frustrated,video8264120141,au25,4).
entry(06000,begin_of_activity,frustrated,video8264120141,au02,1).
entry(06001,end_of_activity,frustrated,video8264120141,au07,13).
entry(06002,end_of_activity,frustrated,video8264120141,au25,4).
entry(06100,end_of_activity,frustrated,video8264120141,au02,1).
entry(06101,begin_of_activity,frustrated,video8264120141,au10,21).
entry(06200,begin_of_activity,frustrated,video8264120141,au04,15).
entry(06201,begin_of_activity,frustrated,video8264120141,au07,14).
entry(06202,end_of_activity,frustrated,video8264120141,au10,21).
entry(06300,end_of_activity,frustrated,video8264120141,au04,15).
entry(06301,end_of_activity,frustrated,video8264120141,au07,14).
entry(06302,begin_of_activity,frustrated,video8264120141,au10,22).
entry(06303,begin_of_activity,frustrated,video8264120141,au25,5).
entry(06400,begin_of_activity,frustrated,video8264120141,au07,15).
entry(06401,end_of_activity,frustrated,video8264120141,au10,22).
entry(06402,end_of_activity,frustrated,video8264120141,au25,5).
entry(06500,end_of_activity,frustrated,video8264120141,au07,15).
entry(06700,begin_of_activity,frustrated,video8264120141,au07,16).
entry(06701,begin_of_activity,frustrated,video8264120141,au10,23).
entry(06800,end_of_activity,frustrated,video8264120141,au07,16).
entry(06801,end_of_activity,frustrated,video8264120141,au10,23).
entry(06900,begin_of_activity,frustrated,video8264120141,au07,17).
entry(06901,begin_of_activity,frustrated,video8264120141,au10,24).
entry(07000,end_of_activity,frustrated,video8264120141,au07,17).
entry(07001,end_of_activity,frustrated,video8264120141,au10,24).
entry(07100,begin_of_activity,frustrated,video8264120141,au07,18).
entry(07101,begin_of_activity,frustrated,video8264120141,au10,25).
entry(07200,end_of_activity,frustrated,video8264120141,au07,18).
entry(07201,end_of_activity,frustrated,video8264120141,au10,25).
entry(07300,begin_of_activity,frustrated,video8264120141,au07,19).
entry(07301,begin_of_activity,frustrated,video8264120141,au10,26).
entry(07400,begin_of_activity,frustrated,video8264120141,au04,16).
entry(07401,end_of_activity,frustrated,video8264120141,au07,19).
entry(07402,end_of_activity,frustrated,video8264120141,au10,26).
entry(07500,end_of_activity,frustrated,video8264120141,au04,16).
entry(07501,begin_of_activity,frustrated,video8264120141,au10,27).
entry(07600,end_of_activity,frustrated,video8264120141,au10,27).
entry(07700,begin_of_activity,frustrated,video8264120141,au04,17).
entry(07800,end_of_activity,frustrated,video8264120141,au04,17).
entry(07801,begin_of_activity,frustrated,video8264120141,au07,20).
entry(07900,begin_of_activity,frustrated,video8264120141,au04,18).
entry(07901,end_of_activity,frustrated,video8264120141,au07,20).
entry(08000,end_of_activity,frustrated,video8264120141,au04,18).
entry(08001,begin_of_activity,frustrated,video8264120141,au10,28).
entry(08100,begin_of_activity,frustrated,video8264120141,au02,2).
entry(08101,begin_of_activity,frustrated,video8264120141,au04,19).
entry(08102,end_of_activity,frustrated,video8264120141,au10,28).
entry(08200,end_of_activity,frustrated,video8264120141,au02,2).
entry(08201,end_of_activity,frustrated,video8264120141,au04,19).
entry(08202,begin_of_activity,frustrated,video8264120141,au10,29).
entry(08300,begin_of_activity,frustrated,video8264120141,au04,20).
entry(08301,begin_of_activity,frustrated,video8264120141,au07,21).
entry(08302,end_of_activity,frustrated,video8264120141,au10,29).
entry(08303,begin_of_activity,frustrated,video8264120141,au25,6).
entry(08400,end_of_activity,frustrated,video8264120141,au04,20).
entry(08401,end_of_activity,frustrated,video8264120141,au07,21).
entry(08402,end_of_activity,frustrated,video8264120141,au25,6).
entry(08500,begin_of_activity,frustrated,video8264120141,au04,21).
entry(08600,end_of_activity,frustrated,video8264120141,au04,21).
entry(08601,begin_of_activity,frustrated,video8264120141,au07,22).
entry(08602,begin_of_activity,frustrated,video8264120141,au10,30).
entry(08700,begin_of_activity,frustrated,video8264120141,au04,22).
entry(08701,end_of_activity,frustrated,video8264120141,au07,22).
entry(08702,end_of_activity,frustrated,video8264120141,au10,30).
entry(08800,end_of_activity,frustrated,video8264120141,au04,22).
entry(08801,begin_of_activity,frustrated,video8264120141,au10,31).
entry(08900,begin_of_activity,frustrated,video8264120141,au04,23).
entry(08901,begin_of_activity,frustrated,video8264120141,au07,23).
entry(08902,end_of_activity,frustrated,video8264120141,au10,31).
entry(09000,end_of_activity,frustrated,video8264120141,au04,23).
entry(09001,end_of_activity,frustrated,video8264120141,au07,23).
entry(09002,begin_of_activity,frustrated,video8264120141,au20,1).
entry(09100,end_of_activity,frustrated,video8264120141,au20,1).
entry(09200,begin_of_activity,frustrated,video8264120141,au04,24).
entry(09201,begin_of_activity,frustrated,video8264120141,au10,32).
entry(09300,end_of_activity,frustrated,video8264120141,au04,24).
entry(09301,begin_of_activity,frustrated,video8264120141,au07,24).
entry(09302,end_of_activity,frustrated,video8264120141,au10,32).
entry(09400,begin_of_activity,frustrated,video8264120141,au04,25).
entry(09401,end_of_activity,frustrated,video8264120141,au07,24).
entry(09402,begin_of_activity,frustrated,video8264120141,au10,33).
entry(09500,end_of_activity,frustrated,video8264120141,au04,25).
entry(09501,end_of_activity,frustrated,video8264120141,au10,33).
entry(09502,begin_of_activity,frustrated,video8264120141,au23,6).
entry(09600,begin_of_activity,frustrated,video8264120141,au04,26).
entry(09601,end_of_activity,frustrated,video8264120141,au23,6).
entry(09602,begin_of_activity,frustrated,video8264120141,au25,7).
entry(09700,end_of_activity,frustrated,video8264120141,au04,26).
entry(09701,begin_of_activity,frustrated,video8264120141,au10,34).
entry(09702,end_of_activity,frustrated,video8264120141,au25,7).
entry(09800,end_of_activity,frustrated,video8264120141,au10,34).
entry(09900,begin_of_activity,frustrated,video8264120141,au04,27).
entry(09901,begin_of_activity,frustrated,video8264120141,au10,35).
entry(10000,end_of_activity,frustrated,video8264120141,au04,27).
entry(10001,end_of_activity,frustrated,video8264120141,au10,35).
entry(10100,begin_of_activity,frustrated,video8264120141,au07,25).
entry(10101,begin_of_activity,frustrated,video8264120141,au10,36).
entry(10102,begin_of_activity,frustrated,video8264120141,au14,2).
entry(10200,end_of_activity,frustrated,video8264120141,au07,25).
entry(10201,end_of_activity,frustrated,video8264120141,au10,36).
entry(10202,end_of_activity,frustrated,video8264120141,au14,2).
entry(10300,begin_of_activity,frustrated,video8264120141,au04,28).
entry(10301,begin_of_activity,frustrated,video8264120141,au10,37).
entry(10400,end_of_activity,frustrated,video8264120141,au04,28).
entry(10401,begin_of_activity,frustrated,video8264120141,au07,26).
entry(10402,end_of_activity,frustrated,video8264120141,au10,37).
entry(10403,begin_of_activity,frustrated,video8264120141,au25,8).
entry(10500,begin_of_activity,frustrated,video8264120141,au04,29).
entry(10501,end_of_activity,frustrated,video8264120141,au07,26).
entry(10502,end_of_activity,frustrated,video8264120141,au25,8).
entry(10600,end_of_activity,frustrated,video8264120141,au04,29).
entry(10601,begin_of_activity,frustrated,video8264120141,au10,38).
entry(10700,begin_of_activity,frustrated,video8264120141,au07,27).
entry(10701,end_of_activity,frustrated,video8264120141,au10,38).
entry(10702,begin_of_activity,frustrated,video8264120141,au23,7).
entry(10800,begin_of_activity,frustrated,video8264120141,au04,30).
entry(10801,end_of_activity,frustrated,video8264120141,au07,27).
entry(10802,begin_of_activity,frustrated,video8264120141,au10,39).
entry(10803,end_of_activity,frustrated,video8264120141,au23,7).
entry(10900,end_of_activity,frustrated,video8264120141,au04,30).
entry(10901,begin_of_activity,frustrated,video8264120141,au07,28).
entry(10902,end_of_activity,frustrated,video8264120141,au10,39).
entry(11000,begin_of_activity,frustrated,video8264120141,au04,31).
entry(11001,end_of_activity,frustrated,video8264120141,au07,28).
entry(11100,end_of_activity,frustrated,video8264120141,au04,31).
entry(11101,begin_of_activity,frustrated,video8264120141,au10,40).
entry(11200,end_of_activity,frustrated,video8264120141,au10,40).
entry(11300,begin_of_activity,frustrated,video8264120141,au04,32).
entry(11301,begin_of_activity,frustrated,video8264120141,au10,41).
entry(11302,begin_of_activity,frustrated,video8264120141,au25,9).
entry(11400,end_of_activity,frustrated,video8264120141,au04,32).
entry(11401,end_of_activity,frustrated,video8264120141,au10,41).
entry(11402,end_of_activity,frustrated,video8264120141,au25,9).
entry(11500,begin_of_activity,frustrated,video8264120141,au04,33).
entry(11501,begin_of_activity,frustrated,video8264120141,au07,29).
entry(11600,end_of_activity,frustrated,video8264120141,au04,33).
entry(11601,end_of_activity,frustrated,video8264120141,au07,29).
entry(11602,begin_of_activity,frustrated,video8264120141,au10,42).
entry(11700,begin_of_activity,frustrated,video8264120141,au04,34).
entry(11701,end_of_activity,frustrated,video8264120141,au10,42).
entry(11800,end_of_activity,frustrated,video8264120141,au04,34).
entry(11801,begin_of_activity,frustrated,video8264120141,au10,43).
entry(11900,begin_of_activity,frustrated,video8264120141,au04,35).
entry(11901,end_of_activity,frustrated,video8264120141,au10,43).
entry(12000,end_of_activity,frustrated,video8264120141,au04,35).
entry(12100,begin_of_activity,frustrated,video8264120141,au04,36).
entry(12101,begin_of_activity,frustrated,video8264120141,au07,30).
entry(12102,begin_of_activity,frustrated,video8264120141,au09,2).
entry(12103,begin_of_activity,frustrated,video8264120141,au10,44).
entry(12200,begin_of_activity,frustrated,video8264120141,au02,3).
entry(12201,end_of_activity,frustrated,video8264120141,au04,36).
entry(12202,end_of_activity,frustrated,video8264120141,au07,30).
entry(12203,end_of_activity,frustrated,video8264120141,au09,2).
entry(12204,end_of_activity,frustrated,video8264120141,au10,44).
entry(12205,begin_of_activity,frustrated,video8264120141,au43,3).
entry(12300,end_of_activity,frustrated,video8264120141,au02,3).
entry(12301,begin_of_activity,frustrated,video8264120141,au04,37).
entry(12302,begin_of_activity,frustrated,video8264120141,au07,31).
entry(12303,begin_of_activity,frustrated,video8264120141,au10,45).
entry(12304,begin_of_activity,frustrated,video8264120141,au23,8).
entry(12305,end_of_activity,frustrated,video8264120141,au43,3).
entry(12400,end_of_activity,frustrated,video8264120141,au04,37).
entry(12401,end_of_activity,frustrated,video8264120141,au07,31).
entry(12402,end_of_activity,frustrated,video8264120141,au10,45).
entry(12403,end_of_activity,frustrated,video8264120141,au23,8).
entry(12404,begin_of_activity,frustrated,video8264120141,au25,10).
entry(12405,begin_of_activity,frustrated,video8264120141,au43,4).
entry(12500,begin_of_activity,frustrated,video8264120141,au04,38).
entry(12501,begin_of_activity,frustrated,video8264120141,au10,46).
entry(12502,end_of_activity,frustrated,video8264120141,au25,10).
entry(12503,end_of_activity,frustrated,video8264120141,au43,4).
entry(12600,end_of_activity,frustrated,video8264120141,au04,38).
entry(12601,end_of_activity,frustrated,video8264120141,au10,46).
entry(12602,begin_of_activity,frustrated,video8264120141,au23,9).
entry(12700,begin_of_activity,frustrated,video8264120141,au04,39).
entry(12701,begin_of_activity,frustrated,video8264120141,au07,32).
entry(12702,end_of_activity,frustrated,video8264120141,au23,9).
entry(12800,end_of_activity,frustrated,video8264120141,au04,39).
entry(12801,end_of_activity,frustrated,video8264120141,au07,32).
entry(12900,begin_of_activity,frustrated,video8264120141,au07,33).
entry(12901,begin_of_activity,frustrated,video8264120141,au10,47).
entry(13000,end_of_activity,frustrated,video8264120141,au07,33).
entry(13001,end_of_activity,frustrated,video8264120141,au10,47).
entry(13100,begin_of_activity,frustrated,video8264120141,au23,10).
entry(13200,begin_of_activity,frustrated,video8264120141,au04,40).
entry(13201,end_of_activity,frustrated,video8264120141,au23,10).
entry(13300,end_of_activity,frustrated,video8264120141,au04,40).
entry(13301,begin_of_activity,frustrated,video8264120141,au07,34).
entry(13302,begin_of_activity,frustrated,video8264120141,au10,48).
entry(13400,end_of_activity,frustrated,video8264120141,au07,34).
entry(13401,end_of_activity,frustrated,video8264120141,au10,48).
entry(13500,begin_of_activity,frustrated,video8264120141,au04,41).
entry(13501,begin_of_activity,frustrated,video8264120141,au07,35).
entry(13600,end_of_activity,frustrated,video8264120141,au04,41).
entry(13601,end_of_activity,frustrated,video8264120141,au07,35).
entry(13602,begin_of_activity,frustrated,video8264120141,au10,49).
entry(13700,begin_of_activity,frustrated,video8264120141,au07,36).
entry(13701,end_of_activity,frustrated,video8264120141,au10,49).
entry(13800,begin_of_activity,frustrated,video8264120141,au04,42).
entry(13801,end_of_activity,frustrated,video8264120141,au07,36).
entry(13802,begin_of_activity,frustrated,video8264120141,au10,50).
entry(13803,begin_of_activity,frustrated,video8264120141,au25,11).
entry(13900,end_of_activity,frustrated,video8264120141,au04,42).
entry(13901,end_of_activity,frustrated,video8264120141,au10,50).
entry(13902,end_of_activity,frustrated,video8264120141,au25,11).
entry(14000,begin_of_activity,frustrated,video8264120141,au07,37).
entry(14001,begin_of_activity,frustrated,video8264120141,au23,11).
entry(14100,begin_of_activity,frustrated,video8264120141,au04,43).
entry(14101,end_of_activity,frustrated,video8264120141,au07,37).
entry(14102,begin_of_activity,frustrated,video8264120141,au10,51).
entry(14103,end_of_activity,frustrated,video8264120141,au23,11).
entry(14200,end_of_activity,frustrated,video8264120141,au04,43).
entry(14201,begin_of_activity,frustrated,video8264120141,au07,38).
entry(14202,end_of_activity,frustrated,video8264120141,au10,51).
entry(14300,begin_of_activity,frustrated,video8264120141,au04,44).
entry(14301,end_of_activity,frustrated,video8264120141,au07,38).
entry(14400,end_of_activity,frustrated,video8264120141,au04,44).
entry(14401,begin_of_activity,frustrated,video8264120141,au10,52).
entry(14500,end_of_activity,frustrated,video8264120141,au10,52).
entry(14501,begin_of_activity,frustrated,video8264120141,au23,12).
entry(14600,begin_of_activity,frustrated,video8264120141,au04,45).
entry(14601,begin_of_activity,frustrated,video8264120141,au07,39).
entry(14602,begin_of_activity,frustrated,video8264120141,au10,53).
entry(14603,end_of_activity,frustrated,video8264120141,au23,12).
entry(14700,end_of_activity,frustrated,video8264120141,au04,45).
entry(14701,end_of_activity,frustrated,video8264120141,au07,39).
entry(14702,end_of_activity,frustrated,video8264120141,au10,53).
entry(14900,begin_of_activity,frustrated,video8264120141,au10,54).
entry(15000,end_of_activity,frustrated,video8264120141,au10,54).
entry(15100,begin_of_activity,frustrated,video8264120141,au02,4).
entry(15200,end_of_activity,frustrated,video8264120141,au02,4).
entry(15201,begin_of_activity,frustrated,video8264120141,au10,55).
entry(15202,begin_of_activity,frustrated,video8264120141,au25,12).
entry(15300,begin_of_activity,frustrated,video8264120141,au04,46).
entry(15301,end_of_activity,frustrated,video8264120141,au10,55).
entry(15302,end_of_activity,frustrated,video8264120141,au25,12).
entry(15400,end_of_activity,frustrated,video8264120141,au04,46).
entry(15401,begin_of_activity,frustrated,video8264120141,au10,56).
entry(15500,begin_of_activity,frustrated,video8264120141,au04,47).
entry(15501,end_of_activity,frustrated,video8264120141,au10,56).
entry(15600,end_of_activity,frustrated,video8264120141,au04,47).
entry(15601,begin_of_activity,frustrated,video8264120141,au07,40).
entry(15700,end_of_activity,frustrated,video8264120141,au07,40).
entry(15701,begin_of_activity,frustrated,video8264120141,au10,57).
entry(15702,begin_of_activity,frustrated,video8264120141,au25,13).
entry(15800,begin_of_activity,frustrated,video8264120141,au07,41).
entry(15801,end_of_activity,frustrated,video8264120141,au10,57).
entry(15802,end_of_activity,frustrated,video8264120141,au25,13).
entry(15900,end_of_activity,frustrated,video8264120141,au07,41).
entry(15901,begin_of_activity,frustrated,video8264120141,au10,58).
entry(16000,end_of_activity,frustrated,video8264120141,au10,58).
entry(16100,begin_of_activity,frustrated,video8264120141,au07,42).
entry(16101,begin_of_activity,frustrated,video8264120141,au10,59).
entry(16200,begin_of_activity,frustrated,video8264120141,au04,48).
entry(16201,end_of_activity,frustrated,video8264120141,au07,42).
entry(16202,end_of_activity,frustrated,video8264120141,au10,59).
entry(16300,end_of_activity,frustrated,video8264120141,au04,48).
entry(16400,begin_of_activity,frustrated,video8264120141,au04,49).
entry(16500,end_of_activity,frustrated,video8264120141,au04,49).
entry(16600,begin_of_activity,frustrated,video8264120141,au04,50).
entry(16700,end_of_activity,frustrated,video8264120141,au04,50).
entry(16701,begin_of_activity,frustrated,video8264120141,au25,14).
entry(16800,begin_of_activity,frustrated,video8264120141,au04,51).
entry(16801,begin_of_activity,frustrated,video8264120141,au07,43).
entry(16802,begin_of_activity,frustrated,video8264120141,au10,60).
entry(16803,end_of_activity,frustrated,video8264120141,au25,14).
entry(16900,end_of_activity,frustrated,video8264120141,au04,51).
entry(16901,end_of_activity,frustrated,video8264120141,au07,43).
entry(16902,end_of_activity,frustrated,video8264120141,au10,60).
entry(16903,begin_of_activity,frustrated,video8264120141,au17,5).
entry(17000,begin_of_activity,frustrated,video8264120141,au10,61).
entry(17001,end_of_activity,frustrated,video8264120141,au17,5).
entry(17002,begin_of_activity,frustrated,video8264120141,au25,15).
entry(17100,begin_of_activity,frustrated,video8264120141,au04,52).
entry(17101,begin_of_activity,frustrated,video8264120141,au07,44).
entry(17102,end_of_activity,frustrated,video8264120141,au10,61).
entry(17103,end_of_activity,frustrated,video8264120141,au25,15).
entry(17200,end_of_activity,frustrated,video8264120141,au04,52).
entry(17201,end_of_activity,frustrated,video8264120141,au07,44).
entry(17202,begin_of_activity,frustrated,video8264120141,au10,62).
entry(17300,end_of_activity,frustrated,video8264120141,au10,62).
entry(17301,begin_of_activity,frustrated,video8264120141,au23,13).
entry(17400,begin_of_activity,frustrated,video8264120141,au04,53).
entry(17401,begin_of_activity,frustrated,video8264120141,au07,45).
entry(17402,end_of_activity,frustrated,video8264120141,au23,13).
entry(17500,end_of_activity,frustrated,video8264120141,au04,53).
entry(17501,end_of_activity,frustrated,video8264120141,au07,45).
entry(17502,begin_of_activity,frustrated,video8264120141,au10,63).
entry(17600,begin_of_activity,frustrated,video8264120141,au04,54).
entry(17601,end_of_activity,frustrated,video8264120141,au10,63).
entry(17700,end_of_activity,frustrated,video8264120141,au04,54).
entry(17800,begin_of_activity,frustrated,video8264120141,au04,55).
entry(17801,begin_of_activity,frustrated,video8264120141,au10,64).
entry(17802,begin_of_activity,frustrated,video8264120141,au25,16).
entry(17900,end_of_activity,frustrated,video8264120141,au04,55).
entry(17901,end_of_activity,frustrated,video8264120141,au10,64).
entry(17902,end_of_activity,frustrated,video8264120141,au25,16).
entry(18000,begin_of_activity,frustrated,video8264120141,au07,46).
entry(18001,begin_of_activity,frustrated,video8264120141,au10,65).
entry(18100,end_of_activity,frustrated,video8264120141,au07,46).
entry(18101,end_of_activity,frustrated,video8264120141,au10,65).
entry(18200,begin_of_activity,frustrated,video8264120141,au10,66).
entry(18300,begin_of_activity,frustrated,video8264120141,au04,56).
entry(18301,end_of_activity,frustrated,video8264120141,au10,66).
entry(18400,end_of_activity,frustrated,video8264120141,au04,56).
entry(18401,begin_of_activity,frustrated,video8264120141,au07,47).
entry(18500,end_of_activity,frustrated,video8264120141,au07,47).
entry(18700,begin_of_activity,frustrated,video8264120141,au07,48).
entry(18701,begin_of_activity,frustrated,video8264120141,au10,67).
entry(18702,begin_of_activity,frustrated,video8264120141,au25,17).
entry(18800,begin_of_activity,frustrated,video8264120141,au04,57).
entry(18801,end_of_activity,frustrated,video8264120141,au07,48).
entry(18802,end_of_activity,frustrated,video8264120141,au10,67).
entry(18803,end_of_activity,frustrated,video8264120141,au25,17).
entry(18900,end_of_activity,frustrated,video8264120141,au04,57).
entry(19000,begin_of_activity,frustrated,video8264120141,au10,68).
entry(19100,end_of_activity,frustrated,video8264120141,au10,68).
entry(19200,begin_of_activity,frustrated,video8264120141,au04,58).
entry(19300,end_of_activity,frustrated,video8264120141,au04,58).
entry(19301,begin_of_activity,frustrated,video8264120141,au07,49).
entry(19400,begin_of_activity,frustrated,video8264120141,au04,59).
entry(19401,end_of_activity,frustrated,video8264120141,au07,49).
entry(19500,end_of_activity,frustrated,video8264120141,au04,59).
entry(19501,begin_of_activity,frustrated,video8264120141,au07,50).
entry(19502,begin_of_activity,frustrated,video8264120141,au10,69).
entry(19503,begin_of_activity,frustrated,video8264120141,au25,18).
entry(19600,end_of_activity,frustrated,video8264120141,au07,50).
entry(19601,end_of_activity,frustrated,video8264120141,au10,69).
entry(19602,end_of_activity,frustrated,video8264120141,au25,18).
entry(19700,begin_of_activity,frustrated,video8264120141,au04,60).
entry(19701,begin_of_activity,frustrated,video8264120141,au07,51).
entry(19800,end_of_activity,frustrated,video8264120141,au04,60).
