entry(00000,begin_of_process,bored,video2100601074,start,1).
entry(04300,end_of_activity,bored,video2100601074,au07,4).
entry(04301,end_of_activity,bored,video2100601074,au17,21).
entry(04302,end_of_activity,bored,video2100601074,au24,22).
entry(04400,begin_of_activity,bored,video2100601074,au17,22).
entry(04401,begin_of_activity,bored,video2100601074,au24,23).
entry(04500,end_of_activity,bored,video2100601074,au17,22).
entry(04501,end_of_activity,bored,video2100601074,au24,23).
entry(04600,begin_of_activity,bored,video2100601074,au17,23).
entry(04601,begin_of_activity,bored,video2100601074,au24,24).
entry(04700,end_of_activity,bored,video2100601074,au17,23).
entry(04701,end_of_activity,bored,video2100601074,au24,24).
entry(04800,begin_of_activity,bored,video2100601074,au04,3).
entry(04801,begin_of_activity,bored,video2100601074,au10,3).
entry(04802,begin_of_activity,bored,video2100601074,au24,25).
entry(04900,end_of_activity,bored,video2100601074,au04,3).
entry(04901,end_of_activity,bored,video2100601074,au10,3).
entry(04902,begin_of_activity,bored,video2100601074,au17,24).
entry(04903,end_of_activity,bored,video2100601074,au24,25).
entry(05000,end_of_activity,bored,video2100601074,au17,24).
entry(05001,begin_of_activity,bored,video2100601074,au24,26).
entry(05100,begin_of_activity,bored,video2100601074,au17,25).
entry(05101,end_of_activity,bored,video2100601074,au24,26).
entry(05200,end_of_activity,bored,video2100601074,au17,25).
entry(05201,begin_of_activity,bored,video2100601074,au24,27).
entry(05300,begin_of_activity,bored,video2100601074,au17,26).
entry(05301,end_of_activity,bored,video2100601074,au24,27).
entry(05400,end_of_activity,bored,video2100601074,au17,26).
entry(05401,begin_of_activity,bored,video2100601074,au24,28).
entry(05500,begin_of_activity,bored,video2100601074,au04,4).
entry(05501,begin_of_activity,bored,video2100601074,au07,5).
entry(05502,begin_of_activity,bored,video2100601074,au17,27).
entry(05503,end_of_activity,bored,video2100601074,au24,28).
entry(05600,end_of_activity,bored,video2100601074,au04,4).
entry(05601,end_of_activity,bored,video2100601074,au07,5).
entry(05602,end_of_activity,bored,video2100601074,au17,27).
entry(05603,begin_of_activity,bored,video2100601074,au24,29).
entry(05700,begin_of_activity,bored,video2100601074,au17,28).
entry(05701,end_of_activity,bored,video2100601074,au24,29).
entry(05800,begin_of_activity,bored,video2100601074,au07,6).
entry(05801,end_of_activity,bored,video2100601074,au17,28).
entry(05802,begin_of_activity,bored,video2100601074,au24,30).
entry(05900,end_of_activity,bored,video2100601074,au07,6).
entry(05901,begin_of_activity,bored,video2100601074,au17,29).
entry(05902,end_of_activity,bored,video2100601074,au24,30).
entry(06000,end_of_activity,bored,video2100601074,au17,29).
entry(06001,begin_of_activity,bored,video2100601074,au24,31).
entry(06100,end_of_activity,bored,video2100601074,au24,31).
entry(06200,begin_of_activity,bored,video2100601074,au04,5).
entry(06201,begin_of_activity,bored,video2100601074,au10,4).
entry(06202,begin_of_activity,bored,video2100601074,au24,32).
entry(06300,end_of_activity,bored,video2100601074,au04,5).
entry(06301,end_of_activity,bored,video2100601074,au10,4).
entry(06302,begin_of_activity,bored,video2100601074,au17,30).
entry(06303,end_of_activity,bored,video2100601074,au24,32).
entry(06400,end_of_activity,bored,video2100601074,au17,30).
entry(06401,begin_of_activity,bored,video2100601074,au24,33).
entry(06500,begin_of_activity,bored,video2100601074,au04,6).
entry(06501,begin_of_activity,bored,video2100601074,au17,31).
entry(06502,end_of_activity,bored,video2100601074,au24,33).
entry(06600,end_of_activity,bored,video2100601074,au04,6).
entry(06601,end_of_activity,bored,video2100601074,au17,31).
entry(06602,begin_of_activity,bored,video2100601074,au24,34).
entry(06700,begin_of_activity,bored,video2100601074,au17,32).
entry(06701,end_of_activity,bored,video2100601074,au24,34).
entry(06800,begin_of_activity,bored,video2100601074,au04,7).
entry(06801,end_of_activity,bored,video2100601074,au17,32).
entry(06802,begin_of_activity,bored,video2100601074,au24,35).
entry(06900,end_of_activity,bored,video2100601074,au04,7).
entry(06901,begin_of_activity,bored,video2100601074,au17,33).
entry(06902,end_of_activity,bored,video2100601074,au24,35).
entry(07000,end_of_activity,bored,video2100601074,au17,33).
entry(07001,begin_of_activity,bored,video2100601074,au24,36).
entry(07100,begin_of_activity,bored,video2100601074,au07,7).
entry(07101,end_of_activity,bored,video2100601074,au24,36).
entry(07200,end_of_activity,bored,video2100601074,au07,7).
entry(07201,begin_of_activity,bored,video2100601074,au17,34).
entry(07202,begin_of_activity,bored,video2100601074,au24,37).
entry(07300,begin_of_activity,bored,video2100601074,au07,8).
entry(07301,end_of_activity,bored,video2100601074,au17,34).
entry(07302,end_of_activity,bored,video2100601074,au24,37).
entry(07400,end_of_activity,bored,video2100601074,au07,8).
entry(07401,begin_of_activity,bored,video2100601074,au10,5).
entry(07402,begin_of_activity,bored,video2100601074,au17,35).
entry(07403,begin_of_activity,bored,video2100601074,au24,38).
entry(07500,begin_of_activity,bored,video2100601074,au07,9).
entry(07501,end_of_activity,bored,video2100601074,au10,5).
entry(07502,end_of_activity,bored,video2100601074,au17,35).
entry(07503,end_of_activity,bored,video2100601074,au24,38).
entry(07600,end_of_activity,bored,video2100601074,au07,9).
entry(07601,begin_of_activity,bored,video2100601074,au10,6).
entry(07602,begin_of_activity,bored,video2100601074,au17,36).
entry(07603,begin_of_activity,bored,video2100601074,au24,39).
entry(07700,end_of_activity,bored,video2100601074,au10,6).
entry(07701,end_of_activity,bored,video2100601074,au17,36).
entry(07702,end_of_activity,bored,video2100601074,au24,39).
entry(07800,begin_of_activity,bored,video2100601074,au17,37).
entry(07801,begin_of_activity,bored,video2100601074,au24,40).
entry(07900,begin_of_activity,bored,video2100601074,au10,7).
entry(07901,begin_of_activity,bored,video2100601074,au14,3).
entry(07902,end_of_activity,bored,video2100601074,au17,37).
entry(07903,end_of_activity,bored,video2100601074,au24,40).
entry(08000,end_of_activity,bored,video2100601074,au10,7).
entry(08001,end_of_activity,bored,video2100601074,au14,3).
entry(08002,begin_of_activity,bored,video2100601074,au17,38).
entry(08003,begin_of_activity,bored,video2100601074,au24,41).
entry(08100,end_of_activity,bored,video2100601074,au17,38).
entry(08101,end_of_activity,bored,video2100601074,au24,41).
entry(08200,begin_of_activity,bored,video2100601074,au10,8).
entry(08201,begin_of_activity,bored,video2100601074,au17,39).
entry(08202,begin_of_activity,bored,video2100601074,au24,42).
entry(08300,end_of_activity,bored,video2100601074,au10,8).
entry(08301,end_of_activity,bored,video2100601074,au17,39).
entry(08302,end_of_activity,bored,video2100601074,au24,42).
entry(08400,begin_of_activity,bored,video2100601074,au17,40).
entry(08401,begin_of_activity,bored,video2100601074,au24,43).
entry(08500,end_of_activity,bored,video2100601074,au17,40).
entry(08501,end_of_activity,bored,video2100601074,au24,43).
entry(08600,begin_of_activity,bored,video2100601074,au06,1).
entry(08601,begin_of_activity,bored,video2100601074,au17,41).
entry(08602,begin_of_activity,bored,video2100601074,au24,44).
entry(08700,end_of_activity,bored,video2100601074,au06,1).
entry(08701,begin_of_activity,bored,video2100601074,au10,9).
entry(08702,end_of_activity,bored,video2100601074,au17,41).
entry(08703,end_of_activity,bored,video2100601074,au24,44).
entry(08800,end_of_activity,bored,video2100601074,au10,9).
entry(08801,begin_of_activity,bored,video2100601074,au17,42).
entry(08802,begin_of_activity,bored,video2100601074,au24,45).
entry(08900,begin_of_activity,bored,video2100601074,au10,10).
entry(08901,end_of_activity,bored,video2100601074,au17,42).
entry(08902,end_of_activity,bored,video2100601074,au24,45).
entry(09000,end_of_activity,bored,video2100601074,au10,10).
entry(09001,begin_of_activity,bored,video2100601074,au17,43).
entry(09002,begin_of_activity,bored,video2100601074,au24,46).
entry(09100,end_of_activity,bored,video2100601074,au17,43).
entry(09101,end_of_activity,bored,video2100601074,au24,46).
entry(09200,begin_of_activity,bored,video2100601074,au10,11).
entry(09201,begin_of_activity,bored,video2100601074,au17,44).
entry(09202,begin_of_activity,bored,video2100601074,au24,47).
entry(09300,end_of_activity,bored,video2100601074,au10,11).
entry(09301,end_of_activity,bored,video2100601074,au17,44).
entry(09302,end_of_activity,bored,video2100601074,au24,47).
entry(09400,begin_of_activity,bored,video2100601074,au05,2).
entry(09401,begin_of_activity,bored,video2100601074,au14,4).
entry(09402,begin_of_activity,bored,video2100601074,au24,48).
entry(09500,end_of_activity,bored,video2100601074,au05,2).
entry(09501,end_of_activity,bored,video2100601074,au14,4).
entry(09502,begin_of_activity,bored,video2100601074,au17,45).
entry(09503,end_of_activity,bored,video2100601074,au24,48).
entry(09600,end_of_activity,bored,video2100601074,au17,45).
entry(09601,begin_of_activity,bored,video2100601074,au24,49).
entry(09700,begin_of_activity,bored,video2100601074,au10,12).
entry(09701,begin_of_activity,bored,video2100601074,au17,46).
entry(09702,end_of_activity,bored,video2100601074,au24,49).
entry(09800,end_of_activity,bored,video2100601074,au10,12).
entry(09801,end_of_activity,bored,video2100601074,au17,46).
entry(09802,begin_of_activity,bored,video2100601074,au24,50).
entry(09900,begin_of_activity,bored,video2100601074,au17,47).
entry(09901,end_of_activity,bored,video2100601074,au24,50).
entry(10000,begin_of_activity,bored,video2100601074,au14,5).
entry(10001,end_of_activity,bored,video2100601074,au17,47).
entry(10002,begin_of_activity,bored,video2100601074,au24,51).
entry(10100,end_of_activity,bored,video2100601074,au14,5).
entry(10101,begin_of_activity,bored,video2100601074,au17,48).
entry(10102,end_of_activity,bored,video2100601074,au24,51).
entry(10200,begin_of_activity,bored,video2100601074,au10,13).
entry(10201,end_of_activity,bored,video2100601074,au17,48).
entry(10202,begin_of_activity,bored,video2100601074,au24,52).
entry(10300,end_of_activity,bored,video2100601074,au10,13).
entry(10301,begin_of_activity,bored,video2100601074,au17,49).
entry(10302,end_of_activity,bored,video2100601074,au24,52).
entry(10400,end_of_activity,bored,video2100601074,au17,49).
entry(10401,begin_of_activity,bored,video2100601074,au24,53).
entry(10500,begin_of_activity,bored,video2100601074,au10,14).
entry(10501,begin_of_activity,bored,video2100601074,au17,50).
entry(10502,end_of_activity,bored,video2100601074,au24,53).
entry(10600,end_of_activity,bored,video2100601074,au10,14).
entry(10601,end_of_activity,bored,video2100601074,au17,50).
entry(10602,begin_of_activity,bored,video2100601074,au24,54).
entry(10700,begin_of_activity,bored,video2100601074,au17,51).
entry(10701,end_of_activity,bored,video2100601074,au24,54).
entry(10800,end_of_activity,bored,video2100601074,au17,51).
entry(10801,begin_of_activity,bored,video2100601074,au24,55).
entry(10900,end_of_activity,bored,video2100601074,au24,55).
entry(11000,begin_of_activity,bored,video2100601074,au17,52).
entry(11001,begin_of_activity,bored,video2100601074,au24,56).
entry(11100,end_of_activity,bored,video2100601074,au17,52).
entry(11101,end_of_activity,bored,video2100601074,au24,56).
entry(11200,begin_of_activity,bored,video2100601074,au17,53).
entry(11201,begin_of_activity,bored,video2100601074,au24,57).
entry(11300,end_of_activity,bored,video2100601074,au17,53).
entry(11301,end_of_activity,bored,video2100601074,au24,57).
entry(11400,begin_of_activity,bored,video2100601074,au07,10).
entry(11401,begin_of_activity,bored,video2100601074,au14,6).
entry(11402,begin_of_activity,bored,video2100601074,au17,54).
entry(11403,begin_of_activity,bored,video2100601074,au24,58).
entry(11500,end_of_activity,bored,video2100601074,au07,10).
entry(11501,end_of_activity,bored,video2100601074,au14,6).
entry(11502,end_of_activity,bored,video2100601074,au17,54).
entry(11503,end_of_activity,bored,video2100601074,au24,58).
entry(11600,begin_of_activity,bored,video2100601074,au17,55).
entry(11601,begin_of_activity,bored,video2100601074,au24,59).
entry(11700,end_of_activity,bored,video2100601074,au17,55).
entry(11701,end_of_activity,bored,video2100601074,au24,59).
entry(11800,begin_of_activity,bored,video2100601074,au24,60).
entry(11900,end_of_activity,bored,video2100601074,au24,60).
entry(12000,begin_of_activity,bored,video2100601074,au17,56).
entry(12001,begin_of_activity,bored,video2100601074,au24,61).
entry(12100,end_of_activity,bored,video2100601074,au17,56).
entry(12101,end_of_activity,bored,video2100601074,au24,61).
entry(12200,begin_of_activity,bored,video2100601074,au17,57).
entry(12201,begin_of_activity,bored,video2100601074,au24,62).
entry(12300,end_of_activity,bored,video2100601074,au17,57).
entry(12301,end_of_activity,bored,video2100601074,au24,62).
entry(12400,begin_of_activity,bored,video2100601074,au17,58).
entry(12401,begin_of_activity,bored,video2100601074,au24,63).
entry(12500,begin_of_activity,bored,video2100601074,au07,11).
entry(12501,end_of_activity,bored,video2100601074,au17,58).
entry(12502,end_of_activity,bored,video2100601074,au24,63).
entry(12600,end_of_activity,bored,video2100601074,au07,11).
entry(12601,begin_of_activity,bored,video2100601074,au17,59).
entry(12602,begin_of_activity,bored,video2100601074,au24,64).
entry(12700,end_of_activity,bored,video2100601074,au17,59).
entry(12701,end_of_activity,bored,video2100601074,au24,64).
entry(12800,begin_of_activity,bored,video2100601074,au17,60).
entry(12801,begin_of_activity,bored,video2100601074,au24,65).
entry(12900,begin_of_activity,bored,video2100601074,au14,7).
entry(12901,end_of_activity,bored,video2100601074,au17,60).
entry(12902,end_of_activity,bored,video2100601074,au24,65).
entry(13000,end_of_activity,bored,video2100601074,au14,7).
entry(13001,begin_of_activity,bored,video2100601074,au17,61).
entry(13002,begin_of_activity,bored,video2100601074,au24,66).
entry(13100,end_of_activity,bored,video2100601074,au17,61).
entry(13101,end_of_activity,bored,video2100601074,au24,66).
entry(13200,begin_of_activity,bored,video2100601074,au07,12).
entry(13201,begin_of_activity,bored,video2100601074,au17,62).
entry(13202,begin_of_activity,bored,video2100601074,au24,67).
entry(13300,end_of_activity,bored,video2100601074,au07,12).
entry(13301,end_of_activity,bored,video2100601074,au17,62).
entry(13302,end_of_activity,bored,video2100601074,au24,67).
entry(13400,begin_of_activity,bored,video2100601074,au17,63).
entry(13401,begin_of_activity,bored,video2100601074,au24,68).
entry(13500,end_of_activity,bored,video2100601074,au17,63).
entry(13501,end_of_activity,bored,video2100601074,au24,68).
entry(13600,begin_of_activity,bored,video2100601074,au17,64).
entry(13601,begin_of_activity,bored,video2100601074,au24,69).
entry(13700,end_of_activity,bored,video2100601074,au17,64).
entry(13701,end_of_activity,bored,video2100601074,au24,69).
entry(13800,begin_of_activity,bored,video2100601074,au17,65).
entry(13801,begin_of_activity,bored,video2100601074,au24,70).
entry(13900,begin_of_activity,bored,video2100601074,au14,8).
entry(13901,end_of_activity,bored,video2100601074,au17,65).
entry(13902,end_of_activity,bored,video2100601074,au24,70).
entry(14000,end_of_activity,bored,video2100601074,au14,8).
entry(14001,begin_of_activity,bored,video2100601074,au17,66).
entry(14002,begin_of_activity,bored,video2100601074,au24,71).
entry(14100,begin_of_activity,bored,video2100601074,au07,13).
entry(14101,end_of_activity,bored,video2100601074,au17,66).
entry(14102,end_of_activity,bored,video2100601074,au24,71).
entry(14200,end_of_activity,bored,video2100601074,au07,13).
entry(14201,begin_of_activity,bored,video2100601074,au17,67).
entry(14202,begin_of_activity,bored,video2100601074,au24,72).
entry(14300,end_of_activity,bored,video2100601074,au17,67).
entry(14301,end_of_activity,bored,video2100601074,au24,72).
entry(14400,begin_of_activity,bored,video2100601074,au17,68).
entry(14401,begin_of_activity,bored,video2100601074,au24,73).
entry(14500,end_of_activity,bored,video2100601074,au17,68).
entry(14501,end_of_activity,bored,video2100601074,au24,73).
entry(14600,begin_of_activity,bored,video2100601074,au17,69).
entry(14601,begin_of_activity,bored,video2100601074,au24,74).
entry(14700,end_of_activity,bored,video2100601074,au17,69).
entry(14701,end_of_activity,bored,video2100601074,au24,74).
entry(14800,begin_of_activity,bored,video2100601074,au17,70).
entry(14801,begin_of_activity,bored,video2100601074,au24,75).
entry(14900,end_of_activity,bored,video2100601074,au17,70).
entry(14901,end_of_activity,bored,video2100601074,au24,75).
entry(15000,begin_of_activity,bored,video2100601074,au17,71).
entry(15001,begin_of_activity,bored,video2100601074,au24,76).
entry(15100,end_of_activity,bored,video2100601074,au17,71).
entry(15101,end_of_activity,bored,video2100601074,au24,76).
entry(15200,begin_of_activity,bored,video2100601074,au17,72).
entry(15201,begin_of_activity,bored,video2100601074,au24,77).
entry(15300,end_of_activity,bored,video2100601074,au17,72).
entry(15301,end_of_activity,bored,video2100601074,au24,77).
entry(15400,begin_of_activity,bored,video2100601074,au17,73).
entry(15401,begin_of_activity,bored,video2100601074,au24,78).
entry(15500,begin_of_activity,bored,video2100601074,au10,15).
entry(15501,end_of_activity,bored,video2100601074,au17,73).
entry(15502,end_of_activity,bored,video2100601074,au24,78).
entry(15600,end_of_activity,bored,video2100601074,au10,15).
entry(15601,begin_of_activity,bored,video2100601074,au17,74).
entry(15602,begin_of_activity,bored,video2100601074,au24,79).
entry(15700,begin_of_activity,bored,video2100601074,au07,14).
entry(15701,end_of_activity,bored,video2100601074,au17,74).
entry(15702,end_of_activity,bored,video2100601074,au24,79).
entry(15800,end_of_activity,bored,video2100601074,au07,14).
entry(15801,begin_of_activity,bored,video2100601074,au17,75).
entry(15802,begin_of_activity,bored,video2100601074,au24,80).
entry(15900,end_of_activity,bored,video2100601074,au17,75).
entry(15901,end_of_activity,bored,video2100601074,au24,80).
entry(16000,begin_of_activity,bored,video2100601074,au17,76).
entry(16001,begin_of_activity,bored,video2100601074,au24,81).
entry(16100,end_of_activity,bored,video2100601074,au17,76).
entry(16101,end_of_activity,bored,video2100601074,au24,81).
entry(16200,begin_of_activity,bored,video2100601074,au14,9).
entry(16201,begin_of_activity,bored,video2100601074,au17,77).
entry(16202,begin_of_activity,bored,video2100601074,au24,82).
entry(16300,end_of_activity,bored,video2100601074,au14,9).
entry(16301,end_of_activity,bored,video2100601074,au17,77).
entry(16302,end_of_activity,bored,video2100601074,au24,82).
entry(16400,begin_of_activity,bored,video2100601074,au17,78).
entry(16401,begin_of_activity,bored,video2100601074,au24,83).
entry(16500,end_of_activity,bored,video2100601074,au17,78).
entry(16501,end_of_activity,bored,video2100601074,au24,83).
entry(16600,begin_of_activity,bored,video2100601074,au07,15).
entry(16601,begin_of_activity,bored,video2100601074,au17,79).
entry(16602,begin_of_activity,bored,video2100601074,au24,84).
entry(16700,end_of_activity,bored,video2100601074,au07,15).
entry(16701,begin_of_activity,bored,video2100601074,au14,10).
entry(16702,end_of_activity,bored,video2100601074,au17,79).
entry(16703,end_of_activity,bored,video2100601074,au24,84).
entry(16800,end_of_activity,bored,video2100601074,au14,10).
entry(16801,begin_of_activity,bored,video2100601074,au17,80).
entry(16802,begin_of_activity,bored,video2100601074,au24,85).
entry(16900,begin_of_activity,bored,video2100601074,au04,8).
entry(16901,end_of_activity,bored,video2100601074,au17,80).
entry(16902,end_of_activity,bored,video2100601074,au24,85).
entry(17000,end_of_activity,bored,video2100601074,au04,8).
entry(17001,begin_of_activity,bored,video2100601074,au07,16).
entry(17002,begin_of_activity,bored,video2100601074,au17,81).
entry(17003,begin_of_activity,bored,video2100601074,au24,86).
entry(17100,end_of_activity,bored,video2100601074,au07,16).
entry(17101,end_of_activity,bored,video2100601074,au17,81).
entry(17102,end_of_activity,bored,video2100601074,au24,86).
entry(17200,begin_of_activity,bored,video2100601074,au17,82).
entry(17201,begin_of_activity,bored,video2100601074,au24,87).
entry(17300,end_of_activity,bored,video2100601074,au17,82).
entry(17301,end_of_activity,bored,video2100601074,au24,87).
entry(17400,begin_of_activity,bored,video2100601074,au17,83).
entry(17401,begin_of_activity,bored,video2100601074,au24,88).
entry(17500,end_of_activity,bored,video2100601074,au17,83).
entry(17501,end_of_activity,bored,video2100601074,au24,88).
entry(17600,begin_of_activity,bored,video2100601074,au17,84).
entry(17601,begin_of_activity,bored,video2100601074,au24,89).
entry(17700,end_of_activity,bored,video2100601074,au17,84).
entry(17701,end_of_activity,bored,video2100601074,au24,89).
entry(17800,begin_of_activity,bored,video2100601074,au17,85).
entry(17801,begin_of_activity,bored,video2100601074,au24,90).
entry(17900,end_of_activity,bored,video2100601074,au17,85).
entry(17901,end_of_activity,bored,video2100601074,au24,90).
entry(18000,begin_of_activity,bored,video2100601074,au17,86).
entry(18001,begin_of_activity,bored,video2100601074,au24,91).
entry(18100,end_of_activity,bored,video2100601074,au17,86).
entry(18101,end_of_activity,bored,video2100601074,au24,91).
entry(18200,begin_of_activity,bored,video2100601074,au17,87).
entry(18201,begin_of_activity,bored,video2100601074,au24,92).
entry(18300,begin_of_activity,bored,video2100601074,au14,11).
entry(18301,end_of_activity,bored,video2100601074,au17,87).
entry(18302,end_of_activity,bored,video2100601074,au24,92).
entry(18400,end_of_activity,bored,video2100601074,au14,11).
entry(18401,begin_of_activity,bored,video2100601074,au17,88).
entry(18402,begin_of_activity,bored,video2100601074,au24,93).
entry(18500,begin_of_activity,bored,video2100601074,au10,16).
entry(18501,end_of_activity,bored,video2100601074,au17,88).
entry(18502,end_of_activity,bored,video2100601074,au24,93).
entry(18600,end_of_activity,bored,video2100601074,au10,16).
entry(18601,begin_of_activity,bored,video2100601074,au17,89).
entry(18602,begin_of_activity,bored,video2100601074,au24,94).
entry(18700,end_of_activity,bored,video2100601074,au17,89).
entry(18701,end_of_activity,bored,video2100601074,au24,94).
entry(18800,begin_of_activity,bored,video2100601074,au17,90).
entry(18801,begin_of_activity,bored,video2100601074,au24,95).
entry(18900,end_of_activity,bored,video2100601074,au17,90).
entry(18901,end_of_activity,bored,video2100601074,au24,95).
entry(19000,begin_of_activity,bored,video2100601074,au17,91).
entry(19001,begin_of_activity,bored,video2100601074,au24,96).
entry(19100,end_of_activity,bored,video2100601074,au17,91).
entry(19101,end_of_activity,bored,video2100601074,au24,96).
entry(19200,begin_of_activity,bored,video2100601074,au17,92).
entry(19201,begin_of_activity,bored,video2100601074,au24,97).
entry(19300,end_of_activity,bored,video2100601074,au17,92).
entry(19301,end_of_activity,bored,video2100601074,au24,97).
entry(19400,begin_of_activity,bored,video2100601074,au17,93).
